2023,1,20230113,074000,A2,新竹縣政府警察局,新竹縣橫山鄉忠孝街(下窩高幹21號)旁,晴,日間自然光線,村里道路,4,單路部分,直路,路段,一般車道(未劃分快慢車道),柏油,乾燥,無缺陷,道路工事(程)中,良好,良好,無號誌,無號誌,無,無分向設施,未繪設車道線,未繪設快慢車道分隔線,有,汽(機)車本身,路上翻車、摔倒,交通管制(設施),交通指揮不當,死亡0;受傷1,1,,,無或物(動物、堆置物),-1,,,,,,,,,交通管制(設施),交通指揮不當,否,121.143024,24.720846
2023,1,20230117,104404,A2,新竹縣政府警察局,新竹縣橫山鄉新興村中豐路二段415號,陰,日間自然光線,其他,50,單路部分,彎曲路及附近,路段,一般車道(未劃分快慢車道),柏油,乾燥,無缺陷,無障礙物,不良,彎道,閃光號誌,正常,中央分向島,寛式(50公分以上),車道線(附標記),未繪設快慢車道分隔線,有,車與車,追撞,駕駛人,未保持行車安全距離,死亡0;受傷2,1,機車,普通重型,女,17,戴安全帽或繫安全帶(使用幼童安全椅),未使用,車的狀態,向前直行中,機車,前車頭,機車,左側車身,駕駛人,未保持行車安全距離,否,121.146795,24.717764
