2023,1,20230107,163028,A2,新竹縣政府警察局,新竹縣芎林鄉竹22線(海山高幹22左7E0689DB53)旁,晴,日間自然光線,鄉道,40,單路部分,彎曲路及附近,路段,一般車道(未劃分快慢車道),柏油,乾燥,無缺陷,無障礙物,良好,良好,無號誌,無號誌,無,無分向設施,未繪設車道線,未繪設快慢車道分隔線,有,汽(機)車本身,路上翻車、摔倒,機件,其他引起事故之故障,死亡0;受傷1,1,機車,大型重型2(250-550C.C.),男,26,戴安全帽或繫安全帶(使用幼童安全椅),未使用,車的狀態,左轉彎,機車,左側車身,,,機件,其他引起事故之故障,否,121.059259,24.807255
2023,1,20230116,174948,A2,新竹縣政府警察局,"新竹縣新埔鎮文山路口 / 新竹縣新埔鎮文華路南側",晴,夜間(或隧道、地下道、涵洞)有照明,市區道路,50,交岔路,三岔路,交叉路口,交叉路口內,柏油,乾燥,無缺陷,無障礙物,良好,良好,行車管制號誌,正常,中央分向島,窄式附柵欄,車道線(無標記),未繪設快慢車道分隔線,有,車與車,追撞,駕駛人,未注意車前狀態,死亡0;受傷1,1,小貨車(含客、貨兩用),自用,男,33,戴安全帽或繫安全帶(使用幼童安全椅),未使用,車的狀態,向前直行中,汽車,前車頭,,,駕駛人,未注意車前狀態,否,121.062064,24.791132
