week,a1,a2
202101,0,1
202102,0,1
202103,0,3
202105,0,3
202106,0,1
202107,0,2
202108,0,4
202109,0,1
202112,0,2
202113,0,1
202117,0,2
202118,0,1
202119,0,2
202120,0,1
202121,0,1
202123,0,1
202124,0,1
