week,a1,a2
202101,0,2
202103,0,1
202104,0,6
202105,0,2
202106,0,1
202107,0,2
202109,0,2
202110,0,1
202112,0,2
202113,0,2
202116,0,4
202117,0,3
202118,0,2
202119,0,1
202120,0,2
202121,0,1
202122,0,1
202123,0,1
202124,0,2
202125,0,1
