發生時間,發生地點,死亡受傷人數,車種,經度,緯度
109年10月23日 19時25分00秒,苗栗縣頭份市中華路655號,死亡1;受傷0,行人-人;自用-小客車,120.899420,24.678923
109年10月23日 19時53分15秒,雲林縣西螺鎮大園里大同路與興農東路口,死亡2;受傷0,自用-小貨車(含客、貨兩用);普通重型-機車;乘客-人,120.466505,23.797731
109年10月24日 09時40分00秒,桃園市觀音區電廠二路星座廣場後方,死亡1;受傷0,大型重型1(550C.C.以上)-機車,121.051966,25.030965
109年10月24日 10時10分00秒,高雄市路竹區環球路 / 高雄市路竹區大智路,死亡1;受傷0,自用-大貨車;腳踏自行車-慢車,120.270334,22.880100
109年10月24日 18時12分00秒,嘉義縣朴子市大鄉里縣157線道33公里600公尺處,死亡1;受傷0,普通輕型-機車;公營公車-大客車,120.257788,23.467988
109年10月24日 18時13分00秒,高雄市阿蓮區港後134-2號前0.0公尺前,死亡1;受傷0,自用-小客車;普通重型-機車,120.305000,22.867710
109年10月24日 23時10分00秒,彰化縣秀水鄉曾厝村秀中街7號前0.0公尺,死亡1;受傷0,自用-小客車;普通重型-機車,120.510460,24.016219
109年10月25日 14時07分20秒,苗栗縣獅潭鄉台3線 121公里900.0公尺處南側向外側,死亡1;受傷0,大型重型1(550C.C.以上)-機車,120.896092,24.482673
109年10月25日 16時49分00秒,臺中市大安區北上137.6K,死亡1;受傷1,大型重型1(550C.C.以上)-機車;乘客-人,120.593865,24.386033
109年10月25日 18時20分00秒,臺北市南港區市民大道7段 / 臺北市南港區昆陽街,死亡1;受傷1,其他車-其他車;普通重型-機車,121.593738,25.051169
109年10月25日 20時48分00秒,屏東縣內埔鄉龍潭村昭勝路472號前,死亡1;受傷0,自用-小貨車(含客、貨兩用);普通重型-機車,120.601360,22.680229
109年10月26日 08時26分00秒,澎湖縣湖西鄉縣202線 8公里東側向內側,死亡1;受傷0,普通重型-機車,119.664624,23.584256
109年10月26日 12時04分18秒,臺南市永康區永華路北側 / 臺南市永康區文化路,死亡1;受傷0,自用-小客車;普通重型-機車,120.258045,23.015950
109年10月26日 13時05分00秒,嘉義縣朴子市竹村里嘉15線(電線桿:朴南99南分15 N0286 CB34),死亡1;受傷1,普通重型-機車;乘客-人,120.243185,23.437663
109年10月26日 18時22分00秒,嘉義縣水上鄉忠和村嘉175線3.2K往北,死亡1;受傷0,普通重型-機車,120.428890,23.414899
109年10月26日 20時40分00秒,雲林縣麥寮鄉三盛村仁德西路一段(路燈編號010068),死亡1;受傷0,自用-小貨車(含客、貨兩用);腳踏自行車-慢車,120.255563,23.797252
109年10月26日 21時28分00秒,臺中市清水區菁埔里中華北路 / 臺中市清水區菁埔里臨海路,死亡1;受傷1,普通重型-機車;自用-小客車,120.600662,24.309800
109年10月27日 03時08分45秒,臺南市善化區文昌里中正路口 / 臺南市善化區文昌里文昌路口,死亡1;受傷0,普通重型-機車;自用-小貨車(含客、貨兩用),120.288641,23.123214
109年10月27日 05時35分00秒,新北市蘆洲區新北市蘆洲區復興路42號對面,死亡1;受傷1,行人-人;普通重型-機車,121.471524,25.086891
109年10月27日 10時08分00秒,臺中市大肚區頂街里沙田路三段 / 臺中市大肚區頂街里自由路,死亡1;受傷0,營業用-小貨車(含客、貨兩用);腳踏自行車-慢車,120.543018,24.162964
109年10月27日 14時18分00秒,臺中市西屯區何安里文心路 / 臺中市西屯區何安里四川路,死亡1;受傷2,行人-人;普通重型-機車;乘客-人,120.650770,24.164613
109年10月27日 14時36分00秒,新北市新莊區新北市新莊區復興路2段與中港路,死亡1;受傷5,自用-小客車;普通輕型-機車;普通重型-機車;普通重型-機車;腳踏自行車-慢車;普通重型-機車,121.455495,25.044233
109年10月27日 17時35分36秒,宜蘭縣頭城鎮頭濱路二段426號前,死亡1;受傷0,腳踏自行車-慢車;自用-小貨車(含客、貨兩用),121.823994,24.836010
109年10月28日 07時22分00秒,新竹縣峨眉鄉台3線 89.5公里南側,死亡1;受傷0,普通重型-機車,120.997618,24.699995
109年10月28日 10時45分00秒,高雄市橋頭區甲典街 / 高雄市橋頭區豐祥路,死亡1;受傷0,普通重型-機車;自用-小貨車(含客、貨兩用),120.276300,22.742920
109年10月28日 19時37分28秒,屏東縣萬丹鄉萬生村萬壽路一段107號前,死亡1;受傷1,普通重型-機車;普通重型-機車;自用-小客車,120.498880,22.584113
109年10月29日 04時22分00秒,花蓮縣新城鄉台9線 181公里530.0公尺處南側向機車優先道,死亡1;受傷0,普通重型-機車;自用-小貨車(含客、貨兩用),121.604879,24.050615
109年10月29日 05時20分00秒,新竹市北區西門街、四維路,死亡1;受傷0,腳踏自行車-慢車;自用-小客車,120.961403,24.800156
109年10月29日 06時05分00秒,臺東縣成功鎮台11線 110公里800.0公尺處北側向機、慢車道,死亡1;受傷0,自用-小客車;行人-人,121.392567,23.119742
109年10月29日 07時50分47秒,花蓮縣花蓮市中美十一街口 / 花蓮縣花蓮市化道路口,死亡1;受傷1,普通重型-機車;普通重型-機車,121.625325,23.998126
109年10月29日 11時23分30秒,臺南市柳營區太康里中山東路與南109線口,死亡1;受傷0,普通重型-機車;自用-小客車,120.330710,23.279327
109年10月29日 17時21分00秒,高雄市旗津區旗津三路.號前0.0公尺,死亡1;受傷1,普通重型-機車;普通重型-機車,120.277600,22.599050
109年10月29日 17時46分52秒,桃園市楊梅區楊明里新農街北側 / 桃園市楊梅區楊明里中山北路1段口,死亡1;受傷0,行人-人;自用-小客車,121.159914,24.912587
109年10月29日 17時54分00秒,高雄市大樹區竹寮路竹寮0010路燈號前0.0公尺,死亡1;受傷0,自用-小客車,120.426500,22.661720
109年10月29日 21時07分57秒,臺南市白河區縣172線 36公里100.0公尺處東側,死亡1;受傷0,普通重型-機車;自用-小客車,120.451524,23.350249
109年10月30日 00時37分31秒,苗栗縣通霄鎮台一線北上138.5公里處附近,死亡1;受傷0,普通重型-機車,120.709209,24.571418
109年10月30日 09時41分00秒,彰化縣二林鎮北平里吉利街 / 彰化縣二林鎮北平里四維街,死亡1;受傷0,普通重型-機車;自用-大貨車,120.364661,23.905950
109年10月30日 11時35分33秒,高雄市田寮區國道3號 373公里500.0公尺處北側向外側,死亡2;受傷0,營業用-大貨車;營業用-半聯結車;乘客-人,120.381735,22.851159
109年10月30日 18時45分00秒,屏東縣長治鄉進興巷與新進巷口前,死亡1;受傷0,普通重型-機車;營業用-小貨車(含客、貨兩用),120.528712,22.675406
109年10月31日 17時12分00秒,新北市三重區新北市三重區13號越堤道路與疏洪西路,死亡1;受傷2,大型重型1(550C.C.以上)-機車;普通重型-機車;乘客-人,121.476462,25.057225
109年10月31日 19時16分00秒,臺中市龍井區山腳里沙田路六段163號前0.0公尺,死亡1;受傷0,自用-小客車;行人-人,120.549648,24.208081
109年11月01日 00時09分00秒,臺中市東區干城里自由路三段141號前0.0公尺,死亡1;受傷0,自用-小貨車(含客、貨兩用);行人-人,120.690150,24.142837
109年11月01日 01時28分00秒,屏東縣竹田鄉龍門路246之8號,死亡1;受傷0,普通重型-機車,120.523741,22.625804
109年11月01日 02時40分00秒,屏東縣車城鄉海口村尖山路段,死亡1;受傷0,計程車-小客車,120.715567,22.111482
109年11月01日 06時31分00秒,屏東縣麟洛鄉成功路192號前0.0公尺附近,死亡1;受傷0,自用-小客車,120.526108,22.657658
109年11月01日 06時53分00秒,臺南市南化區南174 1公里800.0公尺處附近,死亡1;受傷0,自用-小客車;行人-人,120.455366,23.035053
109年11月01日 13時41分00秒,臺中市太平區太平里甲堤路462號前0.0公尺,死亡1;受傷0,普通重型-機車,120.702777,24.118055
109年11月01日 20時05分00秒,臺南市安定區港尾里區道南134線港子尾69-38號前0.0公尺,死亡1;受傷0,普通重型-機車,120.226680,23.097161
109年11月02日 02時50分00秒,桃園市大溪區康莊路3段附近 / 桃園市大溪區康莊路3段附近,死亡1;受傷0,普通重型-機車,121.272515,24.845092
109年11月02日 09時10分00秒,嘉義縣中埔鄉和美村中山路5段804號,死亡1;受傷0,行人-人;自用-小客車,120.461839,23.451711
109年11月02日 09時34分00秒,臺東縣臺東市民航路口 / 臺東縣臺東市豐谷北路口,死亡1;受傷0,自用-小貨車(含客、貨兩用);普通重型-機車,121.114995,22.753313
109年11月02日 11時51分00秒,新竹市東區光復路2段153號前0.0公尺,死亡1;受傷0,普通重型-機車;自用-小客車;自用-小客車,120.994267,24.798568
109年11月02日 21時05分00秒,新竹市東區光復路二段100號旁(燈桿203118),死亡1;受傷1,行人-人;普通重型-機車,121.003029,24.792143
109年11月03日 01時30分00秒,臺北市大同區重慶北路3段 / 臺北市大同區重慶北路3段,死亡1;受傷1,普通重型-機車;行人-人,121.513796,25.067255
109年11月03日 06時47分00秒,新北市汐止區新北市汐止區新台五路2段535430號燈桿,死亡1;受傷1,普通重型-機車;營業用-大貨車;乘客-人,121.662345,25.065799
109年11月03日 08時41分07秒,新竹縣寶山鄉國道3號 99公里100.0公尺處南側向外側,死亡1;受傷3,自用-全聯結車;自用-小貨車(含客、貨兩用);自用-小貨車(含客、貨兩用);自用-小客車;自用-半聯結車;乘客-人;乘客-人,120.996946,24.755688
109年11月03日 10時37分00秒,桃園市大溪區石園路212號前0.0公尺,死亡1;受傷0,普通重型-機車;自用-小客車,121.263652,24.877502
109年11月04日 07時57分09秒,桃園市中壢區啟文路2段350巷前0.0公尺,死亡1;受傷1,普通重型-機車;乘客-人,121.201209,24.983486
109年11月04日 10時42分29秒,雲林縣二崙鄉庄西村洲子70號前門柱,死亡1;受傷0,普通重型-機車,120.350982,23.812610
109年11月04日 10時55分00秒,高雄市茄萣區濱海路1段780號前0.0公尺,死亡1;受傷0,自用-小客車,120.188100,22.881010
109年11月04日 11時13分00秒,雲林縣斗南鎮四維路5之2號附近,死亡1;受傷0,普通重型-機車,120.488252,23.639490
109年11月04日 11時44分11秒,新竹縣橫山鄉中豐路三段64K處,死亡1;受傷1,大型重型1(550C.C.以上)-機車;普通重型-機車,121.162764,24.737227
109年11月04日 17時48分34秒,雲林縣二崙鄉二崙鄉田尾村頂庄37之42號前,死亡1;受傷1,普通重型-機車;腳踏自行車-慢車;自用-小客車,120.417591,23.763670
109年11月05日 07時57分00秒,高雄市前鎮區中平路口 / 高雄市前鎮區中平路口,死亡1;受傷1,普通重型-機車;普通重型-機車,120.325360,22.577981
109年11月05日 10時26分34秒,苗栗縣通霄鎮台一線與苗121線路口,死亡1;受傷0,普通重型-機車;營業用-大貨車;自用-小貨車(含客、貨兩用),120.680378,24.489262
109年11月05日 10時35分00秒,嘉義縣東石鄉猿樹村嘉1線與村里道路口,死亡1;受傷0,自用-小客車;普通重型-機車,120.150924,23.463212
109年11月05日 12時41分00秒,新北市五股區新北市五股區疏洪一路1K往三重方向,死亡1;受傷0,大型重型1(550C.C.以上)-機車,121.458371,25.075385
109年11月06日 01時04分12秒,苗栗縣銅鑼鄉公所路燈編號銅鑼村16鄰6,死亡1;受傷0,普通重型-機車,120.784872,24.485065
109年11月06日 07時30分00秒,高雄市左營區翠華路尾北363路燈號前0.0公尺,死亡1;受傷1,普通重型-機車;普通重型-機車,120.298695,22.679990
109年11月06日 13時12分35秒,雲林縣北港鎮新街里路聖母路68號前,死亡1;受傷1,自用-小客車;乘客-人,120.308517,23.591608
109年11月06日 19時26分00秒,臺中市東勢區粵寧里新豐街 / 臺中市東勢區粵寧里新寧街,死亡1;受傷0,自用-小貨車(含客、貨兩用);行人-人,120.824990,24.263555
109年11月07日 00時29分00秒,新北市五股區新北市五股區工商路142號與工商路附近,死亡1;受傷0,自用-小客車;普通重型-機車,121.435928,25.086064
109年11月07日 07時12分00秒,新北市八里區新北市八里區龍米路1段193號,死亡1;受傷0,行人-人;營業用-曳引車,121.452096,25.128670
109年11月07日 07時57分00秒,臺北市內湖區潭美街 / 臺北市內湖區新明路,死亡1;受傷0,自用-小客車;普通重型-機車,121.584949,25.055852
109年11月07日 11時05分00秒,臺南市東區文化一街口 / 臺南市東區文化二街口,死亡1;受傷0,普通重型-機車;自用-小客車,120.231765,22.977791
109年11月07日 17時24分00秒,新北市林口區新北市林區文化三路1段191巷與文化三路1段,死亡1;受傷0,普通重型-機車;自用-小客車;自用-小客車,121.361518,25.070705
109年11月07日 17時30分00秒,臺中市清水區橋頭里五權東路137號前0.0公尺,死亡1;受傷1,行人-人;普通重型-機車,120.575248,24.270383
109年11月08日 08時46分00秒,臺東縣臺東市馬亨亨大道1338之1號前0.0公尺北側,死亡1;受傷0,普通重型-機車,121.128931,22.783816
109年11月08日 15時52分00秒,新竹縣尖石鄉錦屏村竹60線6公里附近(那羅高幹108號桿前),死亡1;受傷0,普通重型-機車;自用-小客車,121.239908,24.680502
109年11月08日 17時43分49秒,臺南市白河區縣172線 32公里300.0公尺處西側,死亡1;受傷0,行人-人;自用-小客車,120.416574,23.344760
109年11月09日 10時40分00秒,雲林縣四湖鄉溪底村產業道路,死亡1;受傷0,自用-小貨車(含客、貨兩用);普通重型-機車,120.270537,23.654462
109年11月09日 11時25分00秒,基隆市中山區中山二路95號前0.0公尺,死亡1;受傷0,自用-小客車;普通重型-機車;計程車-小客車,121.739451,25.140112
109年11月09日 17時43分00秒,嘉義縣六腳鄉六斗村台19線73公里100公尺,死亡1;受傷1,行人-人;普通重型-機車;自用-小客車;自用-小客車;自用-大貨車,120.292073,23.538899
109年11月10日 08時19分00秒,高雄市鳳山區五甲一路中崙160燈桿號前0.0公尺,死亡1;受傷1,腳踏自行車-慢車;普通重型-機車,120.349405,22.610612
109年11月10日 13時57分00秒,臺南市安南區本田路東側 / 臺南市安南區工業八路,死亡1;受傷0,普通輕型-機車;自用-小貨車(含客、貨兩用),120.137528,23.030148
109年11月10日 15時55分15秒,雲林縣林內鄉林內路1段10巷12號,死亡1;受傷1,行人-人;大型重型2(250-550C.C.)-機車,120.611084,23.753525
109年11月10日 18時19分00秒,臺中市潭子區大豐里大豐路3段212之2號前0.0公尺,死亡1;受傷0,自用-小貨車(含客、貨兩用);普通重型-機車,120.692829,24.228355
109年11月11日 09時58分00秒,桃園市楊梅區幼獅路1段439號前0.0公尺,死亡1;受傷1,普通重型-機車;乘客-人,121.175828,24.925566
109年11月12日 00時17分00秒,桃園市中壢區環西路2段口 / 桃園市中壢區環西路2段口,死亡1;受傷0,腳踏自行車-慢車;自用-小客車,121.211537,24.964534
109年11月12日 05時16分00秒,高雄市林園區沿海路2段 / 高雄市林園區林園南路,死亡1;受傷1,普通重型-機車;行人-人,120.399683,22.501207
109年11月12日 06時10分00秒,基隆市中山區西定路 / 基隆市中山區復興路,死亡1;受傷1,普通重型-機車;行人-人,121.727485,25.140603
109年11月12日 10時08分00秒,南投縣仁愛鄉台14甲線 900.0公尺處,死亡1;受傷3,自用-小客車;乘客-人;乘客-人;乘客-人,121.134375,24.023740
109年11月12日 13時55分00秒,屏東縣萬巒鄉成德村信敏路20-1號前0.0公尺附近,死亡1;受傷0,普通重型-機車,120.605327,22.609801
109年11月13日 06時59分23秒,雲林縣褒忠鄉有才村雲111公路-長城141電桿前路口,死亡1;受傷0,普通重型-機車;自用-小客車,120.289745,23.718437
109年11月13日 08時30分00秒,臺南市玉井區台3線 371公里900.0公尺處北側,死亡1;受傷0,普通重型-機車,120.477124,23.132496
109年11月13日 16時31分53秒,臺南市麻豆區台19甲線 18公里100.0公尺處南側,死亡1;受傷0,自用-大貨車;遊覽車-大客車;普通重型-機車,120.261012,23.171110
109年11月14日 02時53分00秒,臺中市東區東勢里進化路 / 臺中市東區東勢里力行路,死亡1;受傷1,自用-小客車;普通重型-機車,120.694381,24.151283
109年11月14日 13時23分00秒,臺南市麻豆區港尾里謝榜寮1號(謝正宮)往東約600公尺產業道路口,死亡1;受傷0,普通重型-機車;自用-小客車,120.204595,23.197698
109年11月14日 14時50分00秒,新北市三峽區新北市三峽區正義街85號,死亡1;受傷1,普通重型-機車;乘客-人,121.370134,24.920191
109年11月14日 19時30分42秒,新竹縣新埔鎮義民路三段431巷與褒忠路411巷口,死亡1;受傷0,普通重型-機車;自用-小客車,121.032624,24.843335
109年11月14日 23時23分02秒,屏東縣新埤鄉中興路三號前,死亡1;受傷0,自用-小客車,120.551604,22.475627
109年11月15日 00時04分38秒,臺南市東區林森路1段368號,死亡1;受傷0,大型重型2(250-550C.C.)-機車,120.221223,22.984344
109年11月15日 11時36分00秒,臺南市安南區長和路1段1巷大豐高幹104號,死亡1;受傷0,普通重型-機車,120.233199,23.049138
109年11月15日 14時52分00秒,臺中市太平區建國里太堤西路前0.0公尺,死亡1;受傷0,普通重型-機車,120.729335,24.124350
109年11月15日 17時35分00秒,臺東縣池上鄉縣197線 1公里600.0公尺處,死亡1;受傷1,普通重型-機車;自用-大貨車;乘客-人,121.208530,23.065543
109年11月16日 05時57分39秒,苗栗縣竹南鎮民族街11號前,死亡1;受傷0,自用-小客車;行人-人;乘客-人,120.878119,24.683441
109年11月16日 08時12分00秒,桃園市新屋區蚵間里台61線南下59.1公里處,死亡1;受傷0,普通重型-機車,120.993995,24.947411
109年11月16日 08時18分00秒,高雄市左營區大中二路 / 高雄市左營區高鐵路,死亡1;受傷0,自用-小客車;普通重型-機車,120.306292,22.685053
109年11月16日 08時39分42秒,雲林縣二崙鄉大義村台電電桿油車南12號前,死亡1;受傷0,普通重型-機車;自用-大貨車,120.385220,23.790129
109年11月16日 10時12分00秒,彰化縣福興鄉元中村外中街前0.0公尺,死亡1;受傷0,普通重型-機車;自用-大貨車,120.473225,24.012805
109年11月16日 10時43分00秒,嘉義縣新港鄉潭大村嘉67線3.5公里處南向車道,死亡1;受傷1,自用-小客車;乘客-人,120.321293,23.529998
109年11月16日 21時55分00秒,新北市新莊區新北市新莊區中正路與新泰路,死亡1;受傷1,普通重型-機車;普通重型-機車;普通重型-機車,121.452619,25.036297
109年11月17日 11時28分00秒,新北市三峽區新北市三峽區大德路與學成路,死亡1;受傷0,營業用-小貨車(含客、貨兩用);行人-人,121.378145,24.942562
109年11月17日 17時22分00秒,高雄市三民區建國三路160號前0.0公尺,死亡1;受傷0,普通重型-機車;民營公車-大客車,120.294180,22.637486
109年11月17日 21時29分00秒,新北市泰山區新北市泰山區明志路1段517號,死亡1;受傷0,普通重型-機車;民營客運-大客車,121.430463,25.054115
109年11月17日 22時08分00秒,臺南市七股區縣173線 12公里800.0公尺處東側向路肩,死亡1;受傷1,普通重型-機車;乘客-人,120.176900,23.110506
109年11月18日 07時36分00秒,臺東縣大武鄉大鳥村大鳥88號右前方路口,死亡1;受傷0,普通重型-機車;自用-小客車,120.911272,22.383679
109年11月18日 07時55分00秒,臺中市烏日區三和里中山路3段88號前0.0公尺,死亡1;受傷1,普通重型-機車;普通重型-機車,120.612218,24.107160
109年11月18日 09時16分00秒,臺東縣東河鄉台11線 134公里500.0公尺處東側,死亡1;受傷0,營業用-半聯結車,121.281764,22.950592
109年11月18日 12時44分00秒,臺中市西屯區甘肅路2段123號前0.0公尺,死亡1;受傷5,自用-小貨車(含客、貨兩用);普通重型-機車;普通重型-機車;普通重型-機車;乘客-人;乘客-人,120.654883,24.176045
109年11月18日 13時46分00秒,臺東縣臺東市台11線 171.5公里西側,死亡1;受傷1,自用-小客車;普通重型-機車,121.089723,22.721997
109年11月18日 20時26分00秒,臺中市梧棲區興農里中央路一段404-5號前0.0公尺,死亡1;受傷1,普通重型-機車;營業用-大貨車;乘客-人,120.539996,24.234428
109年11月19日 08時24分28秒,臺南市下營區開化里中營158號前與臺19甲線路口,死亡1;受傷0,普通重型-機車;自用-小客車,120.271373,23.209504
109年11月19日 08時54分00秒,臺北市士林區文林路 / 臺北市士林區德行西路,死亡1;受傷0,遊覽車-大客車;行人-人,121.519555,25.103239
109年11月19日 11時00分00秒,臺中市沙鹿區北勢里鎮南路二段336號前0.0公尺,死亡1;受傷1,普通重型-機車;普通重型-機車,120.567395,24.227975
109年11月19日 15時33分00秒,臺中市太平區東汴里長龍路3段前0.0公尺,死亡1;受傷0,普通重型-機車;自用-大貨車,120.750764,24.122895
109年11月19日 21時35分00秒,屏東縣枋寮鄉太源村太源路26-3號前0.0公尺口,死亡1;受傷0,普通重型-機車,120.592572,22.406735
109年11月19日 22時20分00秒,彰化縣秀水鄉安東村中山路 / 彰化縣秀水鄉安東村中山路,死亡1;受傷0,自用-小客車;普通重型-機車,120.496956,24.033003
109年11月19日 22時46分00秒,南投縣南投市彰南路三段2巷前0.0公尺附近,死亡1;受傷1,行人-人;普通重型-機車,120.655049,23.953285
109年11月20日 04時20分00秒,桃園市新屋區頭洲里中山東路2段口 / 桃園市新屋區頭洲里梅高路3段口,死亡1;受傷0,自用-小客車;普通重型-機車,121.144052,24.962545
109年11月20日 08時15分00秒,高雄市大社區和平路1段189號前0.0公尺,死亡1;受傷0,自用-大貨車;普通重型-機車,120.362044,22.740415
109年11月20日 19時45分16秒,雲林縣古坑鄉雲205線崁腳村新興390773路燈前,死亡1;受傷0,普通重型-機車,120.549025,23.597466
109年11月20日 20時10分29秒,花蓮縣瑞穗鄉台9線 249公里800.0公尺處,死亡1;受傷1,自用-小貨車(含客、貨兩用);乘客-人,121.377197,23.541631
109年11月20日 23時35分00秒,高雄市岡山區新樂街 / 高雄市岡山區維仁路,死亡1;受傷0,自用-小貨車(含客、貨兩用);腳踏自行車-慢車,120.294394,22.801157
109年11月20日 23時50分00秒,嘉義市西區大溪里北港路767號前0.0公尺,死亡1;受傷1,普通重型-機車;腳踏自行車-慢車;自用-小客車,120.415069,23.486625
109年11月21日 03時48分00秒,臺南市東山區東原里16號前,死亡1;受傷0,自用-小客車;自用-小客車;行人-人,120.445644,23.264986
109年11月21日 04時28分43秒,桃園市桃園區民族路口 / 桃園市桃園區和平路口,死亡1;受傷0,自用-小客車;行人-人,121.307590,24.994903
109年11月21日 16時20分00秒,臺南市安平區安平路口 / 臺南市安平區安平路口,死亡1;受傷1,自用-小貨車(含客、貨兩用);普通重型-機車;乘客-人,120.172210,22.998167
109年11月21日 23時50分00秒,屏東縣枋山鄉山隆加油站前,死亡1;受傷0,自用-小客車;大型重型1(550C.C.以上)-機車,120.653002,22.263598
109年11月22日 02時16分00秒,臺中市神岡區國道4號 11公里400.0公尺處東側向交流道,死亡4;受傷2,自用-小客車;乘客-人;乘客-人;乘客-人;乘客-人;乘客-人,120.692304,24.268910
109年11月22日 06時14分00秒,彰化縣北斗鎮文昌里地政路前0.0公尺,死亡1;受傷0,普通重型-機車,120.545607,23.878128
109年11月22日 09時01分00秒,雲林縣斗六市文明路67566號燈桿前,死亡1;受傷0,普通重型-機車,120.579219,23.727880
109年11月22日 19時05分00秒,臺中市大里區東湖里中興路一段 / 臺中市大里區東湖里中興路一段,死亡1;受傷0,行人-人;自用-小客車;自用-小客車,120.696319,24.086483
109年11月22日 21時51分00秒,新竹縣寶山鄉寶新路三段110號附近,死亡1;受傷0,普通重型-機車,120.961106,24.730308
109年11月23日 01時13分00秒,臺南市善化區小新里省道臺1線口 / 臺南市善化區小新里成功路口,死亡1;受傷0,營業用-半聯結車;腳踏自行車-慢車,120.318833,23.127033
109年11月23日 04時00分00秒,新竹縣尖石鄉玉峰村3鄰李埔產業道路4.5K處,死亡1;受傷0,自用-小客車,121.295375,24.660508
109年11月23日 09時35分01秒,桃園市蘆竹區南竹路2段附近 / 桃園市蘆竹區中正北路,死亡1;受傷0,普通重型-機車;營業用-曳引車,121.282859,25.038750
109年11月23日 16時15分20秒,臺南市後壁區新東里編號營竹高幹52右7電杆前,死亡1;受傷0,普通輕型-機車;自用-小客車,120.321116,23.336258
109年11月23日 16時55分00秒,彰化縣芳苑鄉新寶村芳漢路新寶段前0.0公尺,死亡1;受傷0,普通重型-機車,120.331711,23.982419
109年11月23日 21時52分00秒,臺中市東勢區隆興里東蘭路前0.0公尺,死亡1;受傷1,普通重型-機車;乘客-人,120.806755,24.284035
109年11月24日 04時36分40秒,雲林縣斗南鎮國道1號 243公里200.0公尺處南側向外側,死亡1;受傷0,行人-人;營業用-半聯結車,120.461259,23.675850
109年11月24日 08時32分00秒,彰化縣埤頭鄉永豊村東西路541弄152號前0.0公尺,死亡1;受傷1,普通重型-機車;自用-小客車;乘客-人,120.447957,23.895372
109年11月24日 13時43分00秒,高雄市大寮區水源路 / 高雄市大寮區復興南路,死亡1;受傷0,普通重型-機車;自用-大貨車,120.383900,22.610000
109年11月24日 14時55分46秒,南投縣草屯鎮中山里草溪路747巷口,死亡1;受傷0,腳踏自行車-慢車;營業用-曳引車,120.678925,23.971612
109年11月25日 01時50分30秒,新竹縣寶山鄉國道3號 101公里南側向內側,死亡1;受傷2,自用-小客車;自用-小貨車(含客、貨兩用);營業用-全聯結車;乘客-人,120.984445,24.758135
109年11月25日 20時18分52秒,新竹市東區東門街圓環口前0.0公尺口,死亡1;受傷1,計程車-小客車;普通重型-機車;乘客-人;乘客-人;乘客-人,120.971147,24.804202
109年11月26日 00時19分00秒,基隆市信義區培德路 / 基隆市信義區培德路,死亡1;受傷2,普通重型-機車;普通重型-機車;自用-小客車;計程車-小客車;乘客-人,121.768876,25.128394
109年11月26日 11時22分00秒,臺中市北屯區東山里東山路2段前0.0公尺,死亡1;受傷0,自用-大貨車;普通重型-機車,120.737640,24.178431
109年11月26日 12時42分00秒,桃園市桃園區長安街口 / 桃園市桃園區大林路口,死亡1;受傷0,計程車-小客車;行人-人,121.317060,24.988417
109年11月26日 14時01分00秒,新北市三重區新北市三重區信義西街與文化北路,死亡1;受傷0,行人-人;自用-小客車,121.495841,25.064221
109年11月26日 18時31分00秒,屏東縣內埔鄉東寧村自強路與里東路口,死亡1;受傷1,普通重型-機車;腳踏自行車-慢車,120.550138,22.617086
109年11月26日 18時37分00秒,新北市土城區新北市土城區擺接堡路5.5處(往三峽),死亡1;受傷0,普通重型-機車,121.438912,24.981379
109年11月26日 21時30分00秒,臺中市龍井區龍津里中央路一段 / 臺中市龍井區龍津里中央路一段,死亡1;受傷1,普通重型-機車;普通重型-機車;普通重型-機車;普通重型-機車;普通重型-機車;自用-小客車,120.523555,24.199190
109年11月27日 14時04分02秒,屏東縣萬丹鄉厦南村河堤南路口 / 屏東縣萬丹鄉厦南村安和路口,死亡1;受傷0,普通重型-機車;自用-大貨車,120.457606,22.594764
109年11月27日 16時49分00秒,高雄市大社區大社路528-18號前0.0公尺,死亡1;受傷0,普通重型-機車,120.369141,22.739257
109年11月27日 17時41分00秒,臺中市后里區中和里和興路 / 臺中市后里區中和里和興路,死亡1;受傷1,普通重型-機車;腳踏自行車-慢車,120.704821,24.300806
109年11月27日 17時50分00秒,屏東縣枋寮鄉台1線 440公里500.0公尺處向機、慢車道,死亡1;受傷1,普通重型-機車;電動輔助自行車-慢車,120.590624,22.397567
109年11月27日 21時49分05秒,臺南市新市區永就里中山路口 / 臺南市新市區永就里光華街口,死亡1;受傷2,計程車-小客車;大型重型1(550C.C.以上)-機車;乘客-人,120.298230,23.072221
109年11月28日 03時29分15秒,新竹縣湖口鄉中正路1段99號前0.0公尺,死亡1;受傷1,自用-小貨車(含客、貨兩用);普通重型-機車;乘客-人,121.046393,24.901920
109年11月28日 08時02分00秒,臺南市麻豆區興農里新生南路西側 / 臺南市麻豆區興農里自由路北側,死亡1;受傷0,普通重型-機車;營業用-曳引車,120.244538,23.176521
109年11月28日 14時58分00秒,桃園市新屋區後湖里三民路一段台電41A號電桿旁,死亡1;受傷1,普通重型-機車;乘客-人,121.088884,24.983024
109年11月28日 15時06分00秒,臺中市潭子區聚興里旱溪東路四段666號前0.0公尺,死亡1;受傷0,營業用-小貨車(含客、貨兩用);普通重型-機車,120.711988,24.193661
109年11月28日 17時27分00秒,嘉義縣鹿草鄉下潭村下潭457號附近,死亡1;受傷1,自用-小客車;自用-小貨車(含客、貨兩用);自用-小客車,120.291208,23.379062
