發生時間,發生地點,死亡受傷人數,車種
102年07月06日 08時57分,臺南市善化區文昌里文昌路與大信路口(附近),死亡1;受傷0,普通重型-機車;自用-小貨車;自用-小客車
102年07月06日 10時15分,桃園縣新屋鄉赤欄村中山西路二段290號右前方(附近),死亡1;受傷0,自用-小客車
102年07月06日 15時15分,臺南市新營區國道一號292公里00公尺處北向內側車道,死亡1;受傷5,自用-小客車;自用-小客車;自用-小客車;自用-小客車;自用-小客車;自用-小客車;自用-小客車;自用-小客車
102年07月06日 18時45分,彰化縣芬園鄉臺14線13公里200公尺處東向內側車道彰化縣芬園鄉芬草路與碧興路口附近(芬園分駐所),死亡1;受傷0,自用-小客車
102年07月06日 21時15分,嘉義縣水上鄉寬士村24之21號163線5公里300公尺處東向外側車道,死亡1;受傷0,普通重型-機車;自用-小客車
102年07月07日 04時50分,桃園縣龜山鄉龍壽村萬壽路一段991巷附近(S10207079迴龍所轄區)(附近)台1甲線18公里100公尺處北向內側車道,死亡2;受傷0,普通重型-機車;普通重型-機車
102年07月07日 08時25分,高雄市林園區沿海路四段265巷口,死亡1;受傷1,普通重型-機車;普通重型-機車
102年07月07日 09時56分,彰化縣福興鄉彰化縣福興鄉同安村番花路與縣144線口(南岸),死亡1;受傷0,普通重型-機車;自用-小客車
102年07月07日 10時28分,臺中市南屯區永春路環中路(口),死亡1;受傷0,營業用-半聯結車;普通輕型-機車
102年07月07日 14時55分,花蓮縣玉里鎮德武里193縣道90公里600公尺處北向外側車道,死亡1;受傷0,普通重型-機車
102年07月07日 17時10分,新竹縣芎林鄉國道三號92公里700公尺處北向外側車道,死亡1;受傷1,營業用-大貨車;營業用-半聯結車;營業用-大貨車
102年07月07日 20時20分,臺北市士林區至善路3段71巷,死亡1;受傷1,普通重型-機車;普通重型-機車
102年07月08日 00時15分,南投縣埔里鎮中山路一段212-2號台14線058公里0600公尺處西向內側車道,死亡1;受傷1,普通重型-機車;自用-小客車;自用-小客車
102年07月08日 06時25分,彰化縣竹塘鄉臺19線34公里0公尺處北向內側車道彰化縣竹塘鄉土庫村河陽路與台十九線34Ｋ處路口,死亡1;受傷0,普通重型-機車;自用-小客車
102年07月08日 07時00分,高雄市鳳山區保泰路264號前,死亡1;受傷1,自用-小客車;普通重型-機車
102年07月08日 23時20分,臺北市內湖區成功路2段(口)民權東路6段 成功路2段,死亡1;受傷0,普通重型-機車;民營公車-大客車
102年07月09日 07時20分,高雄市鳳山區南華一路鳳甲路口,死亡1;受傷0,營業用-半聯結車;普通重型-機車
102年07月09日 15時00分,高雄市大樹區中興東路中正一路口,死亡1;受傷0,行人-人;營業用-半聯結車
102年07月09日 15時35分,彰化縣社頭鄉彰化縣社頭鄉忠義路與鴻門巷口,死亡1;受傷0,普通重型-機車;自用-小貨車
102年07月09日 16時58分,雲林縣口湖鄉口湖鄉雲136線東安路TS90B83電桿旁(附近),死亡1;受傷1,自用-大貨車;自用-小客車
102年07月09日 18時00分,嘉義縣朴子市內厝里台19線83公里0公尺處南向外側車道,死亡1;受傷0,普通重型-機車;自用-大貨車
102年07月09日 18時13分,嘉義縣水上鄉義興村中義路322號,死亡2;受傷0,自用-小貨車;腳踏自行車-慢車
102年07月09日 23時30分,雲林縣莿桐鄉大美村大美路(新榮橋)(附近),死亡1;受傷0,自用-小客車
102年07月10日 00時26分,臺南市新化區知義里中興路293號(東成會館)(附近)南168線2公里300公尺處東向外側車道,死亡1;受傷0,自用-小客車;自用-小客車
102年07月10日 05時11分,臺東縣關山鎮德高里13鄰東庄38號前(附近),死亡1;受傷0,農耕用車(或機械)-其他車;普通重型-機車
102年07月10日 06時45分,宜蘭縣五結鄉三結路三結西路(口)宜25線2公里0公尺處西向內側車道,死亡1;受傷0,自用-小貨車;普通重型-機車
102年07月10日 10時00分,高雄市鳥松區水管路566號前,死亡1;受傷0,普通重型-機車;自用-大貨車
102年07月10日 12時09分,彰化縣福興鄉彰化縣福興鄉福南村沿海路與臨海路口,死亡1;受傷0,營業用-全聯結車;普通輕型-機車
102年07月10日 15時15分,高雄市路竹區環球路高速公路口以東200公尺處,死亡1;受傷0,普通重型-機車
102年07月10日 19時20分,雲林縣麥寮鄉三盛村工業路六輕北枝22號路燈桿旁(附近),死亡1;受傷0,腳踏自行車-慢車;租賃車-小客車
102年07月10日 19時36分,嘉義縣竹崎鄉文峰村大坑產業道路大坑57號電桿往西26公尺處(附近),死亡1;受傷0,自用-小客車
102年07月10日 21時28分,臺中市外埔區國道三號165公里900公尺處南向外側車道,死亡1;受傷4,營業用-半聯結車;自用-大貨車;自用-小客車;自用-小客車;自用-小客車;自用-小客車
102年07月10日 22時20分,臺南市永康區光復里復興路132號,死亡1;受傷0,行人-人;自用-小客車
102年07月11日 00時20分,新北市樹林區中山路二段前0.0公尺數八德街(口),死亡1;受傷1,普通重型-機車;計程車-小客車;腳踏自行車-慢車
102年07月11日 02時23分,彰化縣花壇鄉彰化縣花壇鄉139縣道21K處,死亡1;受傷0,普通重型-機車
102年07月11日 17時20分,臺中市大安區大安港路南北八路(口),死亡1;受傷0,普通重型-機車;自用-小客車
102年07月11日 19時35分,高雄市大寮區大寮路870號前,死亡1;受傷0,腳踏自行車-慢車;普通重型-機車
102年07月12日 06時20分,高雄市燕巢區中安路安東街口,死亡1;受傷1,自用-小貨車;普通輕型-機車
102年07月12日 07時36分,臺南市安南區四草大道438巷,死亡1;受傷0,自用-小客車;普通重型-機車
102年07月12日 08時14分,彰化縣和美鎮彰化縣和美鎮彰美路2段106號前,死亡1;受傷1,普通重型-機車;行人-人
102年07月12日 09時25分,嘉義縣東石鄉溪下村中庄產業道路(附近),死亡1;受傷0,普通輕型-機車
102年07月12日 10時54分,高雄市岡山區國道一號348公里400公尺處北向外側車道,死亡1;受傷4,營業用-半聯結車;自用-大貨車;自用-大貨車;營業用-半聯結車;營業用-半聯結車;自用-小貨車;自用-大貨車;自用-大貨車
102年07月12日 18時05分,新竹縣湖口鄉中正六街與達生二街口(附近),死亡1;受傷1,普通重型-機車;自用-小客車
102年07月12日 20時02分,臺中市霧峰區中正路307巷中正路(口),死亡1;受傷0,自用-小客車;行人-人
102年07月13日 20時00分,嘉義縣阿里山鄉達邦村9鄰249號前100公尺數產業道路(附近),死亡1;受傷0,自用-小貨車
102年07月14日 00時37分,屏東縣恆春鎮城西里恆公路與恆西路口(附近)台26線25公里400公尺處北向外側車道,死亡1;受傷0,普通重型-機車;自用-小貨車
102年07月14日 02時25分,桃園縣八德市大強里東勇街400巷108號,死亡1;受傷1,普通重型-機車;自用-小客車;普通重型-機車
102年07月14日 09時23分,新竹縣新埔鎮下寮里新湖路下坡段靠近義民路口300公尺處(附近),死亡1;受傷0,普通重型-機車
102年07月14日 20時04分,雲林縣崙背鄉南陽村南光路42號中華電信前(附近),死亡1;受傷0,民營客運-大客車;行人-人
102年07月15日 04時25分,屏東縣長治鄉&#24499;和路(海豐高幹151-1號前路燈桿)(附近),死亡1;受傷0,普通重型-機車
102年07月15日 10時25分,雲林縣虎尾鎮興中里學府路與學府西路口(附近),死亡4;受傷4,自用-小客車;自用-小客車;自用-小客車;自用-小客車;自用-小客車;自用-小客車;自用-小客車;自用-小客車
102年07月15日 11時35分,宜蘭縣三星鄉南北四路東西三路(附近),死亡1;受傷0,自用-小客車;普通輕型-機車
102年07月16日 04時40分,臺中市北屯區北興里太原路三段三光一街(口),死亡1;受傷2,自用-小客車;自用-小客車;自用-小客車
102年07月16日 13時00分,臺中市沙鹿區臺灣大道六段鎮南路(口),死亡1;受傷1,普通重型-機車;普通重型-機車
102年07月16日 15時27分,花蓮縣壽豐鄉豐坪村豐田所(附近)台11丙線12公里00公尺處南向外側車道,死亡1;受傷1,營業用-半聯結車;普通重型-機車
102年07月16日 18時35分,高雄市阿蓮區中正路台灣高鐵以西200公尺處,死亡1;受傷0,自用-小客車;營業用-半聯結車
102年07月16日 18時42分,新竹縣新豐鄉埔和村16鄰423號,死亡1;受傷0,普通重型-機車;自用-小客車
102年07月16日 19時15分,花蓮縣豐濱鄉港口村台11線65公里0公尺處南向內側車道,死亡1;受傷0,自用-小客車;行人-人
102年07月16日 20時19分,嘉義縣六腳鄉蒜頭村56之2號嘉50線4公里800公尺處東向內側車道,死亡1;受傷0,自用-小客車;普通輕型-機車
102年07月17日 03時30分,高雄市旗山區旗甲路四段742號前,死亡1;受傷0,普通重型-機車
102年07月17日 11時52分,臺北市信義區市府路新仁愛路(口)市府路 新仁愛路,死亡1;受傷0,計程車-小客車;普通重型-機車
102年07月17日 13時17分,雲林縣斗六市江厝里產業道路,死亡1;受傷0,普通輕型-機車
102年07月17日 16時20分,臺南市永康區新樹里中山北路610號,死亡1;受傷2,自用-小客車;自用-小貨車;自用-小客車
102年07月18日 06時25分,高雄市大樹區龍目路4號前,死亡1;受傷1,自用-小貨車;普通重型-機車;普通重型-機車
102年07月18日 07時35分,臺南市永康區東橋里中山南路東橋七路(口),死亡1;受傷2,普通輕型-機車;普通重型-機車;普通重型-機車
102年07月18日 15時26分,臺北市萬華區堤外便道第4號桿,死亡1;受傷2,普通重型-機車;普通重型-機車;普通重型-機車
102年07月18日 19時56分,桃園縣楊梅市水美里楊新路二段563號,死亡1;受傷0,警備車-特種車;行人-人
102年07月18日 23時50分,臺北市北投區大度路往台北029號燈桿,死亡1;受傷0,普通重型-機車
102年07月19日 13時50分,桃園縣新屋鄉永安村里文化路台15線54公里600公尺處南向外側車道,死亡1;受傷0,自用-小客車;營業用-曳引車
102年07月19日 17時00分,南投縣鹿谷鄉清水村集鹿南路投139線003電燈桿附近(附近)139線66公里500公尺處東向外側車道,死亡1;受傷0,普通重型-機車
102年07月20日 03時06分,新竹市香山區景觀大道茄苳交流道南下匝道出口處(附近),死亡1;受傷1,普通重型-機車;自用-小客車;普通重型-機車
102年07月20日 08時20分,臺北市中山區中山北路民族東路(口)中山北路 民族東路,死亡1;受傷0,自用-小客車;普通重型-機車
102年07月20日 08時30分,雲林縣斗南鎮中山路永安街(口),死亡1;受傷0,普通輕型-機車;自用-小客車
102年07月20日 13時59分,嘉義縣布袋鎮東港里菜舖15號電桿前產業道路(附近),死亡1;受傷0,自用-小貨車;普通重型-機車
102年07月21日 05時50分,臺南市安南區安明路三段西濱高幹170號電桿處(附近),死亡1;受傷0,普通重型-機車
102年07月21日 08時25分,南投縣魚池鄉131線10公里200公尺處西向外側車道,死亡1;受傷0,腳踏自行車-慢車
102年07月21日 10時10分,南投縣仁愛鄉大同村台14甲線16公里800公尺處東向中外車道,死亡1;受傷6,自用-小客車;自用-小客車;自用-小客車;乘客-人;乘客-人;自用-小客車;自用-小客車
102年07月21日 11時35分,臺南市安平區文平路建平一街(口),死亡1;受傷1,普通重型-機車;自用-小客車;普通重型-機車
102年07月21日 21時50分,嘉義縣中埔鄉沄水村竹頭崎4-1號前(附近)台3線294公里100公尺處北向路肩車道,死亡1;受傷0,普通重型-機車
102年07月22日 09時25分,嘉義縣梅山鄉雙溪村嘉106線12公里100公尺處東向內側車道,死亡1;受傷0,農耕用車(或機械)-其他車;自用-小客車
102年07月22日 16時06分,桃園縣龜山鄉萬壽路二段339號(對面)龜山派出所(10207273)(附近)台1線21公里500公尺處南向內側車道,死亡1;受傷0,普通重型-機車
102年07月22日 16時30分,臺東縣台東市漢陽北路常德路(口),死亡1;受傷1,普通重型-機車;自用-小貨車
102年07月22日 17時24分,臺中市梧棲區港埠路一段與安良港大排南側道路口(附近),死亡1;受傷0,腳踏自行車-慢車;自用-小客車
102年07月22日 18時30分,新北市新店區安康路三段前0.0公尺數37.2K處(三(附近),死亡1;受傷0,普通重型-機車
102年07月23日 08時10分,桃園縣八德市廣德里建國路735號,死亡1;受傷0,自用-小貨車;普通重型-機車
102年07月23日 10時55分,苗栗縣大湖鄉大寮村台3線131公里500公尺處南向內側車道,死亡1;受傷0,普通重型-機車;自用-大貨車
102年07月23日 18時10分,雲林縣口湖鄉港西村海豐路台17線路口(附近),死亡1;受傷0,自用-小客車;普通輕型-機車
102年07月23日 20時13分,新竹市香山區中華路六段99號,死亡1;受傷0,腳踏自行車-慢車;自用-小客車
102年07月23日 20時15分,高雄市三民區建國三路292號前,死亡1;受傷0,普通重型-機車;營業用-全聯結車
102年07月23日 20時30分,雲林縣斗南鎮158甲線35公里100公尺處西向外側車道,死亡1;受傷0,自用-小客車;行人-人
102年07月24日 07時03分,臺中市東區建成路立德街(口),死亡1;受傷0,自用-小客車;行人-人
102年07月24日 18時50分,彰化縣二林鎮彰化縣二林鎮原斗里斗苑路二林路燈10613號,死亡1;受傷0,自用-小貨車;腳踏自行車-慢車
102年07月25日 04時30分,花蓮縣玉里鎮台9線285公里0公尺處北向外側車道,死亡1;受傷1,普通重型-機車;行人-人
102年07月25日 06時27分,新竹縣竹北市溪州路與新溪街口(附近),死亡1;受傷0,自用-小客車;腳踏自行車-慢車
102年07月25日 09時42分,彰化縣秀水鄉彰化縣秀水鄉金興村番花路與番花路66巷路口,死亡1;受傷0,腳踏自行車-慢車;自用-小客車
102年07月25日 12時48分,新北市林口區無名路前0.0公尺數南勢里南勢77-(附近),死亡1;受傷0,普通重型-機車;自用-小客車
102年07月25日 17時45分,高雄市湖內區中華街90號前,死亡1;受傷0,自用-小貨車;行人-人
102年07月26日 01時00分,屏東縣鹽埔鄉新二村維新路外環道路口(附近)台27線48公里400公尺處南向外側車道,死亡1;受傷0,自用-小客車
102年07月26日 07時03分,桃園縣龜山鄉嶺頂村振興路長壽路(口)(S10207301龜山所轄區)(附近)台1線21公里300公尺處南向內側車道,死亡1;受傷0,普通重型-機車;自用-小客車
102年07月26日 07時50分,臺東縣東河鄉台23線37公里800公尺處南向中線車道,死亡1;受傷0,自用-小貨車;農耕用車(或機械)-其他車
102年07月26日 07時52分,臺中市西屯區臺灣大道四段往郊區慢車道上 (路燈206號前)(附近),死亡1;受傷0,行人-人;自用-小客車
102年07月26日 11時23分,臺中市北區進化路351巷進化路(口),死亡1;受傷0,自用-小客車;腳踏自行車-慢車
102年07月26日 19時22分,臺北市中山區敬業三路樂群一路(口)敬業三路 樂群一路,死亡1;受傷0,自用-小客車;普通重型-機車
102年07月26日 22時14分,臺南市仁德區成功里文華路二段3362246號路燈前(附近),死亡1;受傷0,自用-小貨車;行人-人
102年07月26日 23時07分,雲林縣口湖鄉頂湖村雲131公路頂湖段(附近),死亡2;受傷0,普通重型-機車;普通重型-機車
102年07月26日 23時09分,臺中市南屯區楓樹里環中路五段近88號(附近),死亡1;受傷0,普通重型-機車
102年07月27日 06時10分,高雄市左營區蓮潭路30號前,死亡1;受傷0,自用-小客車;腳踏自行車-慢車
102年07月27日 11時20分,高雄市橋頭區中崎路19號前,死亡1;受傷0,普通重型-機車
102年07月27日 20時15分,雲林縣莿桐鄉154縣道電桿饒興15分28(附近),死亡1;受傷0,普通重型-機車
102年07月28日 03時30分,臺南市安南區安明路三段西濱高幹151號電桿(附近),死亡1;受傷1,自用-小客車;自用-小客車
102年07月28日 10時20分,苗栗縣獅潭鄉竹木村三寮坑橋(附近)台3線125公里400公尺處北向內側車道,死亡1;受傷0,大型重型1-機車;自用-小客車
102年07月28日 22時10分,宜蘭縣南澳鄉台9線124公里350公尺處南向中內車道,死亡1;受傷3,自用-小客車;自用-小貨車;自用-小客車;自用-小貨車
102年07月29日 15時40分,臺南市麻豆區麻口里176線與南49線路口(附近)176線16公里900公尺處東向中外車道,死亡1;受傷0,普通輕型-機車;自用-小貨車
102年07月29日 18時50分,新竹縣橫山鄉力行村9鄰183號,死亡1;受傷0,普通重型-機車
102年07月30日 05時45分,南投縣南投市八卦路1249巷路燈34341號旁(附近),死亡1;受傷0,腳踏自行車-慢車
102年07月30日 07時07分,雲林縣東勢鄉東南村嘉芳南路與未具名產業道路(附近),死亡1;受傷0,普通重型-機車;自用-小客車
102年07月30日 08時15分,臺北市萬華區水源路高架道往南,死亡1;受傷1,自用-小貨車;自用-小貨車
102年07月30日 08時54分,南投縣草屯鎮富寮里中正路437之7號台14線21公里600公尺處東向中內車道,死亡1;受傷0,普通重型-機車;民營公車-大客車
102年07月30日 18時46分,嘉義縣大林鎮大美里337號162線12公里500公尺處西向內側車道,死亡1;受傷0,自用-小貨車;行人-人
102年07月30日 19時45分,金門縣烈嶼鄉消防分隊往前埔09370號路燈桿前路段(附近),死亡1;受傷0,自用-小貨車;普通重型-機車;其他人-人
102年07月30日 23時25分,新竹縣竹東鎮台三線77K附近(往北埔)(附近)台三線77公里00公尺處南向內側車道,死亡1;受傷1,普通重型-機車;普通重型-機車
102年07月31日 07時25分,高雄市鳳山區中崙路7-22號前,死亡1;受傷0,普通重型-機車;自用-小客車
102年07月31日 07時30分,高雄市彌陀區中正東路鹽埕大路2巷口,死亡1;受傷0,普通輕型-機車;自用-小客車
102年07月31日 13時13分,花蓮縣吉安鄉吉安村中興路慶豐十三街(口)吉安所轄區(附近),死亡1;受傷0,普通輕型-機車;自用-小貨車
102年07月31日 14時36分,屏東縣車城鄉保力村保新路與褒忠路口處(附近)台26線18公里500公尺處北向內側車道,死亡1;受傷0,普通重型-機車;計程車-小客車
102年07月31日 15時57分,嘉義縣太保市春珠里春珠85-1號對面(附近),死亡1;受傷0,普通重型-機車
102年07月31日 18時50分,宜蘭縣冬山鄉珍珠村冬山路二段380號台9線94公里500公尺處南向中外車道,死亡1;受傷2,自用-小客車;普通重型-機車;自用-小客車
102年07月31日 20時04分,臺中市西屯區安和路2之6號,死亡1;受傷0,普通重型-機車
102年07月31日 21時20分,臺東縣綠島鄉南寮村191之1號(附近)東90線0公里300公尺處西向內側車道,死亡1;受傷2,普通重型-機車;普通重型-機車;普通重型-機車
102年08月01日 08時13分,臺南市新市區社內里社內33號前(附近),死亡1;受傷0,自用-大貨車;普通重型-機車
102年08月01日 19時08分,桃園縣復興鄉台7線22公里00公尺處北向中內車道,死亡1;受傷0,腳踏自行車-慢車;自用-小客車
102年08月01日 22時30分,雲林縣古坑鄉古坑鄉棋盤村新厝古新橋旁(附近),死亡1;受傷0,普通重型-機車
102年08月02日 09時12分,桃園縣龜山鄉龍壽村萬壽路一段516巷口S10208002迴龍所(附近),死亡1;受傷0,腳踏自行車-慢車;營業用-大貨車
102年08月02日 12時38分,臺中市后里區公安路276號,死亡1;受傷0,自用-小客車
102年08月02日 13時15分,臺北市南港區向陽路(口)市民大道七段 向陽路,死亡1;受傷0,租賃車-小客車;普通重型-機車
102年08月02日 18時42分,臺北市文山區辛亥路四段166巷口,死亡1;受傷0,計程車-小客車;行人-人
102年08月02日 20時12分,屏東縣新園鄉五房村五房路146號,死亡1;受傷0,自用-小客車;普通輕型-機車
102年08月03日 05時55分,臺南市楠西區密枝里臺3線360公里900公尺處北向中線車道,死亡1;受傷0,普通重型-機車;自用-小貨車
102年08月03日 14時58分,屏東縣麟洛鄉台一線401公里700公尺處北向內側車道,死亡1;受傷0,普通重型-機車;自用-小客車
102年08月04日 07時05分,高雄市岡山區中山南路後紅路口,死亡1;受傷0,普通重型-機車;自用-小客車
102年08月04日 08時50分,南投縣竹山鎮竹山里集山路三段昭德街(口),死亡1;受傷1,普通重型-機車;民營客運-大客車;普通重型-機車
102年08月04日 09時05分,臺北市萬華區萬大路華中橋往台北機車道,死亡1;受傷1,普通重型-機車;普通重型-機車
102年08月04日 10時32分,嘉義縣太保市太保里5號168線19公里800公尺處西向內側車道,死亡1;受傷0,普通重型-機車;自用-小貨車
102年08月04日 14時15分,高雄市大社區和平路二段中華路14巷口,死亡2;受傷1,自用-小客車;自用-大貨車;自用-小客車
102年08月04日 16時18分,臺北市內湖區康樂街136巷18弄口,死亡1;受傷0,自用-小客車;普通輕型-機車
102年08月04日 18時03分,苗栗縣頭份鎮上埔里興隆路458號,死亡1;受傷0,自用-小客車;普通重型-機車
102年08月05日 07時00分,南投縣埔里鎮中正路水頭路(口)投71線1公里400公尺處南向外側車道,死亡1;受傷0,營業用-半聯結車;腳踏自行車-慢車
102年08月05日 07時20分,高雄市林園區清水岩路龍潭路口以東50公尺處,死亡1;受傷0,腳踏自行車-慢車
102年08月05日 08時25分,屏東縣潮州鎮光春里光春路189線19.1公里南下(附近),死亡1;受傷0,普通輕型-機車
102年08月05日 08時35分,雲林縣虎尾鎮興中里清雲路881號旁(附近),死亡1;受傷0,普通重型-機車;自用-小貨車
102年08月05日 10時35分,臺南市永康區鹽行里中正南路與正南三路(附近),死亡1;受傷0,普通重型-機車
102年08月05日 10時55分,雲林縣古坑鄉永光村雲199線2.7k(永光所)(附近),死亡1;受傷0,普通重型-機車
102年08月05日 12時25分,新竹縣關西鎮國道三號78公里800公尺處南向交流道車道,死亡1;受傷0,自用-小貨車
102年08月05日 16時00分,南投縣仁愛鄉大同村台14甲線8公里50公尺處西向中內車道,死亡2;受傷15,遊覽車-大客車;營業用-大貨車;自用-小客車;自用-小客車;自用-小客車;營業用-大貨車;遊覽車-大客車;遊覽車-大客車;遊覽車-大客車;遊覽車-大客車;遊覽車-大客車;遊覽車-大客車;遊覽車-大客車;遊覽車-大客車;遊覽車-大客車;遊覽車-大客車;自用-小客車;自用-小客車;自用-小客車
102年08月05日 18時06分,桃園縣大園鄉內海村中山北路282號,死亡1;受傷0,動力機械-其他車;普通重型-機車;營業用-大貨車
102年08月05日 20時20分,屏東縣屏東市前進里建國路往高雄方向機慢車專用道(附近)台一線392公里000公尺處西向機慢專用車道,死亡1;受傷0,普通重型-機車
102年08月06日 01時25分,臺南市善化區溪美里(善麻高幹32)(附近)臺19甲線20公里300公尺處南向外側車道,死亡1;受傷0,自用-小客車
102年08月06日 10時50分,新北市三峽區添福路前0.0公尺數添福路(口)北110線道0K(附近),死亡1;受傷0,普通重型-機車
102年08月06日 15時20分,臺中市南屯區公益路龍富路(口),死亡1;受傷0,營業用-半聯結車;普通重型-機車
102年08月07日 05時34分,新北市新店區北新路一段前0.0公尺數與中華路口(附近),死亡1;受傷1,普通重型-機車;自用-小客車
102年08月07日 06時19分,臺中市東勢區詒福里東關路503之2號對面路口(附近),死亡1;受傷0,自用-小客車;行人-人
102年08月07日 18時29分,桃園縣中壢市芝芭里中豐北路大圳路(口),死亡1;受傷0,普通重型-機車;計程車-小客車
102年08月07日 21時13分,新竹市香山區西濱路美山路(口),死亡1;受傷1,普通輕型-機車;自用-小客車;普通輕型-機車;自用-小客車
102年08月08日 08時05分,臺北市萬華區昆明街 桂林路口,死亡1;受傷0,自用-小客車;行人-人
102年08月08日 12時30分,屏東縣里港鄉塔樓村塔樓路路口(附近),死亡1;受傷1,普通重型-機車;自用-小客車;普通重型-機車
102年08月08日 15時28分,臺南市柳營區大農里義士路一段708號前(附近),死亡1;受傷0,腳踏自行車-慢車;自用-小貨車
102年08月08日 16時35分,高雄市大寮區自由路129巷40號前,死亡1;受傷0,自用-小貨車;行人-人
102年08月08日 19時36分,臺中市北屯區軍功里松竹路一段近松竹一路(附近),死亡1;受傷0,普通重型-機車;自用-小客車
102年08月08日 20時35分,桃園縣大園鄉埔心村中正東路一段中正東路(口)261巷口(附近),死亡1;受傷0,腳踏自行車-慢車;自用-小客車;自用-小客車
102年08月09日 04時28分,嘉義縣水上鄉溪洲村台82線27公里300公尺處東向內側車道,死亡1;受傷0,自用-小客車
102年08月09日 06時55分,高雄市路竹區大社路東安路口,死亡1;受傷0,普通重型-機車;自用-小貨車
102年08月09日 13時39分,新竹市香山區元培街197號,死亡1;受傷0,普通重型-機車
102年08月09日 16時20分,臺中市南屯區永春路新富路(口),死亡1;受傷0,自用-小客車;小型輕型-機車
102年08月09日 16時30分,高雄市鳥松區松藝路文前路口以南800公尺處,死亡1;受傷0,普通重型-機車
102年08月09日 19時09分,屏東縣恆春鎮仁壽里省北路二段194之1號台26線21公里900公尺處北向內側車道,死亡1;受傷1,行人-人;自用-小客車
102年08月09日 19時40分,臺南市永康區蔦松里蔦松二街111號,死亡1;受傷1,普通重型-機車;普通重型-機車
102年08月09日 20時25分,南投縣仁愛鄉親愛村21鄰大安路105號投83線9公里800公尺處西向外側車道,死亡1;受傷0,普通重型-機車
102年08月09日 22時12分,臺北市內湖區環山路2段141號,死亡1;受傷0,普通重型-機車;普通重型-機車;自用-小客車;自用-小客車
102年08月10日 01時28分,桃園縣蘆竹鄉新南路一段南華一街(口),死亡1;受傷0,普通重型-機車;自用-小貨車
102年08月10日 02時00分,花蓮縣吉安鄉中華路二段吉祥四街(口)仁里派出所轄(附近),死亡1;受傷1,普通重型-機車;普通重型-機車
102年08月10日 02時35分,高雄市大寮區光明路三段278-1號前,死亡1;受傷3,自用-小客車;自用-小客車;自用-小客車;自用-小客車
102年08月10日 04時54分,臺中市大雅區六寶里中清路四段685號,死亡1;受傷0,行人-人;自用-小貨車
102年08月10日 10時21分,新北市雙溪區臺2丙線道路前0.0公尺數19.1K處(附近),死亡1;受傷2,普通重型-機車;普通重型-機車;普通重型-機車
102年08月10日 12時40分,新北市土城區國道三號42公里700公尺處北向交流道車道,死亡1;受傷0,自用-大貨車
102年08月10日 16時12分,新北市板橋區莒光路136號前0.0公尺數,死亡1;受傷1,普通重型-機車;普通重型-機車
102年08月11日 09時00分,彰化縣芳苑鄉臺17線53公里800公尺處北向外側車道彰化縣芳苑鄉王功村台17線與功湖路口,死亡1;受傷1,自用-小客車;普通重型-機車;普通重型-機車
102年08月11日 19時20分,桃園縣新屋鄉糠榔村9鄰東福路45號前0公尺數,死亡1;受傷0,自用-小客車;普通重型-機車
102年08月11日 19時30分,屏東縣枋山鄉枋山鄉台一線457公里南下車道(附近)台一線457公里000公尺處南向內側車道,死亡1;受傷1,普通重型-機車;自用-小客車;自用-小客車;自用-小客車;自用-小客車;普通重型-機車
102年08月12日 11時15分,臺中市新社區崑山里崑南街七分坑電桿(東進枝20前80公尺處)(附近),死亡1;受傷1,普通重型-機車;普通重型-機車
102年08月12日 20時47分,嘉義縣六腳鄉涂獅村嘉57線3公里0公尺處南向中內車道,死亡1;受傷0,自用-小貨車;腳踏自行車-慢車
102年08月12日 23時10分,宜蘭縣三星鄉三星路七段248號旁(附近),死亡1;受傷1,自用-小客車;自用-小貨車;自用-小客車
102年08月13日 09時30分,新竹市北區文昌街武昌街(口),死亡1;受傷1,普通重型-機車;普通重型-機車
102年08月13日 19時57分,嘉義縣阿里山鄉樂野村台18線64公里500公尺處西向外側車道,死亡2;受傷0,普通重型-機車;租賃車-小客車;普通重型-機車
102年08月14日 04時58分,新竹市北區東大路三段110巷17-1號公道五路4段15102號路燈(附近),死亡1;受傷0,普通重型-機車
102年08月14日 08時45分,彰化縣田中鎮縣150線34公里9公尺處東向外側車道彰化縣田中鎮台150線34K(內安高幹93往東9公尺處),死亡1;受傷0,自用-小客車;其他人-人
102年08月14日 09時35分,屏東縣屏東市崇蘭里勝利路機場北路(口),死亡1;受傷0,自用-小客車;普通輕型-機車;自用-小客車
102年08月14日 23時33分,彰化縣員林鎮30米外環道(附近)縱貫線228公里900公尺處30米道路,死亡1;受傷0,自用-小客車;火車-其他車
102年08月15日 04時34分,臺中市大甲區東西七路南北三路(口),死亡1;受傷5,自用-小客車;自用-小客車;自用-小客車;自用-小客車;自用-小客車;自用-小客車
102年08月15日 14時57分,臺南市龍崎區國道三號363公里700公尺處南向外側護欄車道,死亡1;受傷0,自用-小客車
102年08月16日 07時30分,臺中市和平區博愛里東關路一段台八線34.6公里(附近),死亡1;受傷0,普通重型-機車
102年08月16日 08時34分,臺南市白河區汴頭里汴頭高分31左9號旁(附近),死亡1;受傷0,普通重型-機車
102年08月16日 09時30分,臺中市大肚區瑞井里遊園路一段1號,死亡1;受傷0,普通重型-機車;自用-小貨車
102年08月16日 13時18分,屏東縣麟洛鄉國道三號406公里200公尺處南向內側車道,死亡1;受傷1,營業用-大貨車;營業用-大貨車
