發生時間,發生地點,死亡受傷人數,車種
104年06月28日 20時08分00秒,嘉義市西區北興街前0.0公尺,死亡1;受傷4,自用-小客車;普通重型-機車;普通重型-機車;自用-小客車;乘客-人;乘客-人
104年06月29日 06時55分00秒,臺南市安定區台19線131.1公里,死亡1;受傷0,普通輕型-機車
104年06月29日 10時37分00秒,桃園市蘆竹區山鼻里南山路三段17巷前0.0公尺,死亡1;受傷0,普通重型-機車;自用-小貨車(含客、貨兩用)
104年06月30日 02時40分00秒,屏東縣新埤鄉中正路前0.0公尺,死亡1;受傷0,自用-小貨車(含客、貨兩用)
104年06月30日 11時23分00秒,花蓮縣秀林鄉秀林鄉崇德村板下漁港所以北100公尺處(崇德所),死亡2;受傷4,自用-小客車;營業用-曳引車;自用-小客車;乘客-人;乘客-人;乘客-人
104年06月30日 14時43分00秒,臺中市西屯區港尾里中清路三段392號前0.0公尺,死亡1;受傷0,普通重型-機車;自用-小貨車(含客、貨兩用)
104年06月30日 19時32分00秒,臺中市大肚區瑞井里遊園路一段60號前0.0公尺,死亡1;受傷0,計程車-小客車;行人-人
104年07月01日 02時40分00秒,屏東縣屏東市高屏大橋往屏東方向第62號燈桿前,死亡1;受傷0,普通重型-機車
104年07月01日 15時37分00秒,臺中市霧峰區北勢里丁台路588號前0.0公尺,死亡1;受傷2,腳踏自行車-慢車;普通重型-機車;乘客-人
104年07月01日 19時25分00秒,臺南市學甲區民權路80-1號前,死亡1;受傷1,普通重型-機車;腳踏自行車-慢車
104年07月02日 03時53分00秒,新北市土城區國道3號 44公里400.0公尺處南向外側,死亡1;受傷0,大型重型1(550C.C.以上)-機車;營業用-大貨車
104年07月02日 07時37分00秒,苗栗縣通霄鎮環市路一段與崇仁路路口處,死亡1;受傷0,腳踏自行車-慢車;自用-小客車;乘客-人
104年07月02日 11時30分00秒,高雄市大樹區久堂路 / 高雄市大樹區城隍巷口,死亡1;受傷0,營業用-半聯結車;普通重型-機車
104年07月02日 15時45分00秒,嘉義縣梅山鄉梅北村中山路前0.0公尺,死亡1;受傷0,自用-大貨車;普通重型-機車
104年07月02日 16時33分00秒,臺南市新化區護國里中山路12-11號前0.0公尺,死亡1;受傷0,普通重型-機車
104年07月03日 02時38分00秒,屏東縣屏東市泰安里中山路70號前0.0公尺,死亡1;受傷0,行人-人;自用-小客車
104年07月03日 11時00分00秒,臺中市北屯區水景里景賢路 / 臺中市北屯區水景里景賢八路,死亡1;受傷1,普通重型-機車;普通重型-機車
104年07月03日 12時19分00秒,基隆市安樂區北濱公路前0.0公尺,死亡1;受傷1,普通重型-機車;營業用-曳引車;乘客-人
104年07月03日 19時30分00秒,新竹市北區東大路三段 / 新竹市北區公道五路五段,死亡1;受傷1,普通重型-機車;自用-小客車;乘客-人
104年07月04日 05時30分00秒,基隆市中山區湖海路前0.0公尺,死亡1;受傷0,普通重型-機車
104年07月04日 08時48分00秒,屏東縣九如鄉耆老村九如路三段前0.0公尺,死亡1;受傷0,電動輔助自行車-慢車;自用-小客車
104年07月04日 23時50分00秒,高雄市岡山區國道1號 345公里北向內側路肩,死亡1;受傷0,自用-小客車
104年07月05日 08時00分00秒,南投縣埔里鎮合成里北村路前0.0公尺,死亡1;受傷0,拼裝車-其他車
104年07月05日 13時59分00秒,新北市三峽區中正路3段200號前0.0公尺,死亡1;受傷0,自用-小貨車(含客、貨兩用);自用-大貨車
104年07月05日 16時44分00秒,雲林縣麥寮鄉海豐村義和路前0.0公尺,死亡1;受傷0,普通重型-機車
104年07月05日 23時57分00秒,基隆市暖暖區源遠路98號前0.0公尺,死亡1;受傷0,普通重型-機車
104年07月06日 04時30分00秒,新竹縣芎林鄉富林路二段492號前0.0公尺,死亡1;受傷0,普通重型-機車
104年07月06日 06時46分00秒,臺中市大甲區義和里水美路96巷1號前0.0公尺,死亡1;受傷0,自用-小客車;行人-人
104年07月06日 19時15分00秒,嘉義縣鹿草鄉163 18公里600.0公尺處西向慢,死亡1;受傷0,普通重型-機車;自用-大貨車
104年07月07日 01時15分00秒,嘉義市西區世賢路2段 / 嘉義市西區大同路,死亡1;受傷0,自用-小客車;普通重型-機車
104年07月07日 04時27分00秒,新北市板橋區縣民大道3段前0.0公尺,死亡1;受傷0,自用-小貨車(含客、貨兩用);普通輕型-機車
104年07月07日 05時30分00秒,臺南市麻豆區171線11.5公里(麻支學支132),死亡1;受傷1,自用-小客車;乘客-人
104年07月07日 06時11分00秒,嘉義縣太保市168 20公里450.0公尺處西向內側,死亡1;受傷0,自用-小貨車(含客、貨兩用);普通輕型-機車
104年07月07日 07時20分00秒,臺東縣台東市富岡里松江路二段前0.0公尺,死亡1;受傷1,自用-小客車;自用-小客車
104年07月07日 08時40分00秒,臺南市安南區安明路二段前0.0公尺,死亡1;受傷0,普通重型-機車;自用-大貨車
104年07月08日 09時47分00秒,臺南市西港區南47線2.6公里(北向車道),死亡1;受傷0,普通重型-機車;自用-大貨車
104年07月08日 17時29分00秒,花蓮縣新城鄉台九線與花6線口南下車道(新城所),死亡1;受傷1,營業用-曳引車;普通重型-機車;乘客-人
104年07月08日 21時15分00秒,南投縣南投市國道3號 229公里500.0公尺處南向內側,死亡1;受傷2,自用-小貨車(含客、貨兩用);自用-小客車;自用-小客車
104年07月09日 04時35分00秒,高雄市鼓山區九如四路前0.0公尺,死亡1;受傷0,行人-人;計程車-小客車
104年07月09日 07時30分00秒,臺中市西屯區東大路機車道北往南路燈R08附近,死亡1;受傷1,普通重型-機車;腳踏自行車-慢車
104年07月09日 08時20分00秒,高雄市左營區翠華路前0.0公尺,死亡1;受傷4,自用-小客車;普通重型-機車;普通重型-機車;普通重型-機車;普通輕型-機車;普通重型-機車;乘客-人
104年07月09日 13時32分00秒,南投縣仁愛鄉台14 72公里550.0公尺處東向外側,死亡1;受傷0,普通重型-機車
104年07月09日 15時40分00秒,高雄市鳳山區鳳頂路前0.0公尺,死亡2;受傷3,租賃車-小客車;普通重型-機車;普通重型-機車;普通重型-機車;普通重型-機車
104年07月09日 21時20分00秒,桃園市觀音區台66 5公里900.0公尺處西向內側,死亡1;受傷3,自用-小客車;自用-小客車;自用-小客車;乘客-人;乘客-人
104年07月10日 04時40分00秒,屏東縣萬丹鄉台88 15公里800.0公尺處東向內側,死亡2;受傷0,自用-小客車;自用-小客車;自用-小客車
104年07月10日 05時00分00秒,高雄市大寮區琉球路前0.0公尺,死亡1;受傷0,行人-人;自用-小客車
104年07月10日 15時15分00秒,苗栗縣通霄鎮苗121線10公里700公尺處,死亡1;受傷0,普通輕型-機車
104年07月10日 18時15分00秒,屏東縣屏東市新興里公興路368巷100號前0.0公尺,死亡1;受傷0,自用-小貨車(含客、貨兩用);普通重型-機車
104年07月11日 05時58分00秒,雲林縣林內鄉進興路前0.0公尺,死亡1;受傷0,普通重型-機車
104年07月11日 11時14分00秒,嘉義縣布袋鎮台61 278公里600.0公尺處南向外側,死亡1;受傷1,自用-小貨車(含客、貨兩用);營業用-半聯結車;乘客-人
104年07月11日 16時16分00秒,雲林縣虎尾鎮中溪37號路燈桿前路口,死亡1;受傷0,普通重型-機車;自用-小客車
104年07月11日 21時09分00秒,雲林縣虎尾鎮北新庄產業道路86-6988-27電桿前,死亡1;受傷0,普通重型-機車
104年07月12日 00時05分00秒,高雄市左營區自由三路前0.0公尺,死亡1;受傷0,行人-人;自用-小貨車(含客、貨兩用);自用-小客車
104年07月12日 01時26分00秒,新北市平溪區,死亡1;受傷0,計程車-小客車;行人-人
104年07月12日 01時55分00秒,苗栗縣竹南鎮國道3號 112公里732.0公尺處北向中線,死亡1;受傷0,自用-小貨車(含客、貨兩用);自用-小客車
104年07月13日 01時47分00秒,新竹縣峨眉鄉台3 82公里南向外側,死亡1;受傷0,自用-小客車
104年07月13日 04時55分00秒,彰化縣福興鄉彰鹿路7段前0.0公尺,死亡1;受傷0,自用-小客車;行人-人
104年07月13日 08時47分00秒,嘉義市東區忠孝路 / 嘉義市東區台林街,死亡1;受傷0,拼裝車-其他車;行人-人
104年07月13日 11時10分00秒,南投縣集集鎮台16線與攔河路口,死亡1;受傷0,普通輕型-機車;自用-小貨車(含客、貨兩用)
104年07月13日 13時28分00秒,雲林縣古坑鄉中山路16號前0.0公尺,死亡1;受傷0,普通重型-機車;自用-小貨車(含客、貨兩用)
104年07月14日 03時15分00秒,臺南市仁德區國道1號 331公里600.0公尺處北向外側,死亡1;受傷0,租賃車-小客車;營業用-半聯結車
104年07月14日 10時36分00秒,桃園市八德區茄明里中華路 / 桃園市八德區茄明里中華路,死亡1;受傷0,自用-大貨車;普通重型-機車
104年07月14日 11時47分00秒,桃園市八德區介壽路一段 / 桃園市八德區忠孝街,死亡1;受傷0,營業用-曳引車;行人-人
104年07月14日 13時58分00秒,基隆市七堵區明德二路 / 基隆市七堵區明德三路,死亡1;受傷0,自用-小客車
104年07月14日 23時37分00秒,雲林縣水林鄉順興路5-2號前0.0公尺,死亡1;受傷3,自用-小客車;乘客-人;乘客-人;乘客-人
104年07月14日 23時50分00秒,新北市淡水區淡金路1段96號前0.0公尺,死亡1;受傷1,普通重型-機車;自用-小客車;普通重型-機車
104年07月15日 11時46分00秒,新竹縣新豐鄉台15線67.3K處(鳳鼻隧道南下車道),死亡1;受傷1,營業用-曳引車;普通重型-機車;普通重型-機車
104年07月15日 13時30分00秒,南投縣埔里鎮武界路57-12號前0.0公尺,死亡3;受傷1,自用-大貨車;自用-小客車;乘客-人;乘客-人
104年07月15日 19時35分00秒,彰化縣花壇鄉中正路 / 彰化縣花壇鄉花壇街,死亡1;受傷0,自用-小貨車(含客、貨兩用);行人-人
104年07月16日 04時15分00秒,雲林縣西螺鎮埔心路13號前,死亡1;受傷0,自用-小貨車(含客、貨兩用);普通重型-機車
104年07月16日 05時55分00秒,高雄市前金區六合二路 / 高雄市前金區成功一路口,死亡1;受傷0,自用-小客車;普通重型-機車
104年07月16日 06時40分00秒,新北市中和區員山路297號前0.0公尺,死亡1;受傷0,自用-小貨車(含客、貨兩用);腳踏自行車-慢車
104年07月16日 09時30分00秒,屏東縣里港鄉鐵店路 / 屏東縣里港鄉里港路,死亡1;受傷0,營業用-曳引車;普通重型-機車
104年07月16日 11時55分00秒,高雄市小港區山明路 / 高雄市小港區北林路口,死亡1;受傷1,營業用-半聯結車;普通重型-機車;乘客-人
104年07月16日 12時00分00秒,臺南市北區南園街 / 臺南市北區林森路三段,死亡1;受傷0,自用-小貨車(含客、貨兩用);普通重型-機車
104年07月16日 15時15分00秒,高雄市美濃區光明路 / 高雄市美濃區永華街口,死亡1;受傷0,普通重型-機車;營業用-半聯結車
104年07月16日 17時14分00秒,雲林縣虎尾鎮145乙公路與雲74路口,死亡1;受傷0,自用-小客車;營業用-曳引車
104年07月17日 07時29分00秒,桃園市八德區興仁里中正路 / 桃園市八德區興仁里興豐路,死亡1;受傷0,普通重型-機車;營業用-曳引車
104年07月17日 14時25分00秒,高雄市路竹區環球路前0.0公尺,死亡1;受傷0,營業用-半聯結車;營業用-大貨車
104年07月17日 22時15分00秒,高雄市鳳山區中山東路 / 高雄市鳳山區埤頂街口,死亡1;受傷0,行人-人;自用-小客車
104年07月18日 01時15分00秒,臺北市中正區中華路 / 臺北市中正區寶慶路,死亡1;受傷0,租賃車-小客車;普通重型-機車
104年07月18日 05時00分00秒,新竹縣芎林鄉國道3號 86公里300.0公尺處南向外側,死亡1;受傷1,自用-小貨車(含客、貨兩用);乘客-人
104年07月18日 05時05分00秒,高雄市楠梓區右昌街前0.0公尺,死亡1;受傷0,行人-人;自用-小客車;自用-小客車
104年07月18日 06時46分00秒,花蓮縣新城鄉康樂段,死亡1;受傷0,普通重型-機車
104年07月18日 11時25分00秒,苗栗縣後龍鎮國道3號 130公里350.0公尺處南向內側,死亡6;受傷1,自用-小貨車(含客、貨兩用);乘客-人;乘客-人;乘客-人;乘客-人;乘客-人;乘客-人
104年07月18日 13時00分00秒,臺北市中山區錦西街5巷前0.0公尺,死亡1;受傷1,普通重型-機車;行人-人
104年07月18日 15時18分00秒,臺中市龍井區忠和里西濱路三段前0.0公尺,死亡1;受傷1,自用-小客車;自用-曳引車
104年07月18日 21時00分00秒,彰化縣員林鎮員大路1段 / 彰化縣員林鎮復興路,死亡1;受傷0,營業用-小貨車(含客、貨兩用);普通重型-機車
104年07月18日 21時20分00秒,宜蘭縣五結鄉光榮北路橋南端(北上車道),死亡1;受傷0,普通重型-機車
104年07月19日 13時06分00秒,臺北市北投區,死亡1;受傷1,自用-小客車;普通重型-機車;乘客-人
104年07月19日 20時29分00秒,彰化縣和美鎮西園路 / 彰化縣和美鎮西園路,死亡1;受傷0,普通重型-機車
104年07月20日 12時41分00秒,彰化縣伸港鄉中山路前0.0公尺,死亡2;受傷0,自用-小客車;其他人-人;乘客-人
104年07月20日 19時54分00秒,臺南市永康區東灣里大灣路340號前0.0公尺,死亡1;受傷1,腳踏自行車-慢車;普通重型-機車;自用-小客車
104年07月21日 12時47分00秒,桃園市大園區國道1號 52公里北向交流道,死亡1;受傷1,自用-小貨車(含客、貨兩用);乘客-人
104年07月21日 14時35分00秒,雲林縣大埤鄉,死亡1;受傷0,普通重型-機車
104年07月21日 16時25分00秒,高雄市楠梓區楠陽路前0.0公尺,死亡1;受傷0,普通重型-機車;營業用-大貨車
104年07月22日 03時13分00秒,苗栗縣頭份鎮中興路與大同街口,死亡1;受傷0,自用-小客車;行人-人
104年07月22日 06時21分00秒,臺南市新化區護國里中山路1-26號前0.0公尺,死亡1;受傷1,自用-小客車;乘客-人
104年07月22日 12時02分00秒,嘉義縣水上鄉國道3號 300公里800.0公尺處北向外側,死亡2;受傷3,自用-小客車;自用-半聯結車;乘客-人;乘客-人;乘客-人
104年07月22日 15時31分00秒,南投縣名間鄉員集路前0.0公尺,死亡1;受傷1,自用-大貨車;自用-小客車;自用-小客車
104年07月23日 09時20分00秒,臺南市麻豆區麻學路與工業路口,死亡1;受傷0,自用-大貨車;普通輕型-機車
104年07月23日 14時14分00秒,臺中市后里區三豐路302號前0.0公尺,死亡1;受傷0,自用-小客車;普通重型-機車;自用-小客車
104年07月23日 18時15分00秒,雲林縣東勢鄉台78 11公里600.0公尺處西向中外,死亡1;受傷0,自用-小貨車(含客、貨兩用)
104年07月23日 20時35分00秒,臺東縣東河鄉興隆產業道路,死亡1;受傷0,普通重型-機車
104年07月24日 11時26分00秒,臺南市六甲區中華路與和平街口,死亡1;受傷0,普通重型-機車;自用-小貨車(含客、貨兩用)
104年07月25日 12時43分00秒,彰化縣伸港鄉中山路前0.0公尺,死亡1;受傷0,普通重型-機車
104年07月25日 18時05分00秒,彰化縣伸港鄉什股三街 / 彰化縣伸港鄉建國十一街,死亡1;受傷1,普通重型-機車;普通重型-機車
104年07月25日 22時15分00秒,臺北市士林區,死亡1;受傷1,大型重型1(550C.C.以上)-機車;行人-人
104年07月25日 23時11分00秒,新竹縣芎林鄉國道3號 85公里900.0公尺處北向內側,死亡2;受傷5,自用-小客車;自用-小貨車(含客、貨兩用);自用-小客車;其他人-人;其他人-人;乘客-人;乘客-人;乘客-人;乘客-人;乘客-人
104年07月25日 23時33分00秒,臺北市內湖區金龍路 / 臺北市內湖區內湖路2段,死亡1;受傷0,自用-小客車;普通重型-機車
104年07月26日 05時25分00秒,臺中市清水區武鹿里五權路 / 臺中市清水區武鹿里中央路,死亡1;受傷0,普通重型-機車;自用-小客車
104年07月26日 05時45分00秒,臺東縣鹿野鄉鹿野村中華路二段185巷前0.0公尺,死亡1;受傷1,自用-小客車;自用-小貨車(含客、貨兩用)
104年07月26日 08時20分00秒,高雄市旗山區旗南三路 / 高雄市旗山區無名巷口,死亡1;受傷1,自用-小貨車(含客、貨兩用);大型重型2(250-550C.C.)-機車;乘客-人
104年07月26日 17時25分00秒,臺北市內湖區成功路2段前0.0公尺,死亡1;受傷0,民營公車-大客車;行人-人
104年07月27日 07時35分00秒,宜蘭縣羅東鎮中山路一段 / 宜蘭縣羅東鎮新群北路,死亡1;受傷0,普通重型-機車;自用-小客車
104年07月27日 08時45分00秒,南投縣埔里鎮台21 53公里500.0公尺處北向外側,死亡1;受傷0,自用-大貨車;普通重型-機車
104年07月27日 08時57分00秒,桃園市觀音區新坡里廣大路359號前0.0公尺,死亡1;受傷0,營業用-曳引車;普通輕型-機車
104年07月27日 10時10分00秒,桃園市桃園區中平里泰昌七街前0.0公尺,死亡1;受傷0,自用-小客車;行人-人
104年07月27日 12時10分00秒,臺北市南港區,死亡1;受傷0,普通重型-機車
104年07月27日 13時25分00秒,高雄市湖內區中山路2段前0.0公尺,死亡1;受傷0,普通重型-機車;自用-小貨車(含客、貨兩用)
104年07月28日 14時15分00秒,苗栗縣南庄鄉苗20線4.1公里往東,死亡1;受傷0,自用-小貨車(含客、貨兩用)
104年07月28日 20時10分00秒,新竹縣新豐鄉,死亡1;受傷1,普通重型-機車;行人-人
104年07月29日 11時30分00秒,臺北市大同區,死亡1;受傷0,自用-小貨車(含客、貨兩用);民營客運-大客車
104年07月29日 12時28分00秒,新竹縣竹北市光明六路二段 / 新竹縣竹北市復興二路,死亡1;受傷0,計程車-小客車
104年07月29日 16時00分00秒,臺中市南屯區三厝里向上路 / 臺中市南屯區三厝里永春東七路,死亡1;受傷0,普通重型-機車;自用-小客車
104年07月29日 19時40分00秒,彰化縣二林鎮挖仔路前0.0公尺,死亡1;受傷0,自用-小貨車(含客、貨兩用);行人-人
104年07月30日 05時54分00秒,臺中市龍井區竹坑里沙田路四段308號前0.0公尺,死亡1;受傷0,自用-小客車;行人-人
104年07月30日 07時40分00秒,高雄市鳳山區中山東路前0.0公尺,死亡1;受傷0,自用-小客車;普通輕型-機車
104年07月30日 09時54分00秒,彰化縣彰化市自強路 / 彰化縣彰化市永安街,死亡1;受傷1,普通重型-機車;普通重型-機車
104年07月30日 10時58分00秒,彰化縣埔鹽鄉成功路 / 彰化縣埔鹽鄉番金路,死亡1;受傷0,普通重型-機車;自用-小貨車(含客、貨兩用)
104年07月30日 15時17分00秒,臺南市永康區蔦松里中正北路前0.0公尺,死亡1;受傷4,營業用-曳引車;自用-小客車;自用-小客車;自用-小貨車(含客、貨兩用);普通重型-機車;乘客-人;乘客-人
104年07月30日 17時05分00秒,臺南市新市區中山路˙國際路口,死亡1;受傷0,普通重型-機車;自用-小客車
104年07月31日 04時50分00秒,彰化縣田中鎮中州路2段前0.0公尺,死亡1;受傷1,自用-小貨車(含客、貨兩用);乘客-人
104年07月31日 14時04分00秒,新北市八里區中山路2段前0.0公尺,死亡1;受傷1,普通重型-機車;營業用-曳引車;乘客-人
104年07月31日 18時10分00秒,基隆市中正區中正路前0.0公尺,死亡1;受傷1,營業用-半聯結車;自用-小客車;營業用-半聯結車;乘客-人
104年07月31日 21時37分00秒,新北市林口區文化北路2段前0.0公尺,死亡1;受傷1,自用-小客車;普通重型-機車
104年08月01日 05時45分00秒,苗栗縣頭份鎮中正一路248巷口,死亡1;受傷0,自用-小客車
104年08月01日 15時50分00秒,臺中市大甲區銅安里長壽東西10路 / 臺中市大甲區銅安里南北一路,死亡1;受傷0,普通重型-機車;自用-大貨車
104年08月01日 18時33分00秒,臺南市後壁區南80 5公里900.0公尺處東向外側,死亡1;受傷0,拼裝車-其他車;普通重型-機車
104年08月01日 18時55分00秒,屏東縣恆春鎮恆公路與復興路口,死亡2;受傷6,自用-小客車;大型重型1(550C.C.以上)-機車;乘客-人;乘客-人;乘客-人;乘客-人;乘客-人;乘客-人
104年08月01日 21時15分00秒,屏東縣里港鄉土庫村土庫路前0.0公尺,死亡1;受傷1,普通重型-機車;自用-小客車;乘客-人;乘客-人;乘客-人;乘客-人
104年08月01日 22時23分00秒,彰化縣溪湖鎮二溪路2段 / 彰化縣溪湖鎮北勢路,死亡1;受傷0,自用-小貨車(含客、貨兩用);行人-人
104年08月02日 05時04分00秒,臺南市關廟區香洋里中山路二段前0.0公尺,死亡1;受傷0,自用-大貨車;普通重型-機車
104年08月02日 09時53分00秒,臺南市楠西區臺南市楠西區密枝里臺3線358.7公里(北上),死亡1;受傷0,普通重型-機車
104年08月03日 05時41分00秒,澎湖縣馬公市陽明里新店路前0.0公尺,死亡1;受傷1,租賃車-小客車;普通重型-機車
104年08月03日 09時25分00秒,新北市新店區中央路95巷前0.0公尺,死亡1;受傷0,腳踏自行車-慢車;民營公車-大客車
104年08月03日 14時52分00秒,新北市汐止區新台五路2段前0.0公尺,死亡1;受傷1,動力機械-其他車;乘客-人
104年08月03日 19時15分00秒,新竹市東區明湖路1075巷前0.0公尺,死亡1;受傷0,自用-小客車;普通重型-機車
104年08月03日 19時15分00秒,臺南市學甲區174 10公里450.0公尺處西向內側,死亡1;受傷0,普通重型-機車;自用-小貨車(含客、貨兩用)
104年08月04日 05時12分00秒,桃園市大園區後厝里國際路二段559號前0.0公尺,死亡1;受傷1,普通重型-機車;乘客-人
104年08月04日 18時00分00秒,雲林縣台西鄉海口村中山路398號前0.0公尺,死亡1;受傷0,腳踏自行車-慢車;自用-小客車
104年08月05日 07時40分00秒,高雄市林園區工業二路前0.0公尺,死亡1;受傷1,普通重型-機車;普通重型-機車;自用-小客車
104年08月05日 09時25分00秒,屏東縣東港鎮共和街 / 屏東縣東港鎮共和街,死亡1;受傷0,普通重型-機車;自用-小貨車(含客、貨兩用)
104年08月05日 10時16分00秒,臺南市關廟區關新路二段171號對面,死亡1;受傷0,普通重型-機車;自用-小貨車(含客、貨兩用)
104年08月05日 17時05分00秒,彰化縣福興鄉彰水路前0.0公尺,死亡1;受傷1,遊覽車-大客車;普通重型-機車;乘客-人
104年08月05日 20時27分00秒,雲林縣虎尾鎮虎尾農工正門前,死亡1;受傷1,自用-小客車;普通重型-機車
104年08月05日 21時35分00秒,臺北市中山區,死亡1;受傷1,普通重型-機車;自用-大貨車;乘客-人
104年08月05日 23時50分00秒,臺南市安南區育英街前0.0公尺,死亡1;受傷0,普通重型-機車
104年08月06日 12時50分00秒,臺南市安南區北汕尾三路 / 臺南市安南區安中路五段,死亡1;受傷2,自用-小客車;自用-小貨車(含客、貨兩用);乘客-人
104年08月06日 17時55分00秒,臺中市西屯區林厝里都會園路前0.0公尺,死亡1;受傷0,普通重型-機車
104年08月06日 19時00分00秒,臺南市安南區安和路五段265號前0.0公尺,死亡1;受傷3,普通重型-機車;普通重型-機車;自用-大貨車;乘客-人;乘客-人
104年08月06日 20時05分00秒,臺南市永康區中正北路850號前0.0公尺,死亡1;受傷1,普通重型-機車;普通重型-機車;普通重型-機車
104年08月06日 20時20分00秒,彰化縣員林鎮山腳路3段前0.0公尺,死亡1;受傷0,普通輕型-機車
104年08月06日 21時40分00秒,桃園市蘆竹區國道1號 51公里400.0公尺處南向往西系統,死亡1;受傷1,自用-小客車;乘客-人
104年08月07日 00時24分00秒,桃園市大園區竹圍里10鄰國際路三段352號前0.0公尺,死亡1;受傷0,普通重型-機車;自用-小客車
104年08月07日 10時10分00秒,雲林縣斗六市崙南路 / 雲林縣斗六市崙北路,死亡1;受傷1,自用-小客車;行人-人;乘客-人
104年08月07日 18時10分00秒,高雄市田寮區秀峰路 / 高雄市田寮區南安路口,死亡1;受傷0,自用-小客車
104年08月07日 22時14分00秒,雲林縣林內鄉新光路前0.0公尺,死亡1;受傷0,普通輕型-機車
104年08月08日 00時30分00秒,臺北市文山區國道3號 24公里700.0公尺處南向外側,死亡1;受傷0,自用-小客車
104年08月08日 02時20分00秒,屏東縣滿州鄉滿州村中山路1號前0.0公尺,死亡1;受傷2,自用-小客車;行人-人;行人-人
104年08月08日 03時55分00秒,高雄市鳳山區中崙二路 / 高雄市鳳山區油管路口,死亡1;受傷0,普通重型-機車
104年08月08日 05時45分00秒,南投縣中寮鄉龍安村龍南路149號前3.0公尺,死亡1;受傷0,普通重型-機車
104年08月08日 10時56分00秒,臺南市白河區國道3號 312公里700.0公尺處北向外側,死亡1;受傷2,自用-小客車;乘客-人;乘客-人
104年08月08日 14時13分00秒,花蓮縣富里鄉台9 317公里500.0公尺處南向中內,死亡2;受傷3,自用-小客車;自用-小客車;乘客-人;乘客-人;乘客-人
104年08月08日 23時30分00秒,苗栗縣西湖鄉國道3號 139公里400.0公尺處南向內側,死亡1;受傷1,自用-小客車;自用-小客車;自用-小客車;乘客-人
104年08月09日 05時30分00秒,屏東縣恆春鎮網紗里恆公路1098號前0.0公尺,死亡1;受傷0,普通重型-機車;自用-小貨車(含客、貨兩用)
104年08月09日 06時00分00秒,臺北市中山區,死亡1;受傷2,普通重型-機車;普通重型-機車;普通重型-機車
104年08月09日 08時44分00秒,苗栗縣銅鑼鄉﹝台72線與苗119甲線﹞,死亡1;受傷1,自用-小貨車(含客、貨兩用);營業用-大貨車
104年08月10日 05時17分00秒,雲林縣斗南鎮小東里大業路 / 雲林縣斗南鎮小東里大業路,死亡1;受傷0,腳踏自行車-慢車;自用-小客車
104年08月10日 06時06分00秒,苗栗縣後龍鎮下浮尾137之3號,死亡1;受傷0,自用-小客車;普通重型-機車
104年08月10日 08時18分00秒,臺中市東區旱溪里自由路 / 臺中市東區旱溪里旱溪五街,死亡1;受傷0,普通重型-機車;自用-小貨車(含客、貨兩用)
104年08月10日 11時10分00秒,臺北市萬華區,死亡1;受傷0,普通重型-機車;行人-人
104年08月10日 19時35分00秒,新竹縣湖口鄉八德路三段30-1號前0.0公尺,死亡1;受傷0,自用-小客車;行人-人
104年08月11日 09時04分00秒,雲林縣崙背鄉東興產業道路TS90B78電桿前,死亡1;受傷0,普通重型-機車
104年08月11日 17時00分00秒,高雄市岡山區大莊路 / 高雄市岡山區康德路口,死亡1;受傷0,自用-小客車
104年08月12日 06時17分00秒,雲林縣斗南鎮大東145之5號前,死亡1;受傷2,普通重型-機車;行人-人;乘客-人
104年08月12日 07時24分00秒,臺南市安南區安中路六段 / 臺南市安南區安明路四段,死亡1;受傷1,普通重型-機車;普通重型-機車
104年08月12日 10時35分00秒,臺北市北投區,死亡1;受傷0,營業用-曳引車;行人-人
104年08月12日 14時40分00秒,新北市鶯歌區國道3號 54公里南向中線,死亡1;受傷0,自用-小貨車(含客、貨兩用);營業用-大貨車
104年08月12日 18時53分00秒,桃園市桃園區經國路前0.0公尺,死亡1;受傷0,行人-人;自用-小客車
104年08月12日 19時00分00秒,雲林縣土庫鎮145線土商134北1電桿前〈土庫鎮公墓公園〉,死亡2;受傷1,營業用-曳引車;自用-小客車;乘客-人;乘客-人
104年08月13日 04時29分00秒,花蓮縣秀林鄉崇德村崇德95之6號前南下車道(崇德所),死亡1;受傷0,營業用-曳引車;腳踏自行車-慢車
104年08月13日 07時36分00秒,嘉義縣民雄鄉166 40公里400.0公尺處東向內側,死亡1;受傷0,行人-人;自用-小客車
104年08月13日 08時20分00秒,嘉義市西區博愛路2段前0.0公尺,死亡1;受傷0,自用-小客車;行人-人
104年08月13日 16時12分00秒,新北市新店區環河路前0.0公尺,死亡1;受傷1,自用-小客車;乘客-人
104年08月13日 22時45分00秒,新北市金山區中山路前0.0公尺,死亡1;受傷3,自用-小客車;自用-小客車;乘客-人;乘客-人;乘客-人
104年08月14日 01時26分00秒,桃園市平鎮區中豐路一段298號前0.0公尺,死亡1;受傷0,普通重型-機車;自用-大貨車
104年08月14日 04時43分00秒,桃園市大園區大園里中華路21號前0.0公尺,死亡1;受傷1,普通重型-機車;行人-人
104年08月14日 06時10分00秒,臺南市西港區173線公路與南41線公路路口,死亡1;受傷0,普通重型-機車;自用-小客車
104年08月14日 08時35分00秒,高雄市六龜區光復路前0.0公尺,死亡1;受傷0,自用-小貨車(含客、貨兩用);普通重型-機車
104年08月14日 11時50分00秒,臺南市善化區建業路與建業路287巷路口,死亡1;受傷0,營業用-大貨車;普通重型-機車
