發生時間,發生地點,死亡受傷人數,車種,經度,緯度
108年10月18日 06時21分00秒,新北市新莊區中華路2段57號前0.0公尺,死亡1;受傷1,普通重型-機車;腳踏自行車-慢車,121.453082,25.046917
108年10月18日 16時40分53秒,臺南市六甲區台1線 299公里南側向外側,死亡1;受傷1,普通重型-機車;乘客-人,120.315566,23.241381
108年10月18日 20時09分00秒,臺東縣東河鄉台11線 134公里南側向外側,死亡1;受傷0,自用-小客車,121.281628,22.953008
108年10月18日 21時33分00秒,臺中市神岡區三角里大富路301號前0.0公尺,死亡1;受傷0,自用-小客車;行人-人,120.684264,24.232015
108年10月19日 08時00分00秒,彰化縣鹿港鎮頭南里頭庄巷1-21號前0.0公尺前,死亡1;受傷1,自用-小貨車(含客、貨兩用);普通重型-機車;乘客-人,120.474100,24.100460
108年10月19日 08時27分00秒,苗栗縣頭屋鄉象山村濫坑道路口,死亡1;受傷0,自用-小客車;行人-人,120.859205,24.578550
108年10月19日 16時38分00秒,臺南市安南區宜居一街口 / 臺南市安南區生態街口,死亡1;受傷0,自用-大貨車;普通重型-機車,120.183260,23.016920
108年10月19日 23時09分59秒,臺南市麻豆區麻口里麻豆口10之13號前路口,死亡1;受傷0,自用-小貨車(含客、貨兩用);行人-人,120.224670,23.178112
108年10月20日 01時38分00秒,臺南市關廟區中山路2段249號前0.0公尺附近,死亡1;受傷0,普通重型-機車,120.316558,22.961761
108年10月20日 02時00分00秒,宜蘭縣冬山鄉永興路1段48號前0.0公尺附近,死亡1;受傷0,普通重型-機車;自用-小貨車(含客、貨兩用),121.777118,24.654695
108年10月20日 05時19分00秒,高雄市三民區中華三路261號前0.0公尺前,死亡1;受傷0,行人-人;自用-小客車;計程車-小客車,120.293500,22.635440
108年10月20日 13時35分00秒,花蓮縣秀林鄉台8線 123公里東側,死亡1;受傷0,普通重型-機車,121.387911,24.182883
108年10月20日 13時50分00秒,彰化縣員林市浮圳里員東路1段290號前0.0公尺,死亡1;受傷0,普通重型-機車;營業用-大貨車,120.593698,23.962320
108年10月20日 15時00分00秒,臺南市白河區白河里康樂路與172線路口,死亡1;受傷0,普通重型-機車;自用-小貨車(含客、貨兩用),120.417047,23.345382
108年10月20日 17時55分30秒,桃園市龍潭區三水里龍新路三水段55巷前0.0公尺附近,死亡1;受傷0,普通重型-機車;自用-小客車,121.160698,24.845156
108年10月20日 18時30分00秒,臺南市南區大成路2段北側 / 臺南市南區夏林路,死亡1;受傷0,普通重型-機車;自用-大貨車,120.195381,22.974941
108年10月20日 23時25分00秒,新北市中和區中正路 / 新北市中和區圓通路,死亡1;受傷2,行人-人;普通重型-機車;普通重型-機車,121.495971,24.994081
108年10月21日 00時20分00秒,新北市中和區圓通路367巷33弄前0.0公尺,死亡1;受傷0,腳踏自行車-慢車,121.495981,24.984676
108年10月21日 17時20分00秒,高雄市鼓山區河西一路319號前0.0公尺前,死亡1;受傷1,自用-小客車;行人-人;自用-小客車;普通重型-機車;普通輕型-機車,120.281712,22.642618
108年10月21日 18時14分00秒,臺中市北區賴福里中清路一段前0.0公尺,死亡1;受傷1,普通重型-機車;行人-人,120.674800,24.163106
108年10月21日 20時11分00秒,高雄市茄萣區正大路南下號前0.0公尺,死亡1;受傷0,普通重型-機車;自用-小客車,120.211400,22.880530
108年10月22日 05時31分00秒,臺中市大雅區員林里中清路四段158號前0.0公尺,死亡1;受傷0,普通重型-機車;自用-小客車,120.643148,24.228417
108年10月22日 11時45分00秒,彰化縣彰化市大竹里彰南路2段 / 彰化縣彰化市大竹里彰南路2段,死亡1;受傷0,普通重型-機車;自用-小貨車(含客、貨兩用),120.582748,24.084068
108年10月22日 16時25分00秒,高雄市苓雅區四維三路 / 高雄市苓雅區學源街,死亡1;受傷1,腳踏自行車-慢車;普通重型-機車,120.310854,22.619180
108年10月22日 16時30分33秒,桃園市龍潭區中豐路口 / 桃園市龍潭區中豐路口,死亡1;受傷1,自用-小客車;行人-人;行人-人,121.211799,24.880271
108年10月22日 17時40分00秒,屏東縣萬丹鄉水泉村萬新路1162號前,死亡1;受傷1,普通重型-機車;行人-人,120.488798,22.576906
108年10月23日 02時37分00秒,桃園市中壢區普慶里環中東路667號前0.0公尺東側,死亡1;受傷0,自用-小客車;電動自行車-慢車,121.247057,24.956143
108年10月24日 03時10分00秒,彰化縣溪湖鎮湖東里東興路368號前0.0公尺,死亡1;受傷0,普通重型-機車;自用-小客車,120.484090,23.965388
108年10月24日 09時09分23秒,花蓮縣秀林鄉台9線 172公里700.0公尺處附近,死亡1;受傷0,營業用-曳引車,121.682146,24.212169
108年10月24日 14時41分00秒,屏東縣屏東市環河路前7000.0公尺附近,死亡1;受傷1,普通重型-機車;自用-小客車;自用-小貨車(含客、貨兩用);乘客-人,120.499335,22.671682
108年10月24日 15時35分00秒,桃園市龜山區華亞三路附近 / 桃園市龜山區樂善街附近,死亡1;受傷0,普通重型-機車;自用-小貨車(含客、貨兩用),121.379135,25.035568
108年10月24日 17時59分05秒,新竹縣新埔鎮新關路五埔段766號前,死亡1;受傷0,行人-人;自用-小貨車(含客、貨兩用),121.098891,24.819612
108年10月24日 18時09分39秒,嘉義縣梅山鄉梅北村台3線道267.4公里附近,死亡1;受傷0,自用-小貨車(含客、貨兩用);普通重型-機車,120.547777,23.588488
108年10月25日 06時39分00秒,彰化縣二林鎮後厝里斗苑路4段 / 彰化縣二林鎮後厝里竹林路3段,死亡1;受傷0,腳踏自行車-慢車;遊覽車-大客車,120.385283,23.899075
108年10月25日 08時06分00秒,屏東縣內埔鄉老埤村學府路口 / 屏東縣內埔鄉老埤村壽比路口,死亡1;受傷0,自用-小貨車(含客、貨兩用);普通重型-機車,120.595507,22.640884
108年10月25日 12時30分08秒,臺南市仁德區中山路624號前0.0公尺,死亡1;受傷0,營業用-大貨車;普通輕型-機車;自用-小貨車(含客、貨兩用),120.250825,22.971984
108年10月25日 12時50分00秒,桃園市楊梅區電研路36號,死亡1;受傷0,自用-大貨車;普通重型-機車,121.166159,24.951212
108年10月25日 17時22分30秒,臺南市西港區慶安里省道臺19線口 / 臺南市西港區慶安里區道南34線口,死亡1;受傷0,普通重型-機車;自用-小客車,120.202664,23.125353
108年10月25日 21時37分00秒,臺南市安南區台江大道2段1300號東側,死亡1;受傷0,普通重型-機車,120.197599,23.059760
108年10月26日 05時51分00秒,新北市新莊區中正路253號前0.0公尺,死亡1;受傷1,行人-人;自用-小客車;行人-人,121.450009,25.035490
108年10月26日 09時00分12秒,新竹縣竹北市新興路附近 / 新竹縣竹北市中正西路附近,死亡1;受傷0,自用-小客車;行人-人,120.995204,24.843027
108年10月26日 09時44分00秒,桃園市復興區基國派路228號前0.0公尺南側,死亡1;受傷1,自用-小貨車(含客、貨兩用);乘客-人,121.338495,24.836286
108年10月26日 12時44分00秒,新北市新莊區新北大道 / 新北市新莊區五工六路,死亡1;受傷2,自用-小客車;普通重型-機車;乘客-人,121.450000,25.033333
108年10月26日 12時58分00秒,桃園市龜山區明興街八德外役監獄側門前,死亡1;受傷0,普通重型-機車,121.331428,24.980845
108年10月26日 13時09分00秒,嘉義縣朴子市松華里台19線與170縣道(口),死亡1;受傷0,普通重型-機車;營業用-曳引車,120.246940,23.414329
108年10月26日 14時15分00秒,新竹縣新埔鎮新湖路00581號路燈處,死亡1;受傷1,普通重型-機車;自用-小貨車(含客、貨兩用);普通重型-機車,121.017244,24.853154
108年10月26日 15時07分00秒,臺中市東勢區新盛里東關路六段525號前0.0公尺,死亡1;受傷1,租賃車-小客車;乘客-人,120.836633,24.231208
108年10月26日 17時27分00秒,屏東縣長治鄉復興路116號前,死亡1;受傷0,腳踏自行車-慢車;自用-小貨車(含客、貨兩用);自用-小客車,120.535756,22.678329
108年10月27日 01時15分54秒,新竹縣關西鎮大同里32-4號前,死亡1;受傷0,普通重型-機車;自用-小客車,121.148096,24.805194
108年10月27日 01時53分00秒,臺東縣臺東市興安路1段150號前0.0公尺,死亡1;受傷0,普通重型-機車,121.127688,22.788769
108年10月27日 07時24分00秒,屏東縣九如鄉國道3號 387公里300.0公尺處南側向內側,死亡1;受傷0,自用-小貨車(含客、貨兩用),120.452619,22.764598
108年10月27日 09時48分00秒,屏東縣里港鄉載興路(載興牌樓),死亡1;受傷0,營業用-大貨車;普通輕型-機車,120.523545,22.776554
108年10月28日 06時50分05秒,桃園市觀音區台61線快速道路38.1K處往北大園方向,死亡1;受傷0,營業用-曳引車;營業用-曳引車;自用-大貨車,121.090294,25.052356
108年10月28日 07時16分00秒,苗栗縣苗栗市台6線 10公里,死亡1;受傷0,自用-大貨車;自用-小貨車(含客、貨兩用),120.838232,24.587460
108年10月28日 08時20分00秒,雲林縣虎尾鎮安溪里安溪183之9號旁路口,死亡1;受傷2,自用-小客車;行人-人;乘客-人,120.444170,23.735610
108年10月28日 11時05分00秒,雲林縣西螺鎮九隆里九隆15-1號前,死亡1;受傷0,自用-小客車,120.436469,23.753312
108年10月28日 11時10分00秒,新竹市東區光復路二段175號對面,死亡1;受傷0,營業用-大貨車;行人-人,120.992194,24.799425
108年10月28日 11時55分00秒,屏東縣竹田鄉履豐村產業道路段,死亡1;受傷0,普通重型-機車;自用-小貨車(含客、貨兩用),120.525031,22.620282
108年10月28日 17時12分00秒,臺南市柳營區八翁里長榮路6段2號,死亡1;受傷0,普通重型-機車;自用-小貨車(含客、貨兩用),120.302959,23.273876
108年10月28日 18時03分48秒,宜蘭縣三星鄉大德路2段111號前0.0公尺附近,死亡1;受傷1,普通重型-機車;腳踏自行車-慢車;自用-小客車,121.702780,24.690064
108年10月28日 18時54分00秒,新北市淡水區中山北路2段177號前0.0公尺,死亡1;受傷1,普通重型-機車;普通重型-機車,121.444082,25.184768
108年10月29日 02時49分00秒,臺中市大里區永隆里永隆路前0.0公尺,死亡1;受傷0,普通重型-機車;自用-小客車;自用-小客車,120.676318,24.112123
108年10月29日 06時03分00秒,臺南市安南區興安路東側 / 臺南市安南區慶安路南側,死亡1;受傷0,自用-小貨車(含客、貨兩用);普通重型-機車,120.214124,23.041485
108年10月29日 19時26分00秒,臺南市新營區三仙里中華路南側 / 臺南市新營區正義街,死亡1;受傷1,腳踏自行車-慢車;普通輕型-機車,120.312173,23.304782
108年10月30日 03時26分01秒,花蓮縣新城鄉中正路附近 / 花蓮縣新城鄉新順興路附近,死亡1;受傷0,普通重型-機車;營業用-曳引車,121.648587,24.126056
108年10月30日 18時04分00秒,屏東縣屏東市復興南路二段前0.0公尺附近,死亡1;受傷1,普通重型-機車;普通重型-機車,120.486030,22.654184
108年10月31日 11時21分00秒,高雄市前金區自立一路29號前0.0公尺前,死亡1;受傷1,普通重型-機車;普通輕型-機車,120.297600,22.634820
108年10月31日 17時20分29秒,桃園市中壢區新生路3段口 / 桃園市中壢區大圳路口,死亡1;受傷1,自用-大貨車;普通重型-機車;普通重型-機車;乘客-人,121.222176,24.987178
108年10月31日 18時41分36秒,新竹縣新豐鄉竹1線附近 / 新竹縣新豐鄉永寧街附近,死亡1;受傷0,自用-小客車;行人-人,120.985551,24.902787
108年11月01日 00時38分00秒,臺中市大肚區國道3號 188公里300.0公尺處北側向外側,死亡1;受傷0,自用-小客車;自用-半聯結車,120.537538,24.170350
108年11月01日 07時05分28秒,臺南市北區大港街104號附近,死亡1;受傷1,普通重型-機車;普通重型-機車,120.191038,23.013898
108年11月01日 08時01分00秒,臺中市龍井區竹坑里沙田路四段236號前0.0公尺,死亡1;受傷1,普通重型-機車;普通重型-機車,120.544789,24.179308
108年11月01日 12時06分00秒,嘉義縣太保市梅埔里產業道路近電桿春珠41東分999,死亡1;受傷1,普通重型-機車;自用-小貨車(含客、貨兩用),120.335032,23.438244
108年11月01日 16時02分51秒,桃園市龍潭區文化路口 / 桃園市龍潭區淮子埔路口,死亡1;受傷0,普通重型-機車;自用-小客車,121.245535,24.850069
108年11月01日 20時10分00秒,嘉義縣東石鄉溪下村嘉9線2.5公里北向一般車道,死亡1;受傷0,自用-小客車;行人-人,120.190018,23.494094
108年11月01日 21時50分00秒,屏東縣萬丹鄉新庄村萬順路一段與屏56鄉道路口,死亡1;受傷0,普通重型-機車,120.493936,22.565246
108年11月01日 22時00分14秒,雲林縣北港鎮華勝路441號前,死亡1;受傷1,自用-大貨車;普通重型-機車;乘客-人;自用-小客車,120.305781,23.620817
108年11月01日 22時27分36秒,臺南市仁德區太子里太子路462號前0.0公尺,死亡1;受傷1,普通重型-機車;行人-人,120.252801,22.991678
108年11月02日 01時59分00秒,新北市新店區寶橋路233號前0.0公尺,死亡1;受傷0,普通重型-機車,121.551327,24.978996
108年11月02日 05時45分00秒,高雄市旗津區旗津二路前 / 高雄市旗津區中港街,死亡1;受傷0,腳踏自行車-慢車;自用-小客車,120.294031,22.578881
108年11月02日 10時17分00秒,彰化縣溪州鄉國道1號 223公里300.0公尺處北側向內側,死亡1;受傷5,自用-小客車;自用-小客車;自用-小客車;自用-小貨車(含客、貨兩用);自用-小貨車(含客、貨兩用);乘客-人;乘客-人;乘客-人;乘客-人;乘客-人,120.484795,23.832316
108年11月02日 11時50分00秒,桃園市龍潭區中豐路上林段242號前0.0公尺附近,死亡1;受傷0,行人-人;營業用-曳引車,121.205615,24.861151
108年11月02日 22時05分29秒,嘉義縣竹崎鄉灣橋村李厝66號,死亡1;受傷0,普通重型-機車;自用-小貨車(含客、貨兩用),120.522470,23.493398
108年11月03日 12時41分00秒,高雄市鳳山區國泰路2段 / 高雄市鳳山區國泰路2段,死亡1;受傷0,普通輕型-機車;自用-小貨車(含客、貨兩用),120.350875,22.617788
108年11月03日 16時17分00秒,臺中市和平區自由里東崎路二段前0.0公尺,死亡1;受傷1,普通重型-機車;自用-小客車;自用-小客車;乘客-人,120.908710,24.291895
108年11月03日 19時03分20秒,南投縣竹山鎮福興里鯉南路,死亡1;受傷0,自用-小客車,120.667390,23.726330
108年11月04日 11時42分00秒,南投縣集集鎮中集路與中溝農路,死亡1;受傷0,普通重型-機車;計程車-小客車,120.779190,23.824346
108年11月04日 16時45分00秒,高雄市旗山區旗屏二路0號前0.0公尺,死亡1;受傷1,自用-小客車;乘客-人,120.504246,22.831728
108年11月04日 17時19分26秒,臺南市歸仁區中山路1段151號前0.0公尺,死亡1;受傷1,營業用-大貨車;小型輕型-機車;普通重型-機車,120.307489,22.964297
108年11月05日 05時19分00秒,雲林縣崙背鄉大有村大有158號前,死亡1;受傷0,行人-人;自用-小貨車(含客、貨兩用);乘客-人;乘客-人,120.307772,23.758820
108年11月05日 14時08分00秒,臺中市龍井區忠和里中山二路二段251號前0.0公尺,死亡1;受傷0,普通重型-機車,120.532105,24.211911
108年11月05日 17時30分00秒,彰化縣花壇鄉三春村彰員路1段559號前0.0公尺,死亡1;受傷0,營業用-曳引車;行人-人,120.566717,24.014297
108年11月05日 20時37分00秒,南投縣南投市中華路南崗大橋上南投市路燈52024號前,死亡1;受傷0,行人-人;自用-小客車,120.675507,23.943230
108年11月06日 09時03分00秒,嘉義縣太保市田尾里產業道路近電桿編號:TS105B50號路口附近,死亡1;受傷0,自用-大貨車;普通重型-機車,120.343894,23.502372
108年11月07日 01時00分35秒,南投縣埔里鎮大湳里信義路40號前0.0公尺西側,死亡1;受傷0,普通重型-機車,120.976851,23.973802
108年11月07日 04時41分00秒,臺中市南屯區豐樂里文心南路前0.0公尺,死亡1;受傷0,自用-小客車,120.646560,24.126371
108年11月07日 06時30分00秒,屏東縣枋山鄉台1線 458公里900.0公尺處北側向內側,死亡1;受傷0,普通重型-機車;自用-小客車,120.652989,22.261031
108年11月07日 06時45分00秒,雲林縣斗六市鎮北里北祥街390號旁,死亡1;受傷1,自用-小客車;普通重型-機車,120.554557,23.716562
108年11月07日 07時32分00秒,雲林縣莿桐鄉雲54與產業道路口,死亡1;受傷1,自用-小客車;普通重型-機車,120.544799,23.759257
108年11月07日 10時50分00秒,基隆市安樂區八德路43號前0.0公尺,死亡1;受傷0,營業用-小貨車(含客、貨兩用);行人-人,121.728533,25.116459
108年11月07日 11時42分00秒,新竹縣竹北市舊中正橋旁下坡處,死亡1;受傷0,拼裝車-其他車;普通重型-機車,121.061561,24.787374
108年11月07日 22時58分00秒,新北市汐止區大同路2段 / 新北市汐止區建成路,死亡1;受傷0,自用-小客車;普通重型-機車,121.651338,25.064712
108年11月08日 03時18分20秒,桃園市八德區茄苳里中華路535號前0.0公尺,死亡1;受傷0,普通重型-機車,121.272074,24.978811
108年11月08日 08時56分00秒,高雄市大寮區鳳林二路 / 高雄市大寮區188縣道,死亡1;受傷0,自用-大貨車;普通重型-機車,120.405605,22.585476
108年11月08日 13時40分00秒,臺北市中山區復興北路 / 臺北市中山區五常街,死亡1;受傷0,自用-小貨車(含客、貨兩用);普通重型-機車,121.544193,25.064269
108年11月08日 22時08分00秒,高雄市大寮區188縣道 / 高雄市大寮區華中路,死亡1;受傷1,自用-小客車;普通重型-機車;乘客-人,120.428749,22.591873
108年11月09日 05時43分00秒,新竹縣新豐鄉康樂路1段328號前0.0公尺,死亡1;受傷0,自用-小客車;普通重型-機車,120.986465,24.871322
108年11月09日 11時17分28秒,桃園市八德區瑞泰里介壽路二段1077號前0.0公尺,死亡1;受傷1,行人-人;大型重型2(250-550C.C.)-機車;自用-小客車,121.297517,24.933920
108年11月09日 11時58分00秒,嘉義縣番路鄉內甕村仁義潭環道道路160085號路燈附近,死亡1;受傷0,普通重型-機車,120.523784,23.467205
108年11月09日 22時19分00秒,新北市淡水區臺2線道路-8.4K號前0.0公尺,死亡1;受傷0,租賃車-小客車;普通重型-機車,121.452818,25.180878
108年11月09日 23時30分00秒,臺中市潭子區東寶里崇德路四段327-2號前0.0公尺,死亡1;受傷0,腳踏自行車-慢車;自用-小客車,120.687212,24.212798
108年11月10日 06時44分00秒,高雄市鳳山區中崙一路 / 高雄市鳳山區凱旋路,死亡1;受傷0,自用-小貨車(含客、貨兩用);普通重型-機車,120.352371,22.610088
108年11月10日 07時12分00秒,臺南市佳里區縣176線 13公里200.0公尺處東側向內側,死亡1;受傷0,腳踏自行車-慢車;自用-小客車,120.184781,23.164326
108年11月10日 22時33分00秒,臺中市東勢區南平里東關路七段410號前0.0公尺,死亡1;受傷1,普通重型-機車;營業用-大貨車;乘客-人,120.825653,24.254496
108年11月11日 00時56分00秒,桃園市中壢區中園路2段口 / 桃園市中壢區中園路2段口,死亡1;受傷0,自用-小客車;普通重型-機車,121.234163,24.992280
108年11月11日 05時45分00秒,臺北市文山區羅斯福路6段 / 臺北市文山區景隆街,死亡1;受傷0,遊覽車-大客車;腳踏自行車-慢車,121.539674,25.000417
108年11月11日 05時56分00秒,屏東縣屏東市忠孝路699號前0.0公尺,死亡1;受傷0,普通重型-機車,120.489473,22.706039
108年11月11日 11時30分00秒,新北市深坑區北深路3段234號前0.0公尺,死亡1;受傷0,自用-小貨車(含客、貨兩用);行人-人;普通重型-機車;普通重型-機車;普通重型-機車;普通重型-機車,121.600598,25.004073
108年11月11日 17時27分00秒,基隆市中山區台2己線 北側向交流道,死亡1;受傷1,自用-小客車;營業用-半聯結車;乘客-人,121.743089,25.150867
108年11月12日 04時05分00秒,臺北市北投區洲美快速道路前0.0公尺,死亡1;受傷1,自用-小貨車(含客、貨兩用);其他人-人;自用-小貨車(含客、貨兩用),121.496928,25.121229
108年11月13日 00時37分00秒,臺中市西屯區何德里西屯路前0.0公尺,死亡1;受傷0,普通輕型-機車;自用-小客車;普通重型-機車,120.657079,24.165184
108年11月13日 08時31分00秒,臺中市大雅區科雅路與科雅五路口,死亡1;受傷0,普通重型-機車;自用-小客車,120.628101,24.224381
108年11月13日 11時00分53秒,花蓮縣萬榮鄉瑞穗林道聯絡道,死亡1;受傷1,普通重型-機車;乘客-人,121.329700,23.502537
108年11月14日 08時09分00秒,臺南市西港區西港里市道173線前0.0公尺,死亡1;受傷1,普通重型-機車;普通重型-機車,120.209149,23.126470
108年11月14日 09時21分10秒,雲林縣元長鄉縣道145線客厝路口,死亡1;受傷0,自用-小貨車(含客、貨兩用);普通重型-機車,120.335363,23.628533
108年11月14日 14時15分00秒,雲林縣麥寮鄉台17線 75公里北側向內側,死亡1;受傷0,普通重型-機車,120.269139,23.784194
108年11月14日 18時50分00秒,臺南市將軍區南21 2公里900.0公尺處口,死亡1;受傷0,自用-小客車;行人-人,120.152015,23.205573
108年11月15日 08時06分00秒,高雄市左營區博愛三路 / 高雄市左營區曾子路,死亡1;受傷0,自用-小客車;普通重型-機車,120.307947,22.678856
108年11月15日 19時13分00秒,臺南市安定區蘇厝里直加弄大道口 / 臺南市安定區蘇厝里安定東路口,死亡1;受傷1,普通重型-機車;乘客-人,120.251430,23.121847
108年11月15日 21時38分00秒,臺北市大安區辛亥路2段 / 臺北市大安區辛亥路2段,死亡1;受傷0,自用-小客車,121.541102,25.021361
108年11月15日 23時18分00秒,新北市板橋區環河西路4段前0.0公尺,死亡1;受傷2,大型重型1(550C.C.以上)-機車;普通重型-機車;乘客-人,121.485541,25.022253
108年11月16日 06時05分26秒,新竹縣湖口鄉新湖路電桿(德盛高幹29B0210FB18)旁,死亡1;受傷1,普通重型-機車;乘客-人,121.029911,24.902278
108年11月16日 07時20分00秒,桃園市龜山區東方球場路100號前0.0公尺北側,死亡1;受傷0,普通重型-機車,121.364611,25.005732
108年11月16日 13時33分00秒,新北市三重區中興橋快車道路前0.0公尺,死亡1;受傷1,自用-小客車;自用-小客車;營業用-小貨車(含客、貨兩用);乘客-人,121.495152,25.047730
108年11月16日 13時52分00秒,高雄市阿蓮區中山路0號前0.0公尺,死亡1;受傷0,自用-小客車;普通重型-機車,120.323961,22.865113
108年11月16日 16時40分09秒,桃園市大溪區台七乙線11.9K處(O108110163百吉所),死亡1;受傷0,普通重型-機車,121.334410,24.848873
108年11月16日 16時46分00秒,彰化縣田尾鄉柳鳳村鳳田路 / 彰化縣田尾鄉柳鳳村吉安路,死亡1;受傷2,普通重型-機車;自用-小貨車(含客、貨兩用);乘客-人,120.510534,23.909758
108年11月16日 21時20分00秒,臺東縣臺東市台11線 161公里6.0公尺處北側向外側,死亡1;受傷1,租賃車-小客車;乘客-人,121.163449,22.764694
108年11月17日 21時04分22秒,臺南市仁德區成功里台1線(奇美博物館對面南下車道),死亡1;受傷2,普通重型-機車;行人-人;普通重型-機車,120.220874,22.935838
108年11月17日 21時06分04秒,桃園市大園區中正東路西向跨國道二號路橋上,死亡1;受傷1,租賃車-小客車;普通重型-機車;自用-小客車,121.213808,25.058689
108年11月18日 07時24分00秒,新北市八里區龍米路2段146巷前0.0公尺,死亡1;受傷0,普通重型-機車,121.437813,25.155853
108年11月18日 08時15分00秒,臺南市安南區安通路5段東側 / 臺南市安南區理安街南側,死亡1;受傷1,普通重型-機車;普通重型-機車,120.192757,23.030343
108年11月18日 17時21分19秒,苗栗縣後龍鎮海埔里苗126線與漁港路口,死亡1;受傷1,腳踏自行車-慢車;普通重型-機車,120.771706,24.643985
108年11月18日 23時05分59秒,臺南市歸仁區南保里中山路3段口 / 臺南市歸仁區南保里中山七街,死亡1;受傷0,行人-人;自用-小貨車(含客、貨兩用),120.284253,22.967926
108年11月19日 15時05分00秒,臺中市中區綠川里民族路前0.0公尺,死亡1;受傷0,自用-小客車;行人-人;自用-小客車,120.682229,24.137349
108年11月19日 17時20分22秒,嘉義縣中埔鄉和美村中山路5段84號前0.0公尺附近,死亡1;受傷1,普通重型-機車;普通重型-機車;自用-大貨車,120.477757,23.451567
108年11月20日 09時23分00秒,臺北市大同區民權西路 / 臺北市大同區蘭州街,死亡1;受傷0,租賃車-小客車;行人-人,121.514709,25.062910
108年11月20日 10時47分00秒,高雄市小港區中林路前 / 高雄市小港區鳳城街,死亡1;受傷0,普通重型-機車;自用-小客車,120.348903,22.523790
108年11月20日 11時36分00秒,臺南市安平區安平路北側 / 臺南市安平區安平路東側,死亡1;受傷1,電動輔助自行車-慢車;普通重型-機車,120.166829,22.999379
108年11月20日 15時58分00秒,嘉義縣中埔鄉石硦村台3線306.2公里,死亡1;受傷0,普通重型-機車,120.539299,23.380677
108年11月20日 18時02分00秒,臺中市新社區協成里華豐街137號前0.0公尺,死亡1;受傷0,普通重型-機車,120.807968,24.211214
108年11月20日 19時47分26秒,新竹縣湖口鄉中平路2段421號前0.0公尺,死亡1;受傷1,普通重型-機車;乘客-人,121.078292,24.891162
108年11月20日 23時35分00秒,新北市泰山區泰林路2段 / 新北市泰山區福泰街,死亡1;受傷0,行人-人;自用-小客車,121.425814,25.064194
108年11月20日 23時40分00秒,新北市深坑區北深路1段185-前號前0.0公尺,死亡1;受傷1,租賃車-小客車;普通重型-機車,121.632139,25.010395
108年11月21日 00時00分00秒,臺南市新營區太北里太子宮142-34號前0.0公尺,死亡1;受傷0,普通重型-機車,120.273659,23.294722
108年11月21日 08時00分00秒,雲林縣崙背鄉豐榮村豐榮32之17號前,死亡1;受傷0,普通重型-機車;自用-小客車,120.311697,23.792513
108年11月21日 11時27分00秒,臺南市玉井區台3線 377公里南側向外側,死亡2;受傷0,自用-小貨車(含客、貨兩用);普通重型-機車;乘客-人,120.482186,23.097396
108年11月21日 14時08分56秒,苗栗縣後龍鎮台1線109公里處往北機車道,死亡1;受傷1,普通重型-機車;普通重型-機車,120.808462,24.621031
108年11月21日 15時22分00秒,南投縣埔里鎮台14線 62公里600.0公尺處,死亡1;受傷3,自用-小客車;自用-小貨車(含客、貨兩用);乘客-人;乘客-人,120.965140,23.973307
108年11月21日 16時02分00秒,彰化縣員林市出水里出水巷64之2號前0.0公尺,死亡1;受傷0,腳踏自行車-慢車,120.544500,24.077500
108年11月21日 17時35分03秒,桃園市蘆竹區山林路2段760號前0.0公尺,死亡1;受傷1,普通重型-機車;行人-人,121.313308,25.080031
108年11月21日 22時02分50秒,新竹縣竹東鎮中興路3段73巷前0.0公尺口,死亡1;受傷1,普通重型-機車;行人-人,121.057050,24.765163
108年11月21日 22時10分00秒,臺南市安定區新吉里國道8號側車道前0.0公尺,死亡1;受傷0,普通重型-機車,120.196068,23.080966
108年11月22日 06時04分00秒,彰化縣福興鄉元中村番花路1段473號前0.0公尺前,死亡1;受傷0,自用-小客車;普通重型-機車,120.484037,24.017478
108年11月22日 13時24分11秒,花蓮縣玉里鎮永昌里中華路口 / 花蓮縣玉里鎮自強路,死亡1;受傷0,普通重型-機車;民營公車-大客車,121.316672,23.341760
108年11月22日 14時45分17秒,花蓮縣瑞穗鄉台9線 246公里300.0公尺處北側向路肩,死亡1;受傷1,普通重型-機車;乘客-人,121.382799,23.570068
108年11月22日 17時55分00秒,彰化縣北斗鎮西德里舜耕路4之32號前0.0公尺,死亡1;受傷1,行人-人;普通重型-機車;自用-大貨車,120.517636,23.866192
108年11月23日 05時49分00秒,新北市淡水區淡金路2段 / 新北市淡水區新市一路3段,死亡1;受傷1,民營客運-大客車;普通重型-機車;普通重型-機車,121.446047,25.193459
108年11月23日 09時20分00秒,南投縣國姓鄉台14線 45公里700.0公尺處附近向外側,死亡1;受傷0,普通重型-機車,120.875197,23.983476
108年11月23日 17時50分00秒,新北市汐止區新台五路2段前0.0公尺,死亡1;受傷0,營業用-大貨車;普通重型-機車,121.670913,25.066761
108年11月23日 20時30分00秒,屏東縣屏東市復興南路二段前0.0公尺北側,死亡1;受傷2,普通重型-機車;電動自行車-慢車;普通重型-機車,120.483791,22.627172
108年11月24日 08時23分00秒,臺南市鹽水區橋南里南門路8號,死亡1;受傷0,自用-小客車;行人-人;自用-小客車,120.266916,23.316211
108年11月24日 09時19分57秒,桃園市大溪區康莊路709號前0.0公尺,死亡1;受傷2,普通重型-機車;大型重型1(550C.C.以上)-機車;自用-小客車;乘客-人,121.283736,24.864498
108年11月24日 09時44分35秒,苗栗縣後龍鎮北龍里成功路與東門街口,死亡1;受傷0,自用-小客車;行人-人,120.790266,24.614873
