week,a1,a2
202101,0,3
202102,0,2
202104,0,1
202105,0,1
202107,0,2
202108,0,1
202110,0,3
202111,0,3
202112,0,3
202113,0,2
202114,0,1
202115,0,2
202116,0,4
202117,0,2
202118,0,1
202119,0,2
202121,0,1
202122,0,1
202125,0,2
