行政區,事故,死亡,受傷
西屯區,5139,24,6726
北屯區,4205,18,5738
龍井區,1218,13,1684
清水區,1182,13,1590
太平區,1979,12,2624
烏日區,1246,11,1630
大里區,2179,11,2937
東區,1604,10,2160
大雅區,1952,9,2600
沙鹿區,1899,9,2624
南屯區,2335,8,2977
霧峰區,1024,8,1401
豐原區,1373,8,1812
神岡區,656,8,903
后里區,848,7,1164
潭子區,1725,5,2319
大甲區,1058,5,1420
東勢區,378,5,462
南區,1507,5,2043
梧棲區,1211,4,1619
大肚區,463,4,619
外埔區,264,3,352
大安區,116,3,153
西區,2777,3,3756
中區,569,3,793
北區,2974,2,4030
石岡區,118,0,145
新社區,188,0,219
和平區,16,0,25
