行政區,事故,死亡,受傷
臺東市,2735,16,3183
成功鎮,153,9,170
長濱鄉,76,3,84
東河鄉,112,3,120
卑南鄉,264,3,294
太麻里鄉,191,2,225
蘭嶼鄉,81,2,101
鹿野鄉,134,2,149
海端鄉,21,1,23
達仁鄉,33,1,36
關山鎮,122,1,135
池上鄉,104,1,112
大武鄉,39,1,47
延平鄉,10,0,10
綠島鄉,63,0,74
金峰鄉,5,0,5
