行政區,事故,死亡,受傷
新莊區,3983,17,5543
板橋區,5779,14,8122
汐止區,1941,10,2544
三峽區,1295,8,1660
五股區,1762,8,2296
鶯歌區,990,8,1284
土城區,2134,8,2841
三重區,5579,8,7922
新店區,2739,7,3596
林口區,1174,5,1421
蘆洲區,2209,5,2990
淡水區,2103,5,2829
樹林區,1209,4,1674
中和區,4023,4,5349
坪林區,235,3,290
瑞芳區,202,3,264
貢寮區,55,3,69
泰山區,1433,3,1880
八里區,622,3,801
永和區,2349,2,3263
石門區,71,2,97
石碇區,148,2,182
烏來區,33,1,37
萬里區,118,1,161
金山區,128,1,163
深坑區,224,1,292
三芝區,159,1,204
雙溪區,25,0,29
平溪區,24,0,36
