行政區,事故,死亡,受傷
士林區,2112,9,2967
南港區,1135,7,1522
萬華區,1542,7,2195
中正區,2446,5,3212
大同區,1669,5,2358
內湖區,2387,5,3081
中山區,3241,5,4075
北投區,2422,5,3292
大安區,2778,4,3613
信義區,2435,3,3066
松山區,1352,3,1812
文山區,2179,2,2888
