行政區,事故,死亡,受傷
吉安鄉,1707,8,2339
新城鄉,381,6,507
富里鄉,83,6,107
花蓮市,3010,6,4067
鳳林鎮,132,6,165
秀林鄉,165,5,232
瑞穗鄉,125,4,174
光復鄉,104,4,144
玉里鎮,227,3,288
壽豐鄉,308,3,446
豐濱鄉,41,1,58
萬榮鄉,10,1,10
卓溪鄉,7,0,9
