行政區,事故,死亡,受傷
屏東市,5659,25,7891
內埔鄉,1287,15,1769
長治鄉,717,14,933
萬丹鄉,1074,12,1421
里港鄉,414,9,547
枋寮鄉,402,7,550
枋山鄉,242,7,339
萬巒鄉,237,6,311
新園鄉,582,6,768
鹽埔鄉,396,5,543
佳冬鄉,259,3,339
車城鄉,145,3,210
南州鄉,157,3,221
滿州鄉,56,3,65
新埤鄉,129,3,165
瑪家鄉,35,2,46
麟洛鄉,361,2,478
崁頂鄉,220,2,292
東港鎮,970,2,1328
九如鄉,439,2,565
潮州鎮,1160,2,1555
林邊鄉,189,1,242
恆春鎮,659,1,923
高樹鄉,250,1,327
竹田鄉,343,1,469
春日鄉,14,1,15
獅子鄉,61,0,78
來義鄉,17,0,23
琉球鄉,143,0,244
霧臺鄉,60,0,70
三地門鄉,100,0,123
牡丹鄉,16,0,20
泰武鄉,7,0,7
