行政區,事故,死亡,受傷
中壢區,11594,27,15464
蘆竹區,3617,20,4647
龍潭區,2332,17,2978
龜山區,4267,17,5542
桃園區,9672,16,12544
平鎮區,4695,14,6139
楊梅區,2947,13,3706
大園區,1899,12,2364
觀音區,1149,11,1417
大溪區,1954,10,2461
新屋區,905,10,1148
八德區,4648,9,6107
復興區,122,1,152
