行政區,事故,死亡,受傷
竹南鎮,1293,9,1721
通霄鎮,238,9,315
頭份市,1516,8,1968
苑裡鎮,521,6,690
後龍鎮,339,6,458
三灣鄉,68,5,92
獅潭鄉,34,4,36
三義鄉,139,4,202
大湖鄉,59,3,74
公館鄉,206,3,271
苗栗市,1671,2,2300
造橋鄉,84,2,107
頭屋鄉,88,2,107
西湖鄉,29,1,36
南庄鄉,39,1,52
銅鑼鄉,183,1,232
泰安鄉,6,0,10
卓蘭鎮,53,0,67
