發生時間,發生地點,死亡受傷人數,車種
106年07月17日 14時11分00秒,新北市三峽區中正路3段前0.0公尺,死亡1;受傷0,普通重型-機車
106年07月17日 14時31分16秒,桃園市大園區民生南路167巷與民安路口,死亡1;受傷0,普通重型-機車;自用-大貨車
106年07月17日 15時57分00秒,嘉義縣溪口鄉國道1號 253公里500.0公尺處南向外側,死亡1;受傷0,營業用-半聯結車;自用-小客車
106年07月17日 19時50分00秒,南投縣水里鄉農富村中正路南側 / 南投縣水里鄉農富村民權路口,死亡1;受傷0,普通重型-機車
106年07月17日 21時26分00秒,新北市板橋區大觀路1段38巷200弄12號前0.0公尺,死亡1;受傷0,普通重型-機車;營業用-大貨車
106年07月18日 10時37分07秒,新竹縣湖口鄉明德街293號旁河堤道路(路燈編號04033),死亡1;受傷0,普通重型-機車
106年07月18日 13時10分00秒,臺中市太平區新興里新興路133號前0.0公尺,死亡1;受傷1,自用-小客車;普通重型-機車;普通重型-機車;自用-小客車
106年07月18日 15時54分44秒,桃園市龜山區東萬壽路688號前0.0公尺,死亡1;受傷1,自用-大貨車;普通重型-機車;乘客-人
106年07月18日 15時55分00秒,臺北市大同區重慶北路2段 / 臺北市大同區重慶北路2段,死亡1;受傷0,計程車-小客車;行人-人
106年07月19日 07時23分00秒,新北市萬里區台2線 47公里300.0公尺處北向其他,死亡1;受傷0,普通重型-機車
106年07月19日 08時15分00秒,臺北市士林區仰德大道3段前0.0公尺,死亡4;受傷11,自用-大貨車;自用-小客車;自用-小客車;自用-小客車;自用-小客車;自用-小客車;自用-小客車;自用-小客車;自用-小客車;普通重型-機車;普通重型-機車;普通重型-機車;普通重型-機車;普通重型-機車;普通重型-機車;普通重型-機車;自用-小貨車(含客、貨兩用);自用-小貨車(含客、貨兩用);普通重型-機車;乘客-人;乘客-人;乘客-人;乘客-人;乘客-人;乘客-人
106年07月19日 11時50分54秒,基隆市暖暖區南榮路(八堵隧道口),死亡1;受傷1,自用-小貨車(含客、貨兩用);乘客-人
106年07月19日 15時01分00秒,桃園市中壢區國道1號 56公里500.0公尺處南,死亡1;受傷1,自用-小客車;自用-小貨車(含客、貨兩用);自用-大貨車;乘客-人
106年07月19日 17時10分23秒,南投縣竹山鎮延豐路,死亡1;受傷0,普通重型-機車
106年07月19日 19時16分15秒,嘉義縣新港鄉新港鄉海瀛村產業道路-海瀛村035之電線桿,死亡1;受傷0,自用-小客車;行人-人
106年07月20日 02時43分00秒,高雄市仁武區村高楠公路7186燈號前0.0公尺,死亡1;受傷0,普通重型-機車
106年07月20日 08時10分00秒,桃園市觀音區新生路364號前,死亡1;受傷0,自用-大貨車;普通重型-機車
106年07月20日 08時58分00秒,桃園市大園區華興路一段前0.0公尺,死亡1;受傷0,普通重型-機車
106年07月20日 17時54分00秒,臺中市龍井區麗水里龍港路176號前0.0公尺,死亡1;受傷0,自用-小客車;行人-人
106年07月20日 23時10分00秒,屏東縣枋寮鄉古華幹47號電桿前,死亡2;受傷0,普通重型-機車;乘客-人
106年07月21日 02時02分00秒,臺南市佳里區東寧里新生路308號前0.0公尺,死亡1;受傷0,自用-小客車
106年07月21日 07時15分00秒,屏東縣萬丹鄉磚寮村大昌路793號西側,死亡1;受傷1,普通輕型-機車;普通重型-機車
106年07月21日 07時52分00秒,高雄市大寮區村縣一八八道路前0.0公尺,死亡1;受傷1,普通重型-機車;普通重型-機車
106年07月21日 11時31分00秒,臺中市大雅區四德里中清路三段前0.0公尺,死亡1;受傷0,營業用-大貨車;普通重型-機車
106年07月21日 16時40分48秒,臺東縣關山鎮台9線 335公里100.0公尺處北,死亡1;受傷0,普通重型-機車;民營公車-大客車
106年07月21日 17時42分00秒,臺南市安南區安明路與海尾路口,死亡1;受傷1,普通重型-機車;自用-小客車
106年07月21日 22時20分00秒,彰化縣彰化市國聖里中山路3段895號前0.0公尺前,死亡1;受傷0,普通重型-機車;營業用-大貨車
106年07月22日 16時30分11秒,桃園市新屋區後湖里三民路1段南側 / 桃園市新屋區後湖里三民路1段,死亡1;受傷0,普通重型-機車;農耕用車(或機械)-其他車
106年07月22日 23時05分00秒,新北市淡水區淡金路4段211號前0.0公尺,死亡1;受傷0,行人-人;自用-小客車
106年07月23日 02時18分00秒,高雄市苓雅區村四維二路 / 高雄市苓雅區民權一路,死亡1;受傷2,普通重型-機車;計程車-小客車;乘客-人
106年07月23日 16時10分00秒,臺南市楠西區台3線 370公里100.0公尺處南向外側,死亡1;受傷1,普通重型-機車;大型重型1(550C.C.以上)-機車
106年07月23日 18時47分00秒,南投縣名間鄉大廈巷18之3號前,死亡1;受傷0,普通重型-機車;自用-小客車
106年07月24日 12時15分00秒,高雄市前鎮區村一心一路 / 高雄市前鎮區光華三路,死亡1;受傷0,普通輕型-機車;營業用-大貨車
106年07月24日 13時32分00秒,彰化縣鹿港鎮永安里鹿東路54號前0.0公尺,死亡1;受傷1,自用-小貨車(含客、貨兩用);腳踏自行車-慢車;自用-小貨車(含客、貨兩用);普通重型-機車;普通重型-機車;普通重型-機車;普通重型-機車;普通重型-機車;自用-小客車
106年07月24日 16時28分00秒,臺中市太平區宜昌里宜昌路375巷前0.0公尺,死亡1;受傷0,自用-小客車;普通重型-機車
106年07月24日 19時00分03秒,臺中市梧棲區中一路,死亡1;受傷0,自用-小客車;普通重型-機車
106年07月25日 02時45分49秒,桃園市桃園區復興路150號北側,死亡1;受傷0,行人-人;自用-小貨車(含客、貨兩用)
106年07月25日 04時15分00秒,桃園市平鎮區國道1號 63公里北向外側,死亡2;受傷2,營業用-半聯結車;營業用-全聯結車;其他人-人;自用-小貨車(含客、貨兩用);乘客-人
106年07月25日 06時00分00秒,臺北市南港區忠孝東路6段 / 臺北市南港區忠孝東路6段,死亡1;受傷0,腳踏自行車-慢車;營業用-大貨車
106年07月25日 15時58分00秒,花蓮縣花蓮市中山路一段東側 / 花蓮縣花蓮市中山路一段,死亡1;受傷0,普通重型-機車;自用-小客車
106年07月25日 23時53分51秒,花蓮縣吉安鄉南濱路一段西側 / 花蓮縣吉安鄉東海十街,死亡1;受傷1,普通重型-機車;自用-小客車;乘客-人
106年07月26日 16時08分00秒,高雄市前鎮區國道1號 373公里300.0公尺處南向外側,死亡1;受傷0,營業用-半聯結車;營業用-半聯結車
106年07月27日 08時53分00秒,新竹市東區北大路72號,死亡1;受傷0,自用-小客車;普通輕型-機車
106年07月27日 10時20分00秒,高雄市鼓山區村旗津三路030燈號前0.0公尺,死亡1;受傷0,普通輕型-機車;自用-小客車
106年07月27日 14時46分00秒,桃園市大園區和平西路一段447號前0.0公尺,死亡1;受傷1,行人-人;營業用-小貨車(含客、貨兩用)
106年07月27日 21時30分00秒,新北市中和區新北環快道路前0.0公尺,死亡1;受傷1,大型重型1(550C.C.以上)-機車;乘客-人
106年07月28日 02時44分00秒,高雄市路竹區村中山南路 / 高雄市路竹區北嶺二路,死亡1;受傷1,自用-小客車;普通重型-機車;自用-小客車
106年07月28日 08時20分00秒,雲林縣虎尾鎮東仁里林森路一段157巷口,死亡1;受傷1,腳踏自行車-慢車;普通重型-機車
106年07月28日 09時20分00秒,臺南市仁德區中正西路二行高幹100左5左9,死亡1;受傷0,自用-小客車;營業用-曳引車
106年07月28日 16時24分00秒,臺南市東區中華東路東側 / 臺南市東區東門路,死亡1;受傷0,營業用-半聯結車;腳踏自行車-慢車
106年07月29日 02時30分59秒,臺南市南區興南街東側 / 臺南市南區濱南路,死亡1;受傷0,自用-小貨車(含客、貨兩用);普通重型-機車;自用-小客車
106年07月29日 06時00分26秒,桃園市八德區龍友里龍南路360號前0.0公尺,死亡1;受傷0,自用-小客車;腳踏自行車-慢車
106年07月29日 06時14分00秒,臺北市士林區通河東街2段前0.0公尺,死亡1;受傷1,普通重型-機車;行人-人
106年07月29日 13時26分00秒,花蓮縣秀林鄉台9線 161公里500.0公尺處南向中線,死亡1;受傷5,自用-小客車;自用-小客車;乘客-人;乘客-人;乘客-人;乘客-人
106年07月30日 06時28分00秒,新竹縣寶山鄉國道3號 97公里900.0公尺處南向中線,死亡1;受傷0,自用-小客車
106年07月31日 07時59分00秒,雲林縣虎尾鎮惠來里惠來146-8號前,死亡1;受傷0,普通重型-機車
106年07月31日 14時38分00秒,桃園市龜山區南上路南側 / 桃園市龜山區南祥路,死亡1;受傷0,營業用-大貨車;行人-人
106年07月31日 18時13分56秒,雲林縣元長鄉客厝村145公路振興60號南側,死亡1;受傷1,自用-小客車;自用-小客車;自用-小貨車(含客、貨兩用)
106年07月31日 18時27分00秒,高雄市阿蓮區村建國路停車場號前0.0公尺,死亡1;受傷1,自用-小客車;自用-小客車;自用-小客車
106年08月01日 08時50分00秒,臺中市南區樹義里樹義路前0.0公尺,死亡1;受傷0,普通重型-機車;計程車-小客車
106年08月02日 04時24分00秒,新北市三峽區介壽路前0.0公尺,死亡1;受傷0,自用-小貨車(含客、貨兩用);普通重型-機車
106年08月02日 06時50分00秒,高雄市前金區村河南二路129號前0.0公尺,死亡1;受傷0,普通重型-機車
106年08月02日 14時08分00秒,高雄市苓雅區村建國一路 / 高雄市苓雅區大順三路,死亡1;受傷0,自用-小貨車(含客、貨兩用);腳踏自行車-慢車
106年08月02日 14時50分00秒,新北市新莊區重新堤外道路前0.0公尺,死亡1;受傷1,自用-小客車;動力機械-其他車;乘客-人
106年08月03日 07時13分00秒,宜蘭縣五結鄉五結中路二段西側 / 宜蘭縣五結鄉大吉五路,死亡1;受傷1,普通重型-機車;其他特種車-特種車;乘客-人
106年08月03日 07時33分45秒,桃園市八德區瑞發里介壽路二段東側 / 桃園市八德區瑞發里介壽路二段,死亡1;受傷0,普通輕型-機車;遊覽車-大客車;自用-小客車;自用-小客車
106年08月03日 09時35分07秒,雲林縣水林鄉水南村產業道路口西側 / 雲林縣水林鄉水南村產業道路口,死亡1;受傷0,自用-小客車;普通重型-機車
106年08月04日 06時42分00秒,桃園市平鎮區中豐路南側 / 桃園市平鎮區延平路,死亡1;受傷1,普通重型-機車;自用-小客車;乘客-人
106年08月04日 09時13分00秒,彰化縣彰化市平和里金馬路3段 / 彰化縣彰化市平和里中華西路,死亡1;受傷0,普通重型-機車;自用-小貨車(含客、貨兩用)
106年08月04日 19時42分00秒,高雄市林園區村中厝路84號前0.0公尺前,死亡1;受傷1,普通重型-機車;普通重型-機車
106年08月04日 21時38分44秒,臺南市歸仁區大廟里大廟1街141號東側,死亡1;受傷0,自用-小客車;腳踏自行車-慢車
106年08月04日 21時49分00秒,屏東縣萬丹鄉萬後村西環路與和平西路口,死亡3;受傷6,自用-小貨車(含客、貨兩用);自用-小客車;自用-小客車;乘客-人;乘客-人;乘客-人;乘客-人;乘客-人;乘客-人
106年08月05日 11時50分00秒,南投縣埔里鎮泰安里和平東路307號前0.0公尺,死亡1;受傷1,自用-小客車;乘客-人
106年08月05日 13時10分30秒,臺東縣鹿野鄉鹿野村中華路一段前0.0公尺南側,死亡1;受傷0,普通重型-機車;自用-小客車
106年08月05日 21時15分00秒,臺中市北屯區仁美里崇德路三段前0.0公尺,死亡1;受傷0,自用-小客車;腳踏自行車-慢車
106年08月06日 01時02分56秒,苗栗縣後龍鎮國道3號 125公里南向外側,死亡1;受傷0,自用-大貨車;營業用-半聯結車
106年08月06日 08時49分46秒,花蓮縣瑞穗鄉中正北路二段30之8號前0.0公尺南側,死亡1;受傷1,行人-人;普通重型-機車
106年08月06日 09時45分00秒,新竹縣新埔鎮關埔路雲東段前0.0公尺,死亡1;受傷0,自用-小客車;普通重型-機車
106年08月06日 16時23分00秒,桃園市復興區爺亨道路東側,死亡1;受傷0,自用-大貨車
106年08月07日 01時06分56秒,臺南市安南區安中路南側 / 臺南市安南區安明路,死亡1;受傷0,普通重型-機車
106年08月07日 03時50分00秒,屏東縣萬巒鄉民和路(五溝水高幹8-2號電桿)四溝水往萬巒方向,死亡1;受傷0,普通重型-機車
106年08月07日 06時33分00秒,屏東縣屏東市棒球路182號,死亡1;受傷0,自用-小客車;行人-人
106年08月07日 06時38分00秒,彰化縣社頭鄉美雅村中山路1段 / 彰化縣社頭鄉美雅村員集路1段,死亡1;受傷1,腳踏自行車-慢車;營業用-大貨車
106年08月07日 06時50分00秒,臺東縣臺東市臨海路三段東側 / 臺東縣臺東市臨海路三段,死亡1;受傷1,自用-大貨車;普通重型-機車;乘客-人
106年08月07日 08時07分29秒,臺南市山上區台20線與178線路口,死亡1;受傷0,自用-大貨車;普通重型-機車
106年08月07日 09時39分59秒,花蓮縣玉里鎮縣193線 107公里600.0公尺處北向外側,死亡1;受傷1,普通重型-機車;自用-小貨車(含客、貨兩用)
106年08月07日 10時53分00秒,新竹市香山區國道3號 108公里南,死亡1;受傷5,營業用-半聯結車;警備車-特種車;自用-小貨車(含客、貨兩用);其他特種車-特種車;其他人-人;乘客-人;乘客-人;乘客-人
106年08月07日 22時20分32秒,苗栗縣頭份市自強路二段217號前,死亡1;受傷0,普通重型-機車
106年08月08日 07時30分00秒,高雄市三民區吉林街 / 高雄市三民區察哈爾一街,死亡1;受傷1,自用-小客車;普通重型-機車;乘客-人
106年08月08日 09時34分00秒,臺中市北區頂厝里崇德路一段前0.0公尺,死亡1;受傷2,普通重型-機車;普通重型-機車;普通重型-機車;乘客-人
106年08月08日 14時10分29秒,臺南市白河區玉豐里南89線3.5公里處(玉豐高幹97右1),死亡1;受傷0,普通重型-機車;自用-小貨車(含客、貨兩用)
106年08月08日 14時29分00秒,臺東縣臺東市豐谷南路57號前0.0公尺,死亡1;受傷1,營業用-曳引車;普通重型-機車;乘客-人
106年08月09日 07時00分00秒,臺中市清水區菁埔里中華北路前0.0公尺,死亡1;受傷0,普通重型-機車
106年08月09日 10時00分00秒,雲林縣虎尾鎮墾地里科十一30電桿旁路口,死亡1;受傷2,計程車-小客車;普通重型-機車;乘客-人;乘客-人;乘客-人
106年08月09日 12時15分26秒,桃園市中壢區中央里元化路119號,死亡1;受傷1,普通重型-機車;普通重型-機車
106年08月09日 12時47分00秒,桃園市楊梅區國道1號 71公里500.0公尺處北向中內,死亡1;受傷0,自用-小貨車(含客、貨兩用)
106年08月09日 13時30分00秒,臺東縣臺東市知本路二段51號,死亡1;受傷0,自用-小客車
106年08月09日 13時41分00秒,苗栗縣頭份市中華路1453號前,死亡1;受傷0,自用-小客車;普通重型-機車
106年08月09日 17時10分14秒,臺南市後壁區南80線3.2公里,死亡1;受傷0,普通重型-機車;自用-小貨車(含客、貨兩用)
106年08月09日 20時13分15秒,雲林縣西螺鎮福田里市場北路(福田線7號東2號電桿),死亡1;受傷0,自用-小客車;普通重型-機車
106年08月10日 07時25分14秒,桃園市蘆竹區國道1號 51公里南向輔助,死亡1;受傷3,營業用-曳引車;自用-小客車;自用-小客車;自用-小客車;乘客-人
106年08月10日 16時55分00秒,高雄市阿蓮區復安里台十九甲路 / 高雄市阿蓮區產業道路,死亡1;受傷2,自用-小客車;普通重型-機車;普通重型-機車;其他人-人;其他人-人;其他人-人
106年08月10日 19時20分00秒,宜蘭縣冬山鄉三奇村成興路810號前10.0公尺東側,死亡1;受傷2,自用-小客車;自用-小客車;乘客-人
106年08月11日 05時10分29秒,臺南市白河區白河里中山路308號前,死亡1;受傷0,行人-人;自用-小客車
106年08月11日 10時11分00秒,嘉義市西區中正路 / 嘉義市西區西門街,死亡1;受傷1,營業用-小貨車(含客、貨兩用);普通重型-機車;乘客-人
106年08月11日 12時43分24秒,雲林縣土庫鎮興新里145公路土商94電桿前,死亡1;受傷0,普通重型-機車
106年08月11日 17時27分00秒,雲林縣土庫鎮光榮路二段與南平里產業道路路口,死亡1;受傷0,普通重型-機車;自用-小客車
106年08月11日 18時47分00秒,高雄市左營區村華夏路712號前0.0公尺,死亡1;受傷1,普通重型-機車;行人-人
106年08月11日 22時00分00秒,南投縣草屯鎮平林里平峰路,死亡1;受傷0,普通重型-機車
106年08月12日 12時12分39秒,宜蘭縣三星鄉雙賢村三星路六段北側 / 宜蘭縣三星鄉雙賢村忠平路,死亡1;受傷0,普通重型-機車;民營公車-大客車
106年08月12日 15時20分12秒,臺南市安平區永華路2段東側 / 臺南市安平區平豐路,死亡1;受傷1,普通重型-機車;民營公車-大客車;乘客-人
106年08月12日 16時55分00秒,雲林縣斗六市雲林路二段與雲林路二段81巷,死亡1;受傷1,普通重型-機車;大型重型1(550C.C.以上)-機車
106年08月12日 18時40分00秒,屏東縣鹽埔鄉民治路(高朗高幹69)往繁華方向,死亡1;受傷1,行人-人;自用-小客車;乘客-人
106年08月12日 23時19分00秒,花蓮縣玉里鎮台9線 293公里800.0公尺處向外側,死亡1;受傷0,自用-小客車;行人-人
106年08月13日 00時58分00秒,屏東縣竹田鄉竹南村水源路南側,死亡1;受傷0,普通重型-機車
106年08月13日 02時50分00秒,新北市五股區疏洪一路前0.0公尺,死亡1;受傷0,普通重型-機車
106年08月13日 06時30分00秒,彰化縣田中鎮香山里山腳路1段229號前0.0公尺,死亡1;受傷0,自用-小客車;普通重型-機車
106年08月13日 06時59分00秒,臺中市東勢區中嵙里東坑路663巷前0.0公尺,死亡1;受傷0,自用-小客車;普通輕型-機車
106年08月13日 07時28分00秒,臺南市永康區?行里中正北路東側 / 臺南市永康區?行里中正北路,死亡1;受傷0,自用-小客車;普通重型-機車
106年08月13日 09時55分30秒,南投縣南投市東山里東山路北側 / 南投縣南投市東山里東山路,死亡1;受傷0,普通重型-機車;營業用-曳引車
106年08月13日 12時46分00秒,臺北市中正區重慶南路1段130號前0.0公尺,死亡1;受傷0,自用-小貨車(含客、貨兩用);普通重型-機車
106年08月13日 13時36分00秒,新竹市香山區中華路5段東側 / 新竹市香山區西濱公路,死亡1;受傷1,普通重型-機車;乘客-人
106年08月13日 14時45分00秒,嘉義縣布袋鎮台17線 125公里200.0公尺處北向外側,死亡1;受傷0,自用-小客車
106年08月13日 20時50分00秒,高雄市左營區村後昌路695號前0.0公尺,死亡1;受傷1,普通重型-機車;自用-小客車;自用-小客車
106年08月14日 08時40分00秒,高雄市大社區村經建路56區0005-02號前0.0公尺,死亡1;受傷0,營業用-曳引車;普通重型-機車
106年08月14日 15時30分57秒,屏東縣新園鄉巖仔路與舊鐵道路口,死亡1;受傷1,普通重型-機車;自用-小客車
106年08月14日 16時29分30秒,新竹縣關西鎮縣118線39公里處,死亡1;受傷0,自用-小客車;行人-人;乘客-人;乘客-人
106年08月14日 19時11分00秒,宜蘭縣冬山鄉冬山路一段西側 / 宜蘭縣冬山鄉東福路,死亡1;受傷0,普通重型-機車;營業用-曳引車
106年08月14日 21時15分00秒,花蓮縣新城鄉台9線 188公里300.0公尺處北向外側,死亡1;受傷0,自用-小客車
106年08月14日 21時22分00秒,臺南市佳里區安西里176線9.7公里處【佳七高幹92電線桿】,死亡1;受傷0,普通重型-機車
106年08月15日 01時05分00秒,彰化縣員林市三和里大同路1段 / 彰化縣員林市三和里成功路,死亡1;受傷0,自用-小客車;普通重型-機車;普通重型-機車
106年08月15日 05時52分18秒,苗栗縣造橋鄉國道1號 118公里300.0公尺處南向外側,死亡1;受傷2,營業用-大貨車;自用-小貨車(含客、貨兩用);自用-大貨車;自用-小貨車(含客、貨兩用);動力機械-其他車;自用-小貨車(含客、貨兩用);自用-小貨車(含客、貨兩用);其他人-人;其他人-人
106年08月15日 08時44分45秒,桃園市大溪區康莊路五段166號,死亡1;受傷0,普通重型-機車;自用-大貨車
106年08月15日 09時05分00秒,新北市土城區中央路4段前0.0公尺,死亡1;受傷1,行人-人;普通重型-機車
106年08月15日 10時32分00秒,嘉義縣義竹鄉縣163線 27公里200.0公尺處北向外側,死亡1;受傷0,普通重型-機車
106年08月16日 00時29分50秒,高雄市旗山區國道10號 21公里400.0公尺處東向內側,死亡1;受傷2,自用-小貨車(含客、貨兩用);自用-小客車;自用-小貨車(含客、貨兩用)
106年08月16日 15時22分22秒,宜蘭縣三星鄉大洲村大洲路西側 / 宜蘭縣三星鄉五分路一段,死亡1;受傷1,普通重型-機車;自用-小客車;乘客-人;乘客-人
106年08月16日 17時33分00秒,桃園市蘆竹區八德一路西側 / 桃園市蘆竹區八德二路,死亡1;受傷0,自用-小客車;普通重型-機車
106年08月16日 21時28分00秒,臺南市北區海安路與和緯路口,死亡1;受傷1,自用-小客車;普通重型-機車;乘客-人
106年08月17日 14時54分00秒,桃園市中壢區過嶺里民族路6段576巷99號,死亡1;受傷0,普通重型-機車
106年08月17日 17時06分00秒,彰化縣芬園鄉嘉興村嘉東街 / 彰化縣芬園鄉嘉興村嘉中街,死亡1;受傷0,普通重型-機車;自用-小客車
106年08月17日 18時15分38秒,臺南市佳里區安西里佳南路與復興路路口,死亡1;受傷1,電動自行車-慢車;自用-小客車
106年08月18日 15時26分00秒,臺南市歸仁區台39線南丁路359巷口,死亡1;受傷1,普通重型-機車;自用-小客車
106年08月19日 06時59分00秒,新北市三重區自強路 / 新北市三重區安慶街,死亡1;受傷1,普通重型-機車;普通重型-機車
106年08月19日 10時56分00秒,高雄市橋頭區村甲昌路 / 高雄市橋頭區甲典路,死亡1;受傷0,自用-小貨車(含客、貨兩用);普通重型-機車
106年08月20日 07時48分00秒,臺東縣臺東市豐谷北路223號,死亡1;受傷0,自用-小貨車(含客、貨兩用)
106年08月20日 09時50分00秒,新北市石碇區台9線 20公里900.0公尺處北向其他,死亡1;受傷0,大型重型1(550C.C.以上)-機車
106年08月20日 21時58分00秒,高雄市小港區中安路前0.0公尺,死亡1;受傷1,自用-小客車;普通重型-機車;乘客-人
106年08月20日 23時59分21秒,雲林縣土庫鎮大屯69電桿前,死亡1;受傷0,普通重型-機車;自用-小客車
106年08月21日 05時30分29秒,南投縣竹山鎮中和里中和路南雲交流道引道300公尺與投48線交叉路口處,死亡1;受傷1,普通重型-機車;自用-大貨車;乘客-人
106年08月21日 08時48分00秒,桃園市桃園區大興西路三段北側 / 桃園市桃園區文中路,死亡1;受傷0,營業用-曳引車;腳踏自行車-慢車
106年08月21日 10時35分37秒,桃園市大溪區康莊路645號前0.0公尺,死亡1;受傷0,普通重型-機車
106年08月21日 11時40分00秒,新北市中和區員山路517號前0.0公尺,死亡1;受傷0,行人-人;自用-曳引車
106年08月22日 09時38分00秒,彰化縣芳苑鄉三合村斗苑路三合段 / 彰化縣芳苑鄉三合村斗苑路三合段,死亡1;受傷0,普通輕型-機車;自用-小客車
106年08月22日 20時54分43秒,花蓮縣秀林鄉台9線 159公里900.0公尺處北向外側,死亡1;受傷1,自用-小貨車(含客、貨兩用);乘客-人
106年08月22日 22時12分41秒,南投縣草屯鎮復興里碧山路734之1號,死亡1;受傷0,普通重型-機車;自用-小客車
106年08月23日 14時25分00秒,屏東縣屏東市斯文里忠孝路146-6號,死亡1;受傷0,自用-小貨車(含客、貨兩用);電動輔助自行車-慢車
106年08月23日 14時25分20秒,臺南市仁德區中生里中洲85號,死亡1;受傷0,自用-大貨車;普通重型-機車
106年08月23日 16時05分00秒,桃園市楊梅區永寧里校前路409號,死亡1;受傷0,遊覽車-大客車;行人-人;自用-大貨車
106年08月24日 00時28分00秒,高雄市林園區東林西路 / 高雄市林園區仁愛路,死亡1;受傷0,營業用-小貨車(含客、貨兩用);普通重型-機車
106年08月24日 07時40分08秒,臺中市西屯區科園路西向東。路燈桿R20燈桿前,死亡1;受傷0,普通重型-機車
106年08月25日 00時05分00秒,桃園市龍潭區國道3號 67公里600.0公尺處北向中線,死亡1;受傷2,自用-小客車;自用-小貨車(含客、貨兩用);乘客-人
106年08月25日 08時20分00秒,高雄市美濃區村中華路電桿美濃65號前0.0公尺前,死亡1;受傷2,自用-小客車;自用-小貨車(含客、貨兩用);自用-小客車;乘客-人
106年08月25日 12時30分40秒,苗栗縣苑裡鎮房裡里中山路與苗140線路路口,死亡1;受傷2,自用-小客車;普通重型-機車;普通重型-機車
106年08月25日 15時20分10秒,花蓮縣玉里鎮台9線 287公里400.0公尺處北向外側,死亡1;受傷0,普通重型-機車
106年08月26日 01時07分49秒,新竹縣芎林鄉富林路一段424巷口對面車道(芎林往秀湖方向),死亡1;受傷0,普通重型-機車
106年08月26日 09時12分00秒,彰化縣伸港鄉溪底村興工路61號前0.0公尺前,死亡1;受傷0,營業用-小貨車(含客、貨兩用);普通重型-機車
106年08月26日 21時42分00秒,彰化縣大村鄉新興村大溪路前0.0公尺,死亡1;受傷0,自用-小貨車(含客、貨兩用);普通重型-機車
106年08月27日 08時25分00秒,屏東縣崁頂鄉越溪村中正路860號,死亡1;受傷1,普通重型-機車;自用-小客車;自用-小客車
106年08月27日 21時16分00秒,新北市樹林區三興路77-對面號前0.0公尺,死亡1;受傷0,普通重型-機車
106年08月28日 07時30分00秒,臺南市學甲區台19線 113公里800.0公尺處南,死亡1;受傷0,普通重型-機車
106年08月28日 10時04分09秒,臺南市仁德區仁義里中山路北側 / 臺南市仁德區仁義里中山路,死亡1;受傷0,普通重型-機車;自用-大貨車
106年08月28日 10時10分00秒,臺南市學甲區慈福里中華路學環高幹32號電線桿前,死亡1;受傷0,普通重型-機車
106年08月28日 16時12分00秒,臺南市南區新都路436巷東側,死亡1;受傷0,自用-小客車;普通重型-機車
106年08月29日 08時28分00秒,南投縣南投市育樂街與信義街口,死亡1;受傷0,營業用-大貨車;電動自行車-慢車
106年08月29日 08時40分00秒,宜蘭縣羅東鎮光榮路前0.0公尺,死亡1;受傷0,自用-小貨車(含客、貨兩用);普通重型-機車
106年08月29日 09時26分00秒,臺南市安南區本田路三段東側 / 臺南市安南區本淵路,死亡1;受傷0,營業用-曳引車;普通重型-機車
106年08月29日 18時46分00秒,桃園市龜山區大同路與永和街福德巷口(S106080351;龜山所),死亡1;受傷0,自用-小客車;行人-人
106年08月30日 06時10分00秒,基隆市七堵區明德一路 / 基隆市七堵區崇孝街,死亡1;受傷0,計程車-小客車;行人-人
106年08月30日 06時30分00秒,臺北市士林區基河路 / 臺北市士林區基河路,死亡1;受傷0,民營公車-大客車;普通重型-機車
106年08月30日 06時36分00秒,高雄市楠梓區加昌路 / 高雄市楠梓區後勁西路,死亡2;受傷0,自用-小貨車(含客、貨兩用);行人-人;行人-人
106年08月30日 06時52分09秒,南投縣仁愛鄉台14線73.3K,死亡1;受傷1,普通重型-機車;營業用-大貨車;乘客-人
106年08月30日 09時21分00秒,新北市五股區成泰路1段 / 新北市五股區中興路3段,死亡1;受傷0,營業用-曳引車;普通重型-機車
106年08月30日 18時48分00秒,新北市瑞芳區魚桀魚坑路181之3號前0.0公尺,死亡1;受傷0,普通重型-機車;自用-小貨車(含客、貨兩用)
106年08月31日 13時08分00秒,桃園市桃園區介壽路與保羅街路口,死亡1;受傷0,自用-小客車;普通重型-機車;自用-小客車
106年08月31日 13時20分00秒,屏東縣枋山鄉台1線 450公里800.0公尺處南向外側,死亡2;受傷0,自用-小客車;乘客-人
106年08月31日 14時18分00秒,高雄市大樹區井腳路 / 高雄市大樹區井腳路,死亡1;受傷0,自用-小客車;普通重型-機車
106年08月31日 15時20分57秒,南投縣埔里鎮泰安里和平東路西側 / 南投縣埔里鎮泰安里民族路,死亡1;受傷1,自用-小貨車(含客、貨兩用);自用-小貨車(含客、貨兩用);自用-小客車;乘客-人
106年08月31日 16時38分06秒,桃園市龜山區青山路前0.0公尺東側,死亡1;受傷2,自用-小客車;普通重型-機車;普通重型-機車
106年08月31日 19時10分00秒,雲林縣麥寮鄉新吉村六輕聯絡道,死亡1;受傷0,自用-小客車;行人-人
106年08月31日 21時23分11秒,花蓮縣吉安鄉海岸路東側 / 花蓮縣吉安鄉南海一街,死亡1;受傷0,普通重型-機車
106年09月01日 03時00分11秒,雲林縣口湖鄉港東村台61線北上245公里600公尺處,死亡1;受傷0,自用-小貨車(含客、貨兩用);營業用-曳引車
106年09月01日 05時02分00秒,臺北市萬華區艋舺大道214號前0.0公尺,死亡1;受傷0,普通重型-機車;營業用-曳引車
