week,a1,a2
202101,0,1
202102,0,1
202103,0,2
202105,0,1
202106,0,1
202107,0,2
202109,0,3
202110,0,2
202113,0,1
202114,0,1
202119,0,4
202120,0,1
202121,0,2
202123,0,3
