2023,1,20230108,124000,A2,基隆市警察局,基隆市中山區中山二路117號前0.0公尺,晴,日間自然光線,市區道路,50,單路部分,直路,路段,慢車道,柏油,乾燥,無缺陷,無障礙物,良好,良好,無號誌,無號誌,無,無分向設施,車道線(無標記),快慢車道分隔線,無,車與車,追撞,駕駛人,未保持行車安全距離,死亡0;受傷2,1,機車,普通重型,女,46,戴安全帽或繫安全帶(使用幼童安全椅),未使用,車的狀態,向前直行中,機車,前車頭,機車,前車頭,駕駛人,未保持行車安全距離,否,121.739684,25.140363
2023,1,20230117,082000,A2,基隆市警察局,基隆市中山區中山二路85號前0.0公尺,雨,日間自然光線,市區道路,50,單路部分,直路,路段,慢車道,柏油,濕潤,無缺陷,無障礙物,良好,良好,無號誌,無號誌,行車分向線,附標記,車道線(附標記),快慢車道分隔線,無,車與車,其他,駕駛人,變換車道或方向不當,死亡0;受傷1,1,機車,普通重型,女,71,戴安全帽或繫安全帶(使用幼童安全椅),未使用,車的狀態,插入行列,機車,左側車身,機車,左側車身,駕駛人,變換車道或方向不當,否,121.739565,25.139767
