2023,1,20230110,131600,A2,花蓮縣警察局,"花蓮縣玉里鎮台9線 265公里400.0公尺處",陰,日間自然光線,省道,60,單路部分,直路,路段,路肩、路緣,柏油,乾燥,無缺陷,無障礙物,良好,良好,無號誌,無號誌,雙向禁止超車線,附標記,未繪設車道線,快慢車道分隔線,有,汽(機)車本身,衝出路外,駕駛人,未注意車前狀態,死亡0;受傷3,1,小客車,自用,女,71,戴安全帽或繫安全帶(使用幼童安全椅),未使用,車的狀態,向前直行中,汽車,右前車頭(身),,,駕駛人,未注意車前狀態,否,121.352067,23.435190
2023,1,20230122,032500,A2,花蓮縣警察局,花蓮縣玉里鎮三民152號前,陰,夜間(或隧道、地下道、涵洞)有照明,省道,50,單路部分,直路,路段,快車道,柏油,乾燥,無缺陷,無障礙物,良好,良好,無號誌,無號誌,雙向禁止超車線,無標記,未繪設車道線,快慢車道分隔線,有,車與車,同向擦撞,駕駛人,未注意車前狀態,死亡0;受傷4,1,小客車,自用,男,41,戴安全帽或繫安全帶(使用幼童安全椅),未使用,車的狀態,向前直行中,汽車,右前車頭(身),,,駕駛人,未注意車前狀態,否,121.350789,23.433282
