2023,2,20230203,112611,A2,宜蘭縣政府警察局,宜蘭縣蘇澳鎮中山路1段366號前0.0公尺,晴,日間自然光線,省道,50,單路部分,其他,其他,其他,柏油,乾燥,無缺陷,無障礙物,良好,良好,閃光號誌,正常,雙向禁止超車線,附標記,車道線(附標記),未繪設快慢車道分隔線,有,車與車,其他,其他,不明原因肇事,死亡0;受傷1,1,小客車,自用,女,44,戴安全帽或繫安全帶(使用幼童安全椅),未使用,車的狀態,右轉彎,汽車,右前車頭(身),,,其他,不明原因肇事,否,121.835464,24.596358
2023,1,20230112,192009,A2,宜蘭縣政府警察局,"宜蘭縣蘇澳鎮志成路口 / 宜蘭縣蘇澳鎮志成路",晴,夜間(或隧道、地下道、涵洞)有照明,市區道路,50,交岔路,四岔路,交叉路口,交叉路口內,柏油,乾燥,無缺陷,無障礙物,良好,良好,無號誌,無號誌,無,無分向設施,未繪設車道線,未繪設快慢車道分隔線,無,車與車,側撞,駕駛人,未依規定讓車,死亡0;受傷1,1,小客車,自用,男,35,戴安全帽或繫安全帶(使用幼童安全椅),未使用,車的狀態,左轉彎,汽車,右側車身,,,駕駛人,未依規定讓車,否,121.839237,24.594435
