week,a1,a2
202053,0,1
202101,0,2
202102,0,2
202103,0,1
202104,0,1
202105,0,1
202107,0,1
202108,0,4
202109,0,4
202110,0,3
202111,0,1
202112,0,3
202114,0,1
202115,0,2
202116,0,3
202117,0,4
202118,0,2
202120,0,1
202122,0,1
202123,0,2
202124,0,4
