發生時間,發生地點,死亡受傷人數,車種,經度,緯度,unixtime
"2022-01-09 12:35:00",新北市三峽區介壽路3段29號前0.0公尺,死亡0;受傷1,自用-小客車;普通重型-機車,121.395785,24.936690,1641702900
"2022-01-09 12:35:00",臺中市大里區立仁里好來二街26號前0.0公尺,死亡0;受傷1,自用-小客車;普通重型-機車,120.699580,24.109968,1641702900
"2022-01-09 12:37:00","臺中市西區忠明里美村路一段 / 臺中市西區忠明里明義街",死亡0;受傷1,自用-小客車;普通重型-機車,120.661803,24.154396,1641703020
"2022-01-09 12:38:00",屏東縣高樹鄉屏6-1和三民路口,死亡0;受傷1,普通重型-機車,120.607567,22.784370,1641703080
"2022-01-09 12:38:00",雲林縣虎尾鎮墾地里十八張橋旁,死亡0;受傷2,普通重型-機車;自用-小客車;乘客-人,120.402380,23.744384,1641703080
"2022-01-09 12:38:00",新北市新店區中正路535號前0.0公尺,死亡0;受傷1,普通重型-機車;行人-人,121.533446,24.985921,1641703080
"2022-01-09 12:39:00",臺中市北屯區平興里大連路三段132號前0.0公尺,死亡0;受傷2,普通重型-機車;普通重型-機車,120.695266,24.174765,1641703140
"2022-01-09 12:42:00",新北市淡水區新民街194號前0.0公尺,死亡0;受傷1,普通重型-機車;自用-小客車,121.436769,25.178918,1641703320
"2022-01-09 12:42:00","臺中市北屯區后庄里松竹路三段 / 臺中市北屯區后庄里敦化路一段",死亡0;受傷1,自用-小客車;普通重型-機車,120.673056,24.190220,1641703320
"2022-01-09 12:43:00",新北市三重區重陽路3段5巷前0.0公尺,死亡0;受傷1,自用-小客車;自用-小客車;乘客-人,121.491193,25.065229,1641703380
"2022-01-09 12:43:02",臺南市北區開元路394巷口,死亡0;受傷1,普通重型-機車;普通重型-機車,120.225454,23.009711,1641703382
"2022-01-09 12:45:00",新竹縣關西鎮中豐路2段128號前5.0公尺,死亡0;受傷1,自用-小貨車(含客、貨兩用);自用-小客車,121.181301,24.794653,1641703500
"2022-01-09 12:45:00","新北市淡水區淡金路3段 / 新北市淡水區淡金路3段",死亡0;受傷2,自用-小客車;普通重型-機車;乘客-人,121.446012,25.207653,1641703500
"2022-01-09 12:45:00","高雄市鳳山區自由路 / 高雄市鳳山區平等路",死亡0;受傷2,普通重型-機車;普通重型-機車,120.352467,22.625916,1641703500
"2022-01-09 12:47:57",桃園市八德區大義里介壽路一段645巷10弄,死亡0;受傷3,普通重型-機車;普通重型-機車;乘客-人,121.302527,24.966561,1641703677
"2022-01-09 12:48:20",高雄市楠梓區新開發路、新建南路口,死亡0;受傷1,自用-小客車;普通重型-機車,120.310083,22.723692,1641703700
"2022-01-09 12:54:00",臺中市大甲區大甲里光明路127號前0.0公尺,死亡0;受傷1,普通重型-機車;普通重型-機車,120.620740,24.344586,1641704040
"2022-01-09 12:56:00",屏東縣車城鄉景觀道路往海生館,死亡0;受傷2,普通重型-機車;乘客-人,120.746490,22.084307,1641704160
"2022-01-09 12:56:00","高雄市三民區華德街 / 高雄市三民區惠德街",死亡0;受傷2,普通重型-機車;普通重型-機車,120.323900,22.647100,1641704160
"2022-01-09 13:00:00",彰化縣和美鎮糖友里彰新路3段10號前0.0公尺前,死亡0;受傷1,普通重型-機車;自用-小貨車(含客、貨兩用),120.533041,24.105223,1641704400
"2022-01-09 13:00:00","臺中市西屯區上石里西屯路二段 / 臺中市西屯區上石里上石路",死亡0;受傷1,普通重型-機車;普通重型-機車,120.646713,24.171103,1641704400
"2022-01-09 13:01:00",臺中市南屯區三厝里永春東七路855號前0.0公尺,死亡0;受傷1,自用-小客車;普通重型-機車,120.633247,24.149126,1641704460
"2022-01-09 13:03:00","高雄市前鎮區瑞隆路 / 高雄市前鎮區瑞福路",死亡0;受傷1,普通重型-機車;普通重型-機車,120.335900,22.605790,1641704580
"2022-01-09 13:06:00",高雄市左營區村博愛三路683號前0.0公尺,死亡0;受傷1,自用-小客車;自用-小客車;自用-小客車,120.309700,22.680550,1641704760
"2022-01-09 13:08:00","臺北市南港區舊莊街1段 / 臺北市南港區舊莊街1段口",死亡0;受傷3,普通重型-機車;普通重型-機車;乘客-人,121.619190,25.040729,1641704880
"2022-01-09 13:10:00","臺中市神岡區大社里大社街 / 臺中市神岡區大社里豐社路",死亡0;受傷1,自用-小客車;普通重型-機車,120.701294,24.251356,1641705000
"2022-01-09 13:12:00","新竹市東區民權路口 / 新竹市東區三民路口",死亡0;受傷1,自用-小客車;行人-人,120.974880,24.808436,1641705120
"2022-01-09 13:14:00",新竹市東區經國橋往竹市(68匝道旁),死亡0;受傷2,普通輕型-機車;普通重型-機車,121.016148,24.804488,1641705240
"2022-01-09 13:16:00","新北市樹林區中山路2段 / 新北市樹林區八德街",死亡0;受傷1,普通重型-機車;普通重型-機車;普通重型-機車,121.402458,24.975954,1641705360
"2022-01-09 13:17:00",雲林縣虎尾鎮墾地里145線與虎興北路路口,死亡0;受傷2,普通重型-機車;普通重型-機車,120.422157,23.742812,1641705420
"2022-01-09 13:20:00","南投縣魚池鄉東池村秀水路口 / 南投縣魚池鄉東池村文武巷口",死亡0;受傷2,普通重型-機車;乘客-人,120.941175,23.893070,1641705600
"2022-01-09 13:20:00",高雄市左營區村新莊一路300號前0.0公尺,死亡0;受傷1,自用-小貨車(含客、貨兩用);普通重型-機車;乘客-人,120.300585,22.670939,1641705600
"2022-01-09 13:25:00","臺南市官田區台1線 300公里600.0公尺處",死亡0;受傷2,普通重型-機車;普通重型-機車;普通重型-機車,120.309314,23.225933,1641705900
"2022-01-09 13:25:00",新北市新店區新北市新店區祥和路路燈129655號往三峽方向,死亡0;受傷2,普通重型-機車;乘客-人,121.515125,24.968392,1641705900
"2022-01-09 13:25:00","高雄市三民區鼎金中街 / 高雄市三民區鼎金中街",死亡0;受傷1,計程車-小客車;普通重型-機車,120.324568,22.664996,1641705900
"2022-01-09 13:30:00",新北市三重區自強路3段15之2號前0.0公尺,死亡0;受傷2,普通重型-機車;普通重型-機車;乘客-人,121.487232,25.072172,1641706200
"2022-01-09 13:33:00",臺北市內湖區洲子街12號前0.0公尺附近,死亡0;受傷1,自用-小客車;普通重型-機車,121.575301,25.078363,1641706380
"2022-01-09 13:35:00","新北市樹林區八德街 / 新北市樹林區新興街",死亡0;受傷1,普通重型-機車;民營客運-大客車,121.390575,24.968569,1641706500
"2022-01-09 13:35:00","彰化縣秀水鄉莊雅村秀中街 / 彰化縣秀水鄉莊雅村秀中街",死亡0;受傷1,自用-小客車;普通重型-機車,120.505131,24.032130,1641706500
"2022-01-09 13:35:00",彰化縣彰化市卦山里公園路1段237弄前0.0公尺,死亡0;受傷1,普通重型-機車,120.551330,24.078490,1641706500
"2022-01-09 13:41:00",新竹市香山區牛埔東路15號,死亡0;受傷1,自用-小客車;普通重型-機車,120.951121,24.799477,1641706860
"2022-01-09 13:47:00","高雄市鳳山區中崙一路 / 高雄市鳳山區中崙三路",死亡0;受傷4,普通重型-機車;普通重型-機車;乘客-人;乘客-人,120.350949,22.604039,1641707220
"2022-01-09 13:50:00",彰化縣竹塘鄉竹元村竹鹿路竹圍巷前0.0公尺附近,死亡0;受傷1,普通重型-機車;自用-小客車,120.417822,23.861114,1641707400
"2022-01-09 13:50:00","高雄市前鎮區瑞祥街 / 高雄市前鎮區瑞孝街",死亡0;受傷2,普通重型-機車;普通重型-機車,120.328775,22.609427,1641707400
"2022-01-09 13:50:00",高雄市仁武區村澄觀路澄觀陸橋號前0.0公尺,死亡0;受傷1,普通重型-機車,120.338246,22.678656,1641707400
"2022-01-09 13:52:00","新竹縣尖石鄉竹60 14公里500.0公尺處",死亡0;受傷1,普通輕型-機車,121.275976,24.666677,1641707520
"2022-01-09 13:52:00",新北市雙溪區新北市雙溪區北38線道路18公里處,死亡0;受傷3,普通重型-機車;乘客-人;乘客-人,121.874990,25.027360,1641707520
"2022-01-09 13:52:00","臺中市中區中華里中華路一段 / 臺中市中區中華里民權路",死亡0;受傷2,自用-小客車;普通重型-機車;乘客-人,120.674312,24.142790,1641707520
"2022-01-09 13:55:00","彰化縣伸港鄉海尾村中興路2段 / 彰化縣伸港鄉海尾村海尾路",死亡0;受傷1,普通重型-機車;自用-小客車,120.488787,24.166231,1641707700
"2022-01-09 13:58:00",新北市新莊區新北市新莊區中信街51巷4弄與中信街51巷,死亡0;受傷2,普通重型-機車;普通重型-機車,121.449177,25.050333,1641707880
"2022-01-09 13:59:00","高雄市楠梓區旗楠路 / 高雄市楠梓區東寧路",死亡0;受傷1,普通重型-機車,120.331100,22.733060,1641707940
"2022-01-09 14:00:00","新竹縣湖口鄉光復東路口 / 新竹縣湖口鄉安宅七街口",死亡0;受傷1,普通重型-機車,121.027146,24.869359,1641708000
"2022-01-09 14:00:00","高雄市鼓山區村九如四路 / 高雄市鼓山區建榮路",死亡0;受傷1,普通重型-機車;自用-小客車,120.278991,22.658778,1641708000
"2022-01-09 14:00:00","高雄市苓雅區中山二路 / 高雄市苓雅區三多四路",死亡0;受傷2,普通重型-機車;普通重型-機車,120.304518,22.613944,1641708000
"2022-01-09 14:00:00",臺北市萬華區中華路1段200號前0.0公尺,死亡0;受傷1,民營公車-大客車;乘客-人,121.506901,25.038096,1641708000
"2022-01-09 14:00:45",南投縣竹山鎮社寮里大公街,死亡0;受傷1,自用-小客車;行人-人,120.722209,23.816642,1641708045
"2022-01-09 14:01:00",南投縣埔里鎮中山路二段327號,死亡0;受傷1,自用-小客車;行人-人,120.966922,23.964636,1641708060
"2022-01-09 14:01:00",新竹市東區西大路170號前,死亡0;受傷1,自用-小客車;普通重型-機車;自用-小客車,120.969460,24.797054,1641708060
"2022-01-09 14:05:00","彰化縣花壇鄉橋頭村花南路 / 彰化縣花壇鄉橋頭村中橋街",死亡0;受傷1,自用-小客車;普通重型-機車,120.549653,24.021161,1641708300
"2022-01-09 14:05:00",高雄市六龜區荖濃里台27省道1.2公里號前0.0公尺,死亡0;受傷2,大型重型2(250-550C.C.)-機車;乘客-人,120.671604,23.064277,1641708300
"2022-01-09 14:05:00","高雄市三民區九如二路 / 高雄市三民區重慶街",死亡0;受傷1,計程車-小客車;普通重型-機車,120.301796,22.641339,1641708300
"2022-01-09 14:07:00","嘉義市西區磚󿾨里友忠路 / 嘉義市西區磚󿾨里大同路",死亡0;受傷1,普通重型-機車;普通重型-機車,120.432189,23.475381,1641708420
"2022-01-09 14:09:00",臺東縣臺東市新生路167號旁(博愛路上),死亡0;受傷1,普通重型-機車;普通重型-機車,121.145875,22.754361,1641708540
"2022-01-09 14:10:00",嘉義縣民雄鄉大崎村正大路054025路燈前,死亡0;受傷1,普通重型-機車,120.465729,23.530972,1641708600
"2022-01-09 14:10:00",新北市三重區新北市三重區疏洪一路往10號越堤道口,死亡0;受傷3,自用-小客車;普通重型-機車;乘客-人;乘客-人,121.478627,25.061712,1641708600
"2022-01-09 14:10:00",高雄市左營區村富民路86號前0.0公尺,死亡0;受傷1,計程車-小客車;普通重型-機車;乘客-人,120.305000,22.659300,1641708600
"2022-01-09 14:10:00",高雄市三民區中華二路125號前0.0公尺前,死亡0;受傷1,計程車-小客車;普通重型-機車,120.291341,22.641524,1641708600
"2022-01-09 14:11:00",彰化縣二林鎮西庄里自由巷1061巷前0.0公尺,死亡0;受傷2,自用-小貨車(含客、貨兩用);乘客-人,120.520767,23.952423,1641708660
"2022-01-09 14:11:00","高雄市仁武區村仁光路 / 高雄市仁武區澄合街",死亡0;受傷2,自用-小客車;普通重型-機車;乘客-人,120.350870,22.683118,1641708660
"2022-01-09 14:13:00","臺中市西屯區惠來里文心路二段 / 臺中市西屯區惠來里市政北三路",死亡0;受傷1,租賃車-小客車;腳踏自行車-慢車,120.646728,24.158718,1641708780
"2022-01-09 14:14:00","高雄市梓官區村信興一路 / 高雄市梓官區信義路",死亡0;受傷1,自用-小客車;普通重型-機車,120.262093,22.763452,1641708840
"2022-01-09 14:17:00",新北市土城區中央路2段260號前0.0公尺,死亡0;受傷1,普通重型-機車;計程車-小客車,121.441502,24.974573,1641709020
"2022-01-09 14:19:00",新北市板橋區文化路2段242號前0.0公尺,死亡0;受傷1,自用-小客車;普通重型-機車,121.470945,25.027788,1641709140
"2022-01-09 14:19:00","臺中市清水區槺榔里港埠路三段 / 臺中市清水區槺榔里鰲峰路",死亡0;受傷3,普通重型-機車;普通重型-機車;乘客-人,120.541899,24.262666,1641709140
"2022-01-09 14:20:00",新北市汐止區新北市汐止區汐萬路3段電桿編號烘內幹16,死亡0;受傷1,普通重型-機車,121.642364,25.097410,1641709200
"2022-01-09 14:22:00",新北市中和區圓通路305巷前0.0公尺,死亡0;受傷1,普通重型-機車;普通重型-機車,121.494759,24.989313,1641709320
"2022-01-09 14:24:58",苗栗縣竹南鎮台61線88.7公里北向側車道,死亡0;受傷1,腳踏自行車-慢車;自用-小客車,120.867741,24.706141,1641709498
"2022-01-09 14:25:00","新北市新莊區中平路 / 新北市新莊區中平路",死亡0;受傷1,自用-小貨車(含客、貨兩用);普通重型-機車,121.445382,25.046667,1641709500
"2022-01-09 14:26:00","新北市三峽區學勤路 / 新北市三峽區大觀路",死亡0;受傷1,普通重型-機車;普通重型-機車,121.375552,24.946046,1641709560
"2022-01-09 14:26:04",臺南市新化區護國里民生路79號前,死亡0;受傷1,自用-小貨車(含客、貨兩用);大型重型2(250-550C.C.)-機車,120.310894,23.036893,1641709564
"2022-01-09 14:27:30",桃園市八德區仁德一路21號附近,死亡0;受傷1,普通重型-機車;自用-小客車,121.285927,24.936588,1641709650
"2022-01-09 14:28:00","臺中市西屯區福雅里福科路 / 臺中市西屯區福雅里宏福一巷",死亡0;受傷2,普通重型-機車;普通重型-機車,120.605816,24.181406,1641709680
"2022-01-09 14:30:00",彰化縣員林市三和里大同路1段319號前0.0公尺,死亡0;受傷1,自用-小客車;普通重型-機車,120.579095,23.962627,1641709800
"2022-01-09 14:31:00",新北市三重區溪尾街前0.0公尺,死亡0;受傷1,普通重型-機車;普通重型-機車,121.488328,25.081169,1641709860
"2022-01-09 14:32:00",彰化縣員林市惠來里光明街171號前0.0公尺,死亡0;受傷1,自用-小貨車(含客、貨兩用);腳踏自行車-慢車,120.572366,23.954555,1641709920
"2022-01-09 14:38:00",嘉義縣民雄鄉文隆村建國路二段265號,死亡0;受傷1,普通重型-機車,120.433068,23.543363,1641710280
"2022-01-09 14:40:00",高雄市左營區裕誠路1081-1號前0.0公尺,死亡0;受傷2,普通重型-機車;普通重型-機車;普通重型-機車,120.299847,22.665650,1641710400
"2022-01-09 14:41:00","新北市永和區永和路2段 / 新北市永和區永和路2段",死亡0;受傷1,普通重型-機車;普通重型-機車,121.514802,25.011680,1641710460
"2022-01-09 14:41:00",臺中市南屯區溝墘里文心路一段506號前0.0公尺,死亡0;受傷1,普通重型-機車;普通重型-機車,120.647048,24.152709,1641710460
"2022-01-09 14:42:00","高雄市鳥松區村本館路 / 高雄市鳥松區汾陽路",死亡0;受傷2,腳踏自行車-慢車;普通重型-機車,120.340221,22.652328,1641710520
"2022-01-09 14:42:01",臺東縣太麻里鄉美和村荒野25號前,死亡0;受傷1,普通重型-機車,121.045082,22.695340,1641710521
"2022-01-09 14:45:00",高雄市小港區村華立街9號前0.0公尺前,死亡0;受傷1,普通重型-機車;普通重型-機車,120.368494,22.564096,1641710700
"2022-01-09 14:47:00","臺北市信義區吳興街 / 臺北市信義區基隆路2段",死亡0;受傷1,普通重型-機車;普通重型-機車,121.558992,25.031981,1641710820
"2022-01-09 14:47:00","新北市板橋區長江路3段 / 新北市板橋區長江路3段",死亡0;受傷2,普通重型-機車;普通重型-機車,121.473710,25.034047,1641710820
"2022-01-09 14:48:00",高雄市前鎮區村中山三路前0.0公尺,死亡0;受傷1,普通重型-機車;普通重型-機車,120.316147,22.595529,1641710880
"2022-01-09 14:50:00","臺北市士林區社中街 / 臺北市士林區社中街",死亡0;受傷1,普通輕型-機車;普通重型-機車;乘客-人,121.503345,25.092683,1641711000
"2022-01-09 14:50:00",高雄市三民區村大昌二路348號前0.0公尺,死亡0;受傷2,普通重型-機車;普通重型-機車;自用-小客車,120.332000,22.648260,1641711000
"2022-01-09 14:51:00","新北市永和區豫溪街 / 新北市永和區環河東路2段",死亡0;受傷2,自用-小客車;普通重型-機車;乘客-人,121.523637,25.010501,1641711060
"2022-01-09 14:51:00",南投縣竹山鎮下橫街桂林橋頭,死亡0;受傷1,普通重型-機車;自用-小貨車(含客、貨兩用),120.686625,23.754144,1641711060
"2022-01-09 14:54:00","臺北市北投區承德路7段 / 臺北市北投區承德路7段",死亡0;受傷2,普通重型-機車;普通重型-機車,121.508906,25.114046,1641711240
"2022-01-09 14:59:00","彰化縣福興鄉橋頭村彰鹿路7段口 / 彰化縣福興鄉橋頭村彰鹿路7段",死亡0;受傷1,自用-小客車;普通重型-機車,120.450709,24.049511,1641711540
"2022-01-09 14:59:00","臺中市南屯區新生里五權西路二段 / 臺中市南屯區新生里環中路四段",死亡0;受傷1,普通重型-機車;自用-小客車,120.623497,24.149515,1641711540
"2022-01-09 15:00:00","新北市新店區北新路 / 新北市新店區新生街",死亡0;受傷1,普通重型-機車;民營公車-大客車,121.542723,24.972998,1641711600
"2022-01-09 15:00:00","高雄市大寮區188縣道 / 高雄市大寮區光明路2段",死亡0;受傷2,自用-小貨車(含客、貨兩用);大型重型1(550C.C.以上)-機車,120.419978,22.589299,1641711600
"2022-01-09 15:02:00","新北市板橋區中正路 / 新北市板橋區大仁街",死亡0;受傷2,普通重型-機車;普通重型-機車,121.455191,25.019544,1641711720
"2022-01-09 15:03:33","高雄市仁武區國道10號 2公里900.0公尺處西側向輔助",死亡0;受傷1,自用-小客車;自用-小貨車(含客、貨兩用);乘客-人,120.339541,22.679594,1641711813
"2022-01-09 15:05:00","高雄市仁武區仁勇西巷 / 高雄市仁武區仁孝路",死亡0;受傷1,自用-小貨車(含客、貨兩用);普通重型-機車,120.353906,22.677212,1641711900
"2022-01-09 15:06:00",雲林縣北港鎮大同路與光復路口,死亡0;受傷1,自用-小客車;普通重型-機車,120.299059,23.572475,1641711960
"2022-01-09 15:07:30",苗栗縣竹南鎮天文里龍山路二段152號前,死亡0;受傷2,普通重型-機車;普通重型-機車,120.870761,24.698243,1641712050
"2022-01-09 15:08:00","桃園市楊梅區文化街口 / 桃園市楊梅區新興街口",死亡0;受傷2,普通重型-機車;普通重型-機車,121.184683,24.915747,1641712080
"2022-01-09 15:08:00",高雄市大樹區村台29省道興田0208燈桿號前0.0公尺,死亡0;受傷1,普通重型-機車,120.448200,22.747140,1641712080
"2022-01-09 15:09:00","桃園市大溪區員林路三段附近 / 桃園市大溪區悅華路附近",死亡0;受傷1,普通重型-機車,121.261839,24.880642,1641712140
"2022-01-09 15:10:00","臺北市信義區崇德街 / 臺北市信義區崇德街",死亡0;受傷1,普通重型-機車;大型重型2(250-550C.C.)-機車,121.554000,25.024239,1641712200
"2022-01-09 15:13:00",嘉義縣水上鄉回歸村回歸65號,死亡0;受傷3,普通重型-機車;普通重型-機車;乘客-人,120.415022,23.448180,1641712380
"2022-01-09 15:13:00","彰化縣北斗鎮西安里中山路1段 / 彰化縣北斗鎮西安里舊溪路1段",死亡0;受傷1,自用-小客車;普通重型-機車,120.514230,23.870238,1641712380
"2022-01-09 15:14:00",高雄市三民區鼎中路254號前0.0公尺,死亡0;受傷1,普通重型-機車;自用-小客車,120.319488,22.663828,1641712440
"2022-01-09 15:20:00",彰化縣員林市惠來里三義路15號前0.0公尺,死亡0;受傷2,普通重型-機車;普通重型-機車,120.568818,23.954439,1641712800
"2022-01-09 15:21:00","臺中市西區民權路 / 臺中市西區五權路",死亡0;受傷1,自用-小客車;普通重型-機車;乘客-人,120.671236,24.145493,1641712860
"2022-01-09 15:22:00",新竹市北區東大路四段115巷口,死亡0;受傷1,自用-小客車;普通重型-機車;乘客-人,120.932664,24.842518,1641712920
"2022-01-09 15:22:00",新北市三重區重陽路4段55號前0.0公尺,死亡0;受傷1,自用-小客車;普通重型-機車,121.492064,25.070262,1641712920
"2022-01-09 15:22:00","臺中市大雅區忠義里東大路二段 / 臺中市大雅區忠義里東大路二段",死亡0;受傷2,大型重型1(550C.C.以上)-機車;普通重型-機車,120.613334,24.229747,1641712920
"2022-01-09 15:22:00","臺中市南屯區三義里黎明路二段 / 臺中市南屯區三義里市政南一路",死亡0;受傷1,自用-小客車;大型重型2(250-550C.C.)-機車,120.634070,24.158252,1641712920
"2022-01-09 15:23:00",嘉義縣民雄鄉三興村電線桿松山幹5左支1旁,死亡0;受傷1,計程車-小客車;普通重型-機車,120.478417,23.553984,1641712980
"2022-01-09 15:25:00",彰化縣埤頭鄉豊崙村彰水路4段580號前0.0公尺,死亡0;受傷1,自用-小客車;普通重型-機車,120.473319,23.919381,1641713100
"2022-01-09 15:26:00",彰化縣大村鄉美港村中山路1段191號前0.0公尺前,死亡0;受傷2,普通重型-機車;普通重型-機車,120.579129,23.962936,1641713160
"2022-01-09 15:26:00",高雄市鳳山區村國泰路2段45巷國光082號前0.0公尺,死亡0;受傷2,行人-人;普通輕型-機車,120.349697,22.618820,1641713160
"2022-01-09 15:26:06",新竹市東區食品路415號,死亡0;受傷1,普通重型-機車;普通重型-機車;普通重型-機車,120.968135,24.793663,1641713166
"2022-01-09 15:29:02",桃園市大溪區慈湖路31巷口,死亡0;受傷2,普通重型-機車;普通重型-機車,121.289160,24.883336,1641713342
"2022-01-09 15:30:00","臺中市清水區海風里海風二街 / 臺中市清水區海風里海風二街",死亡0;受傷2,普通重型-機車;腳踏自行車-慢車,120.616276,24.294327,1641713400
"2022-01-09 15:31:13","南投縣埔里鎮福興路口 / 南投縣埔里鎮福興路口",死亡0;受傷3,自用-小貨車(含客、貨兩用);自用-小客車;自用-小客車;其他人-人;乘客-人,120.972507,23.996698,1641713473
"2022-01-09 15:32:00",臺中市西屯區大鵬里長安路二段10-1號前0.0公尺,死亡0;受傷3,普通重型-機車;普通重型-機車;普通重型-機車;乘客-人,120.661380,24.172726,1641713520
"2022-01-09 15:33:00","新北市新店區溪園路 / 新北市新店區十四張路",死亡0;受傷1,自用-小客車;行人-人,121.524354,24.980527,1641713580
"2022-01-09 15:35:00",嘉義縣竹崎鄉和平村台3線278公里580公尺,死亡0;受傷1,自用-小貨車(含客、貨兩用);普通重型-機車,120.545631,23.510436,1641713700
"2022-01-09 15:35:00",高雄市新興區復興一路1號前0.0公尺,死亡0;受傷1,普通重型-機車,120.307773,22.627855,1641713700
"2022-01-09 15:36:00","新北市板橋區南雅南路2段 / 新北市板橋區遠東路",死亡0;受傷1,自用-小客車;普通重型-機車,121.452231,24.996701,1641713760
"2022-01-09 15:36:49","雲林縣西螺鎮國道1號 230公里600.0公尺處北側向內側",死亡0;受傷1,自用-小客車;自用-小客車;乘客-人,120.474831,23.780285,1641713809
"2022-01-09 15:37:00",新竹縣竹東鎮康寧、興農街口,死亡0;受傷1,自用-小客車;普通重型-機車,121.085490,24.739308,1641713820
"2022-01-09 15:39:00",雲林縣褒忠鄉中勝村中勝路褒忠國小前,死亡0;受傷2,普通重型-機車;行人-人,120.309830,23.700413,1641713940
"2022-01-09 15:39:00","苗栗縣通霄鎮國道3號 139公里500.0公尺處北側向內側",死亡0;受傷2,自用-小客車;自用-小客車;乘客-人;乘客-人,120.703894,24.490187,1641713940
"2022-01-09 15:42:00",屏東縣鹽埔鄉光復路與建設街口,死亡0;受傷2,普通重型-機車;普通重型-機車,120.576186,22.752443,1641714120
"2022-01-09 15:44:00",高雄市旗山區延平一路333-1號前0.0公尺,死亡0;受傷2,普通重型-機車;普通重型-機車,120.483514,22.892884,1641714240
"2022-01-09 15:44:00",新北市三重區秀江街181號前0.0公尺,死亡0;受傷1,普通重型-機車;普通重型-機車,121.498108,25.071817,1641714240
"2022-01-09 15:45:00",臺中市西屯區逢福里河南路二段242號前0.0公尺,死亡0;受傷2,普通重型-機車;普通重型-機車,120.650358,24.175777,1641714300
"2022-01-09 15:48:00",彰化縣彰化市彰安里曉陽路前0.0公尺附近,死亡0;受傷1,普通重型-機車;普通重型-機車,120.544500,24.077500,1641714480
"2022-01-09 15:48:00","高雄市左營區大中二路 / 高雄市左營區博愛四路",死亡0;受傷1,自用-小客車;普通重型-機車,120.310269,22.681302,1641714480
"2022-01-09 15:51:00","臺中市清水區楊厝里和睦路二段 / 臺中市清水區楊厝里頂三庄路",死亡0;受傷2,普通重型-機車;普通重型-機車,120.615690,24.289218,1641714660
"2022-01-09 15:56:00",彰化縣彰化市三村里彰興路2段81號前0.0公尺,死亡0;受傷1,普通重型-機車;普通重型-機車,120.544500,24.077500,1641714960
"2022-01-09 15:58:00","臺中市西區民龍里大仁街 / 臺中市西區民龍里博館二街",死亡0;受傷1,營業用-小貨車(含客、貨兩用);普通重型-機車,120.668400,24.153074,1641715080
"2022-01-09 15:58:00",臺中市西屯區潮洋里環中路二段1567號前0.0公尺,死亡0;受傷1,普通重型-機車;自用-小客車,120.634453,24.174133,1641715080
"2022-01-09 15:59:00","高雄市前鎮區三多二路 / 高雄市前鎮區桂林街",死亡0;受傷1,自用-小客車;普通重型-機車,120.316063,22.617742,1641715140
"2022-01-09 16:00:00","高雄市旗山區中學路 / 高雄市旗山區東新街",死亡0;受傷1,普通重型-機車;自用-小客車,120.482600,22.881280,1641715200
"2022-01-09 16:05:00","嘉義市東區新店里林森東路 / 嘉義市東區新店里義教西路",死亡0;受傷1,普通重型-機車;自用-小客車,120.467145,23.490269,1641715500
"2022-01-09 16:05:00","高雄市岡山區山隙路 / 高雄市岡山區菜寮路",死亡0;受傷1,自用-小客車;普通重型-機車,120.343100,22.812417,1641715500
"2022-01-09 16:08:00","新竹縣關西鎮台3線 61公里200.0公尺處東側向內側",死亡0;受傷1,自用-小客車;普通重型-機車,121.174154,24.771425,1641715680
"2022-01-09 16:08:00",高雄市前鎮區村中山二路振興177燈桿號前0.0公尺,死亡0;受傷1,自用-小客車;普通重型-機車,120.305000,22.612564,1641715680
"2022-01-09 16:09:00","彰化縣員林市溝皂里員集路2段 / 彰化縣員林市溝皂里溝皂街",死亡0;受傷1,普通重型-機車;自用-小客車,120.575389,23.947539,1641715740
"2022-01-09 16:10:00","彰化縣永靖鄉東寧村永興路2段 / 彰化縣永靖鄉東寧村萬壽巷",死亡0;受傷1,普通重型-機車;自用-小客車,120.565897,23.925040,1641715800
"2022-01-09 16:10:00","新北市永和區永貞路 / 新北市永和區永利路",死亡0;受傷2,普通重型-機車;普通重型-機車,121.508233,25.008394,1641715800
"2022-01-09 16:12:00",高雄市鳳山區國光路前0.0公尺,死亡0;受傷3,普通重型-機車;腳踏自行車-慢車;普通重型-機車,120.352200,22.618990,1641715920
"2022-01-09 16:15:00",新北市中和區民治街24號前0.0公尺,死亡0;受傷1,普通重型-機車;普通重型-機車,121.475108,25.004093,1641716100
"2022-01-09 16:15:00","高雄市前鎮區村一心二路 / 高雄市前鎮區民權二路",死亡0;受傷2,普通重型-機車;普通重型-機車,120.313176,22.610116,1641716100
"2022-01-09 16:16:00","臺北市南港區市民大道8段 / 臺北市南港區中南街",死亡0;受傷2,普通重型-機車;普通重型-機車,121.615240,25.054354,1641716160
"2022-01-09 16:17:56",屏東縣九如鄉九如路二段416號前,死亡0;受傷1,普通重型-機車;普通重型-機車,120.489917,22.740414,1641716276
"2022-01-09 16:18:00","高雄市岡山區阿公店路1段 / 高雄市岡山區聖森路",死亡0;受傷1,自用-小客車;普通重型-機車,120.312856,22.787942,1641716280
"2022-01-09 16:19:50",嘉義縣民雄鄉興南村工業二路6號旁,死亡0;受傷2,自用-小貨車(含客、貨兩用);普通重型-機車;乘客-人,120.435464,23.521323,1641716390
"2022-01-09 16:20:00",雲林縣北港鎮防汛道路與東興街口,死亡0;受傷1,自用-小客車;普通重型-機車,120.307148,23.565168,1641716400
