2023,1,20230107,171239,A2,苗栗縣警察局,苗栗縣造橋鄉仁愛路18-1號,晴,晨或暮光,縣道,50,單路部分,直路,路段,路肩、路緣,柏油,濕潤,無缺陷,無障礙物,良好,良好,無號誌,無號誌,行車分向線,無標記,車道線(無標記),快慢車道分隔線,有,汽(機)車本身,路上翻車、摔倒,無(車輛駕駛人因素),尚未發現肇事因素,死亡0;受傷1,1,機車,普通重型,男,28,戴安全帽或繫安全帶(使用幼童安全椅),未使用,車的狀態,插入行列,機車,左側車身,,,無(車輛駕駛人因素),尚未發現肇事因素,否,120.860324,24.656703
2023,1,20230130,074453,A2,苗栗縣警察局,苗栗縣造橋鄉朝陽村朝陽路65號前,晴,日間自然光線,鄉道,40,單路部分,直路,路段,一般車道(未劃分快慢車道),柏油,乾燥,無缺陷,無障礙物,良好,良好,無號誌,無號誌,雙向禁止超車線,無標記,未繪設車道線,未繪設快慢車道分隔線,有,車與車,側撞,駕駛人,橫越道路不慎,死亡0;受傷2,1,機車,普通重型,女,61,戴安全帽或繫安全帶(使用幼童安全椅),未使用,車的狀態,迴轉或橫越道路中,機車,前車頭,,,駕駛人,橫越道路不慎,否,120.869723,24.649739
