2023,1,20230112,124845,A2,苗栗縣警察局,苗栗縣苗栗市路燈編號苗30線018號燈桿前,陰,日間自然光線,其他,40,單路部分,直路,其他,其他,柏油,乾燥,無缺陷,無障礙物,良好,良好,無號誌,無號誌,中央分向島,寛式(50公分以上),車道線(附標記),未繪設快慢車道分隔線,有,汽(機)車本身,其他,交通管制(設施),路況危險無安全(警告)設施,死亡0;受傷1,1,,,無或物(動物、堆置物),-1,,,,,,,,,交通管制(設施),路況危險無安全(警告)設施,否,120.802264,24.545884
2023,1,20230114,114200,A2,苗栗縣警察局,苗栗縣苗栗市三湖道大將軍社區門口,晴,日間自然光線,市區道路,50,交岔路,三岔路,交叉路口,交叉路口內,柏油,乾燥,無缺陷,無障礙物,不良,彎道,無號誌,無號誌,雙向禁止超車線,無標記,未繪設車道線,未繪設快慢車道分隔線,有,車與車,對向擦撞,其他,不明原因肇事,死亡0;受傷1,1,機車,普通重型,男,41,戴安全帽或繫安全帶(使用幼童安全椅),未使用,車的狀態,左轉彎,機車,前車頭,,,其他,不明原因肇事,否,120.806534,24.553562
