2023,1,20230123,182216,A2,苗栗縣警察局,苗栗縣苗栗市中正路1025巷18號旁,晴,晨或暮光,村里道路,30,單路部分,直路,路段,一般車道(未劃分快慢車道),柏油,乾燥,無缺陷,無障礙物,良好,良好,無號誌,無號誌,無,無分向設施,未繪設車道線,未繪設快慢車道分隔線,有,汽(機)車本身,路上翻車、摔倒,其他,不明原因肇事,死亡0;受傷1,1,機車,普通重型,男,52,戴安全帽或繫安全帶(使用幼童安全椅),未使用,車的狀態,向前直行中,機車,左側車身,,,其他,不明原因肇事,否,120.818335,24.548319
2023,1,20230130,151800,A2,苗栗縣警察局,苗栗縣苗栗市中正路987號前,晴,日間自然光線,市區道路,50,交岔路,三岔路,交叉路口,交叉路口內,柏油,乾燥,無缺陷,無障礙物,良好,良好,無號誌,無號誌,雙向禁止超車線,附標記,禁止變換車道線(附標記),快慢車道分隔線,有,車與車,同向擦撞,無(車輛駕駛人因素),尚未發現肇事因素,死亡0;受傷1,1,機車,普通重型,女,21,戴安全帽或繫安全帶(使用幼童安全椅),未使用,車的狀態,向前直行中,機車,右側車身,,,無(車輛駕駛人因素),尚未發現肇事因素,否,120.816186,24.549855
