2023,1,20230115,044000,A2,臺南市政府警察局,"臺南市六甲區台1線 299公里700.0公尺處",晴,夜間(或隧道、地下道、涵洞)有照明,市區道路,70,交岔路,四岔路,交叉路口,交叉路口內,柏油,乾燥,無缺陷,無障礙物,良好,良好,閃光號誌,正常,中央分向島,寛式(50公分以上),車道線(無標記),快慢車道分隔線,有,汽(機)車本身,撞交通島,駕駛人,未注意車前狀態,死亡0;受傷1,1,小客車,自用,女,28,不明,不明,車的狀態,向前直行中,汽車,右前車頭(身),,,駕駛人,未注意車前狀態,否,120.313625,23.233798
2023,1,20230119,115000,A2,臺南市政府警察局,"臺南市六甲區菁埔里省道臺1線西側 / 臺南市六甲區菁埔里市道174線口",晴,日間自然光線,市區道路,70,交岔路,四岔路,交叉路口,交叉路口內,柏油,乾燥,無缺陷,無障礙物,良好,良好,行車管制號誌,正常,無,無分向設施,未繪設車道線,未繪設快慢車道分隔線,無,車與車,側撞,駕駛人,違反號誌管制或指揮,死亡0;受傷1,1,機車,普通重型,女,26,戴安全帽或繫安全帶(使用幼童安全椅),未使用,車的狀態,起步,機車,前車頭,機車,左側車身,駕駛人,違反號誌管制或指揮,否,120.315483,23.240376
