2023,1,20230111,060429,A2,國道公路警察局,"臺南市柳營區國道3號 326公里100.0公尺處北側向外側",雨,夜間(或隧道、地下道、涵洞)無照明,國道,90,單路部分,直路,路段,快車道,柏油,濕潤,無缺陷,無障礙物,良好,良好,無號誌,無號誌,中央分向島,寛式(50公分以上),車道線(附標記),未繪設快慢車道分隔線,有,車與車,同向擦撞,駕駛人,變換車道或方向不當,死亡0;受傷1,1,全聯結車,營業用,男,39,戴安全帽或繫安全帶(使用幼童安全椅),未使用,車的狀態,向左變換車道,汽車,右前車頭(身),,,駕駛人,變換車道或方向不當,否,120.385498,23.276142
2023,1,20230116,155111,A2,臺南市政府警察局,臺南市柳營區南316線(南2高下)匝道口,晴,日間自然光線,市區道路,50,交岔路,四岔路,路段,一般車道(未劃分快慢車道),柏油,乾燥,無缺陷,無障礙物,良好,良好,行車管制號誌,正常,行車分向線,附標記,車道線(附標記),快慢車道分隔線,有,車與車,側撞,駕駛人,違反號誌管制或指揮,死亡0;受傷4,1,小客車,自用,男,53,戴安全帽或繫安全帶(使用幼童安全椅),未使用,車的狀態,左轉彎,汽車,前車頭,汽車,前車頭,駕駛人,違反號誌管制或指揮,否,120.379200,23.270675
