2023,1,20230102,091200,A2,國道公路警察局,"臺南市安定區國道1號 312公里300.0公尺處南側向內側",雨,日間自然光線,國道,90,單路部分,直路,路段,快車道,柏油,濕潤,無缺陷,無障礙物,良好,良好,無號誌,無號誌,中央分向島,寛式(50公分以上),車道線(附標記),未繪設快慢車道分隔線,有,車與車,同向擦撞,駕駛人,未保持行車安全距離,死亡0;受傷1,1,半聯結車,營業用,男,34,戴安全帽或繫安全帶(使用幼童安全椅),未使用,車的狀態,急減速或急停止,汽車,左側車身,汽車,右側車身,駕駛人,未保持行車安全距離,否,120.247530,23.105190
2023,1,20230119,153600,A2,臺南市政府警察局,臺南市安定區港尾里37之27號附近,晴,日間自然光線,村里道路,30,交岔路,四岔路,交叉路口,交叉口附近,柏油,乾燥,無缺陷,無障礙物,良好,良好,無號誌,無號誌,無,無分向設施,未繪設車道線,未繪設快慢車道分隔線,有,車與車,側撞,駕駛人,未依規定讓車,死亡0;受傷3,1,機車,普通重型,男,67,不明,不明,車的狀態,向前直行中,機車,前車頭,,,駕駛人,未依規定讓車,否,120.236849,23.104474
