發生年度,發生月份,發生日期,發生時間,事故類別名稱,處理單位名稱警局層,發生地點,天候名稱,光線名稱,道路類別-第1當事者-名稱,速限-第1當事者,道路型態大類別名稱,道路型態子類別名稱,事故位置大類別名稱,事故位置子類別名稱,路面狀況-路面鋪裝名稱,路面狀況-路面狀態名稱,路面狀況-路面缺陷名稱,道路障礙-障礙物名稱,道路障礙-視距品質名稱,道路障礙-視距名稱,號誌-號誌種類名稱,號誌-號誌動作名稱,車道劃分設施-分向設施大類別名稱,車道劃分設施-分向設施子類別名稱,車道劃分設施-分道設施-快車道或一般車道間名稱,車道劃分設施-分道設施-快慢車道間名稱,車道劃分設施-分道設施-路面邊線名稱,事故類型及型態大類別名稱,事故類型及型態子類別名稱,肇因研判大類別名稱-主要,肇因研判子類別名稱-主要,死亡受傷人數,當事者順位,當事者區分-類別-大類別名稱-車種,當事者區分-類別-子類別名稱-車種,當事者屬-性-別名稱,當事者事故發生時年齡,保護裝備名稱,行動電話或電腦或其他相類功能裝置名稱,當事者行動狀態大類別名稱,當事者行動狀態子類別名稱,車輛撞擊部位大類別名稱-最初,車輛撞擊部位子類別名稱-最初,車輛撞擊部位大類別名稱-其他,車輛撞擊部位子類別名稱-其他,肇因研判大類別名稱-個別,肇因研判子類別名稱-個別,肇事逃逸類別名稱-是否肇逃,經度,緯度
2026,9,20260901,010600,A2,臺中市政府警察局,臺中市南區南和里美村南路 / 臺中市南區南和里忠明南路,陰,有照明且開啟,市區道路,50,交岔路,四岔路,交叉路口,交叉路口內,柏油,濕潤,無缺陷,無障礙物,無遮蔽物,良好,閃光號誌,正常,無,無分向設施,未繪設車道線,未繪設快慢車道分隔線,無,車輛本身,路上翻車、摔倒,駕駛者,違反閃光號誌,死亡0;受傷1,1,機車,普通重型,男,28,戴非半罩式安全帽,未使用,車的狀態,向前直行中,機車與自行車,右側車身,,,駕駛者,違反閃光號誌,否,120.666612,24.118501
2026,9,20260901,010600,A2,臺中市政府警察局,臺中市南區南和里美村南路 / 臺中市南區南和里忠明南路,陰,有照明且開啟,市區道路,50,交岔路,四岔路,交叉路口,交叉路口內,柏油,濕潤,無缺陷,無障礙物,無遮蔽物,良好,閃光號誌,正常,無,無分向設施,未繪設車道線,未繪設快慢車道分隔線,無,車輛本身,路上翻車、摔倒,駕駛者,違反閃光號誌,死亡0;受傷1,2,,,無或物(動物、堆置物),0,,,,,,,,,無(非車輛駕駛人因素),尚未發現肇事因素,否,120.666612,24.118501
2026,9,20260901,010600,A2,臺中市政府警察局,臺中市南區南和里美村南路 / 臺中市南區南和里忠明南路,陰,有照明且開啟,市區道路,50,交岔路,四岔路,交叉路口,交叉路口內,柏油,濕潤,無缺陷,無障礙物,無遮蔽物,良好,閃光號誌,正常,無,無分向設施,未繪設車道線,未繪設快慢車道分隔線,無,車輛本身,路上翻車、摔倒,駕駛者,違反閃光號誌,死亡0;受傷1,3,小客車(含客、貨兩用),自用,男,38,繫安全帶(使用幼童安全椅),未使用,車的狀態,向前直行中,其他,無撞擊,,,駕駛者,違反閃光號誌,否,120.666612,24.118501
2026,9,20260901,025100,A2,臺中市政府警察局,臺中市西屯區西墩里青海路二段 / 臺中市西屯區西墩里黎明路三段,晴,有照明且開啟,市區道路,50,交岔路,四岔路,交叉路口,交叉口附近,柏油,濕潤,無缺陷,無障礙物,無遮蔽物,良好,行車管制號誌(附設行人專用號誌),正常,無,無分向設施,未繪設車道線,未繪設快慢車道分隔線,無,車與車,同向擦撞,無(車輛駕駛者因素),尚未發現肇事因素,死亡0;受傷1,1,機車,普通重型,女,19,不明,不明,車的狀態,向前直行中,機車與自行車,前車頭,,,無(車輛駕駛者因素),尚未發現肇事因素,否,120.637412,24.176028
2026,9,20260901,025100,A2,臺中市政府警察局,臺中市西屯區西墩里青海路二段 / 臺中市西屯區西墩里黎明路三段,晴,有照明且開啟,市區道路,50,交岔路,四岔路,交叉路口,交叉口附近,柏油,濕潤,無缺陷,無障礙物,無遮蔽物,良好,行車管制號誌(附設行人專用號誌),正常,無,無分向設施,未繪設車道線,未繪設快慢車道分隔線,無,車與車,同向擦撞,無(車輛駕駛者因素),尚未發現肇事因素,死亡0;受傷1,2,慢車,微型電動二輪車,男,43,不明,不明,車的狀態,左轉彎,機車與自行車,左側車身,,,駕駛者,左轉彎未依規定,否,120.637412,24.176028
2026,9,20260901,025500,A2,新北市政府警察局,新北市蘆洲區永安大橋道路前0.0公尺,晴,有照明且開啟,市區道路,40,單路部分,彎曲路及附近,路段,機車專用道,柏油,乾燥,無缺陷,無障礙物,無遮蔽物,良好,無號誌,無號誌,中央分向島,窄式無柵欄,車道線(無標記),未繪設快慢車道分隔線,無,車輛本身,撞護欄(樁),其他,其他不當駕車行為,死亡0;受傷2,1,機車,普通重型,男,18,戴半罩式安全帽,未使用,車的狀態,向前直行中,機車與自行車,左側車身,,,其他,其他不當駕車行為,否,121.455141,25.081739
2026,9,20260901,025500,A2,新北市政府警察局,新北市蘆洲區永安大橋道路前0.0公尺,晴,有照明且開啟,市區道路,40,單路部分,彎曲路及附近,路段,機車專用道,柏油,乾燥,無缺陷,無障礙物,無遮蔽物,良好,無號誌,無號誌,中央分向島,窄式無柵欄,車道線(無標記),未繪設快慢車道分隔線,無,車輛本身,撞護欄(樁),其他,其他不當駕車行為,死亡0;受傷2,2,,,無或物(動物、堆置物),0,,,,,,,,,無(非車輛駕駛人因素),尚未發現肇事因素,否,121.455141,25.081739
2026,9,20260901,025500,A2,新北市政府警察局,新北市蘆洲區永安大橋道路前0.0公尺,晴,有照明且開啟,市區道路,40,單路部分,彎曲路及附近,路段,機車專用道,柏油,乾燥,無缺陷,無障礙物,無遮蔽物,良好,無號誌,無號誌,中央分向島,窄式無柵欄,車道線(無標記),未繪設快慢車道分隔線,無,車輛本身,撞護欄(樁),其他,其他不當駕車行為,死亡0;受傷2,3,人,乘客,女,17,戴半罩式安全帽,非駕駛人,人的狀態,其他,其他,無撞擊,,,無(非車輛駕駛人因素),尚未發現肇事因素,否,121.455141,25.081739
2026,9,20260901,044000,A2,新北市政府警察局,新北市三重區大同南路 / 新北市三重區光興街,晴,有照明且開啟,市區道路,30,交岔路,四岔路,交叉路口,交叉路口內,柏油,乾燥,無缺陷,路上有停車,無遮蔽物,良好,無號誌,無號誌,無,無分向設施,未繪設車道線,未繪設快慢車道分隔線,有,車與車,路口交岔撞,駕駛者,無號誌路口，支線道未讓幹線道先行,死亡0;受傷1,1,機車,普通重型,男,70,戴半罩式安全帽,未使用,車的狀態,向前直行中,機車與自行車,右側車身,,,駕駛者,無號誌路口，支線道未讓幹線道先行,否,121.495990,25.059737
2026,9,20260901,044000,A2,新北市政府警察局,新北市三重區大同南路 / 新北市三重區光興街,晴,有照明且開啟,市區道路,30,交岔路,四岔路,交叉路口,交叉路口內,柏油,乾燥,無缺陷,路上有停車,無遮蔽物,良好,無號誌,無號誌,無,無分向設施,未繪設車道線,未繪設快慢車道分隔線,有,車與車,路口交岔撞,駕駛者,無號誌路口，支線道未讓幹線道先行,死亡0;受傷1,2,小客車(含客、貨兩用),自用,男,58,繫安全帶(使用幼童安全椅),未使用,車的狀態,向前直行中,汽車,左前車頭(身),,,駕駛者,未依規定減速,否,121.495990,25.059737
2026,9,20260901,053300,A2,臺中市政府警察局,臺中市大雅區忠義里清泉路前0.0公尺,晴,無照明,市區道路,50,交岔路,三岔路,交叉路口,交叉路口內,水泥,乾燥,無缺陷,無障礙物,無遮蔽物,良好,無號誌,無號誌,無,無分向設施,未繪設車道線,未繪設快慢車道分隔線,有,車與車,其他,駕駛者,違規超車,死亡0;受傷1,1,小客車(含客、貨兩用),自用,男,67,不明,不明,車的狀態,超車(含超越),汽車,右側車身,,,駕駛者,違規超車,否,120.603983,24.228978
2026,9,20260901,053300,A2,臺中市政府警察局,臺中市大雅區忠義里清泉路前0.0公尺,晴,無照明,市區道路,50,交岔路,三岔路,交叉路口,交叉路口內,水泥,乾燥,無缺陷,無障礙物,無遮蔽物,良好,無號誌,無號誌,無,無分向設施,未繪設車道線,未繪設快慢車道分隔線,有,車與車,其他,駕駛者,違規超車,死亡0;受傷1,2,軍車,載重車,女,26,不明,不明,車的狀態,左轉彎,汽車,左前車頭(身),,,駕駛者,左轉彎未依規定,否,120.603983,24.228978
2026,9,20260901,055400,A2,嘉義縣警察局,嘉義縣朴子市德興里縣道157線與嘉47之1線路口,雨,有照明且開啟,縣道,50,交岔路,四岔路,交叉路口,交叉路口內,柏油,濕潤,無缺陷,無障礙物,無遮蔽物,良好,閃光號誌,正常,無,無分向設施,未繪設車道線,未繪設快慢車道分隔線,無,車與車,側撞,駕駛者,違反閃光號誌,死亡0;受傷1,1,小客車(含客、貨兩用),自用,男,74,繫安全帶(使用幼童安全椅),未使用,車的狀態,左轉彎,汽車,左前車頭(身),,,駕駛者,違反閃光號誌,否,120.262922,23.471269
2026,9,20260901,055400,A2,嘉義縣警察局,嘉義縣朴子市德興里縣道157線與嘉47之1線路口,雨,有照明且開啟,縣道,50,交岔路,四岔路,交叉路口,交叉路口內,柏油,濕潤,無缺陷,無障礙物,無遮蔽物,良好,閃光號誌,正常,無,無分向設施,未繪設車道線,未繪設快慢車道分隔線,無,車與車,側撞,駕駛者,違反閃光號誌,死亡0;受傷1,2,機車,普通重型,男,51,戴非半罩式安全帽,未使用,車的狀態,向前直行中,機車與自行車,前車頭,,,駕駛者,恍神、緊張、心不在焉分心駕駛,否,120.262922,23.471269
2026,9,20260901,055800,A2,高雄市政府警察局,高雄市旗山區河堤防汛道路永和038號前0.0公尺,雨,有照明未開啟或故障,市區道路,30,單路部分,直路,路段,一般車道(未劃分快慢車道),柏油,濕潤,無缺陷,無障礙物,無遮蔽物,良好,無號誌,無號誌,無,無分向設施,未繪設車道線,未繪設快慢車道分隔線,有,車與車,其他,駕駛者,迴轉未依規定,死亡0;受傷1,1,小貨車,自用,男,71,繫安全帶(使用幼童安全椅),未使用,車的狀態,迴轉或橫越道路中,汽車,右前車頭(身),,,駕駛者,迴轉未依規定,否,120.483600,22.899710
2026,9,20260901,055800,A2,高雄市政府警察局,高雄市旗山區河堤防汛道路永和038號前0.0公尺,雨,有照明未開啟或故障,市區道路,30,單路部分,直路,路段,一般車道(未劃分快慢車道),柏油,濕潤,無缺陷,無障礙物,無遮蔽物,良好,無號誌,無號誌,無,無分向設施,未繪設車道線,未繪設快慢車道分隔線,有,車與車,其他,駕駛者,迴轉未依規定,死亡0;受傷1,2,機車,普通重型,男,27,戴非半罩式安全帽,未使用,車的狀態,向前直行中,機車與自行車,右側車身,,,無(車輛駕駛者因素),尚未發現肇事因素,否,120.483600,22.899710
2026,9,20260901,060200,A2,高雄市政府警察局,高雄市大寮區鳳林路4段629號前0.0公尺,雨,有照明未開啟或故障,市區道路,60,單路部分,直路,路段,慢車道,柏油,濕潤,無缺陷,無障礙物,無遮蔽物,良好,無號誌,無號誌,中央分向島,寬式(50公分以上),車道線(無標記),快慢車道分隔線,無,車與車,側撞,駕駛者,右轉彎未依規定,死亡0;受傷1,1,小客車(含客、貨兩用),計程車,男,46,繫安全帶(使用幼童安全椅),未使用,車的狀態,右轉彎,汽車,右側車身,,,駕駛者,右轉彎未依規定,否,120.410255,22.543482
2026,9,20260901,060200,A2,高雄市政府警察局,高雄市大寮區鳳林路4段629號前0.0公尺,雨,有照明未開啟或故障,市區道路,60,單路部分,直路,路段,慢車道,柏油,濕潤,無缺陷,無障礙物,無遮蔽物,良好,無號誌,無號誌,中央分向島,寬式(50公分以上),車道線(無標記),快慢車道分隔線,無,車與車,側撞,駕駛者,右轉彎未依規定,死亡0;受傷1,2,機車,普通重型,男,61,戴半罩式安全帽,未使用,車的狀態,向前直行中,機車與自行車,前車頭,,,無(車輛駕駛者因素),尚未發現肇事因素,否,120.410255,22.543482
2026,9,20260901,061000,A2,臺中市政府警察局,臺中市北屯區松和里昌平路二段國泰巷79號前0.0公尺,雨,有照明未開啟或故障,市區道路,50,交岔路,四岔路,交叉路口,交叉路口內,柏油,濕潤,無缺陷,無障礙物,無遮蔽物,良好,無號誌,無號誌,無,無分向設施,未繪設車道線,未繪設快慢車道分隔線,無,車與車,路口交岔撞,駕駛者,無號誌路口，左方車未讓右方車先行,死亡0;受傷2,1,機車,普通重型,女,62,戴半罩式安全帽,未使用,車的狀態,向前直行中,機車與自行車,右側車身,,,駕駛者,無號誌路口，左方車未讓右方車先行,否,120.692659,24.178216
2026,9,20260901,061000,A2,臺中市政府警察局,臺中市北屯區松和里昌平路二段國泰巷79號前0.0公尺,雨,有照明未開啟或故障,市區道路,50,交岔路,四岔路,交叉路口,交叉路口內,柏油,濕潤,無缺陷,無障礙物,無遮蔽物,良好,無號誌,無號誌,無,無分向設施,未繪設車道線,未繪設快慢車道分隔線,無,車與車,路口交岔撞,駕駛者,無號誌路口，左方車未讓右方車先行,死亡0;受傷2,2,機車,普通重型,女,62,戴半罩式安全帽,未使用,車的狀態,向前直行中,機車與自行車,前車頭,,,駕駛者,未依規定減速,否,120.692659,24.178216
2026,9,20260901,061300,A2,彰化縣警察局,彰化縣伸港鄉美港公路口 / 彰化縣伸港鄉中興路口,雨,有照明未開啟或故障,村里道路,60,交岔路,多岔路,交叉路口,交叉路口內,柏油,濕潤,無缺陷,無障礙物,無遮蔽物,良好,行車管制號誌,正常,中央分向島,寬式(50公分以上),車道線(無標記),快慢車道分隔線,有,車與車,路口交岔撞,駕駛者,闖紅燈直行,死亡0;受傷1,1,機車,普通重型,女,26,戴半罩式安全帽,未使用,車的狀態,向前直行中,機車與自行車,右側車身,,,駕駛者,闖紅燈直行,否,120.489284,24.150558
2026,9,20260901,061300,A2,彰化縣警察局,彰化縣伸港鄉美港公路口 / 彰化縣伸港鄉中興路口,雨,有照明未開啟或故障,村里道路,60,交岔路,多岔路,交叉路口,交叉路口內,柏油,濕潤,無缺陷,無障礙物,無遮蔽物,良好,行車管制號誌,正常,中央分向島,寬式(50公分以上),車道線(無標記),快慢車道分隔線,有,車與車,路口交岔撞,駕駛者,闖紅燈直行,死亡0;受傷1,2,小客車(含客、貨兩用),自用,女,38,繫安全帶(使用幼童安全椅),未使用,車的狀態,向前直行中,汽車,前車頭,,,無(車輛駕駛者因素),尚未發現肇事因素,否,120.489284,24.150558
2026,9,20260901,061433,A2,彰化縣警察局,彰化縣花壇鄉花壇街510號前,雨,有照明未開啟或故障,市區道路,40,交岔路,四岔路,交叉路口,交叉路口內,柏油,濕潤,無缺陷,無障礙物,無遮蔽物,良好,閃光號誌,正常,行車分向線,附標記,未繪設車道線,未繪設快慢車道分隔線,有,車與車,側撞,駕駛者,迴轉未依規定,死亡0;受傷1,1,小客車(含客、貨兩用),自用,男,48,繫安全帶(使用幼童安全椅),未使用,車的狀態,迴轉或橫越道路中,汽車,左前車頭(身),,,駕駛者,迴轉未依規定,否,120.537742,24.028770
2026,9,20260901,061433,A2,彰化縣警察局,彰化縣花壇鄉花壇街510號前,雨,有照明未開啟或故障,市區道路,40,交岔路,四岔路,交叉路口,交叉路口內,柏油,濕潤,無缺陷,無障礙物,無遮蔽物,良好,閃光號誌,正常,行車分向線,附標記,未繪設車道線,未繪設快慢車道分隔線,有,車與車,側撞,駕駛者,迴轉未依規定,死亡0;受傷1,2,機車,普通重型,男,52,戴非半罩式安全帽,未使用,車的狀態,插入行列,機車與自行車,前車頭,,,駕駛者,未保持行車安全距離,是,120.537742,24.028770
2026,9,20260901,063000,A2,新北市政府警察局,新北市土城區擺接堡路前0.0公尺,陰,有照明且開啟,市區道路,50,單路部分,直路,路段,一般車道(未劃分快慢車道),柏油,乾燥,無缺陷,無障礙物,無遮蔽物,良好,無號誌,無號誌,中央分向島,窄式無柵欄,車道線(無標記),未繪設快慢車道分隔線,有,車輛本身,撞交通島,無(車輛駕駛者因素),尚未發現肇事因素,死亡0;受傷1,1,機車,普通重型,女,30,戴半罩式安全帽,未使用,車的狀態,向前直行中,機車與自行車,右側車身,機車與自行車,右側車身,無(車輛駕駛者因素),尚未發現肇事因素,否,110.000000,9.000000
2026,9,20260901,063000,A2,新北市政府警察局,新北市土城區擺接堡路前0.0公尺,陰,有照明且開啟,市區道路,50,單路部分,直路,路段,一般車道(未劃分快慢車道),柏油,乾燥,無缺陷,無障礙物,無遮蔽物,良好,無號誌,無號誌,中央分向島,窄式無柵欄,車道線(無標記),未繪設快慢車道分隔線,有,車輛本身,撞交通島,無(車輛駕駛者因素),尚未發現肇事因素,死亡0;受傷1,2,,,無或物(動物、堆置物),115,,,,,,,,,無(非車輛駕駛人因素),尚未發現肇事因素,否,110.000000,9.000000
2026,9,20260901,063900,A2,臺中市政府警察局,臺中市北區賴村里衛道路227巷3號前0.0公尺,雨,有照明且開啟,市區道路,30,單路部分,直路,路段,一般車道(未劃分快慢車道),柏油,濕潤,無缺陷,無障礙物,無遮蔽物,良好,無號誌,無號誌,無,無分向設施,未繪設車道線,未繪設快慢車道分隔線,無,車輛本身,其他,其他,其他不當駕車行為,死亡0;受傷1,1,機車,普通重型,男,36,戴半罩式安全帽,未使用,車的狀態,其他,機車與自行車,左側車身,,,其他,其他不當駕車行為,否,120.678059,24.162431
2026,9,20260901,063900,A2,臺中市政府警察局,臺中市北區賴村里衛道路227巷3號前0.0公尺,雨,有照明且開啟,市區道路,30,單路部分,直路,路段,一般車道(未劃分快慢車道),柏油,濕潤,無缺陷,無障礙物,無遮蔽物,良好,無號誌,無號誌,無,無分向設施,未繪設車道線,未繪設快慢車道分隔線,無,車輛本身,其他,其他,其他不當駕車行為,死亡0;受傷1,2,,,無或物(動物、堆置物),0,,,,,,,,,無(非車輛駕駛人因素),尚未發現肇事因素,否,120.678059,24.162431
2026,9,20260901,064700,A2,臺中市政府警察局,臺中市太平區豐年里欣豐橋前0.0公尺,雨,有照明未開啟或故障,市區道路,50,交岔路,四岔路,交叉路口,交叉口附近,柏油,濕潤,無缺陷,無障礙物,無遮蔽物,良好,行車管制號誌,正常,雙向禁止超車線,無標記,禁止變換車道線(無標記),未繪設快慢車道分隔線,無,車與車,同向擦撞,駕駛者,違反其他標誌(線)禁制,死亡0;受傷1,1,機車,普通重型,女,18,戴半罩式安全帽,未使用,車的狀態,向左變換車道,機車與自行車,左側車身,,,駕駛者,違反其他標誌(線)禁制,否,120.721549,24.142606
2026,9,20260901,064700,A2,臺中市政府警察局,臺中市太平區豐年里欣豐橋前0.0公尺,雨,有照明未開啟或故障,市區道路,50,交岔路,四岔路,交叉路口,交叉口附近,柏油,濕潤,無缺陷,無障礙物,無遮蔽物,良好,行車管制號誌,正常,雙向禁止超車線,無標記,禁止變換車道線(無標記),未繪設快慢車道分隔線,無,車與車,同向擦撞,駕駛者,違反其他標誌(線)禁制,死亡0;受傷1,2,小客車(含客、貨兩用),自用,男,72,繫安全帶(使用幼童安全椅),未使用,車的狀態,左轉彎,汽車,右側車身,,,其他,其他不當駕車行為,否,120.721549,24.142606
2026,9,20260901,064842,A2,彰化縣警察局,彰化縣溪湖鎮湖東里大溪路一段口 / 彰化縣溪湖鎮湖東里大溪路一段口,雨,無照明,村里道路,30,交岔路,三岔路,路段,一般車道(未劃分快慢車道),柏油,濕潤,無缺陷,無障礙物,無遮蔽物,良好,無號誌,無號誌,無,無分向設施,未繪設車道線,未繪設快慢車道分隔線,有,車與車,側撞,駕駛者,右轉彎未依規定,死亡0;受傷1,1,小客車(含客、貨兩用),自用,男,52,繫安全帶(使用幼童安全椅),未使用,車的狀態,右轉彎,汽車,左前車頭(身),,,駕駛者,右轉彎未依規定,否,120.499781,23.968360
2026,9,20260901,064842,A2,彰化縣警察局,彰化縣溪湖鎮湖東里大溪路一段口 / 彰化縣溪湖鎮湖東里大溪路一段口,雨,無照明,村里道路,30,交岔路,三岔路,路段,一般車道(未劃分快慢車道),柏油,濕潤,無缺陷,無障礙物,無遮蔽物,良好,無號誌,無號誌,無,無分向設施,未繪設車道線,未繪設快慢車道分隔線,有,車與車,側撞,駕駛者,右轉彎未依規定,死亡0;受傷1,2,機車,普通重型,女,70,戴半罩式安全帽,未使用,車的狀態,向前直行中,機車與自行車,前車頭,,,駕駛者,未依規定減速,否,120.499781,23.968360
