發生時間,發生地點,死亡受傷人數,車種
105年07月01日 08時38分00秒,彰化縣員林市員東路1段 / 彰化縣員林市浮圳巷,死亡1;受傷0,普通重型-機車;自用-小客車
105年07月01日 09時45分00秒,屏東縣萬丹鄉台88 14公里東向外側,死亡1;受傷2,營業用-大貨車;自用-大貨車;乘客-人
105年07月01日 10時20分00秒,雲林縣斗南鎮新南91-2號路燈前,死亡1;受傷1,普通重型-機車;自用-小客車
105年07月01日 11時05分00秒,臺中市西屯區福中里工業區一路60之3號前0.0公尺,死亡1;受傷0,自用-小客車;普通重型-機車
105年07月01日 11時22分00秒,臺南市佳里區光復路與光復路109巷路口附近快車道,死亡1;受傷0,普通重型-機車;自用-小客車
105年07月01日 17時39分00秒,臺中市東區東信里環中東路四段 / 臺中市東區東信里東義街,死亡1;受傷0,普通輕型-機車;自用-小貨車(含客、貨兩用)
105年07月01日 23時24分00秒,桃園市平鎮區新榮里振興西路 / 桃園市平鎮區新榮里新德街,死亡1;受傷0,自用-小客車;普通重型-機車
105年07月02日 04時19分00秒,嘉義市東區啟明路 / 嘉義市東區公園街,死亡1;受傷0,自用-小客車;行人-人
105年07月02日 06時50分00秒,臺南市龍崎區龍船里市道182線前0.0公尺,死亡1;受傷0,普通重型-機車
105年07月02日 17時51分00秒,彰化縣和美鎮孝義路 / 彰化縣和美鎮美寮路,死亡1;受傷0,自用-小客車;普通重型-機車;自用-小客車
105年07月03日 12時43分00秒,嘉義縣太保市過溝里北港路二段前0.0公尺,死亡1;受傷1,電動自行車-慢車;自用-小客車
105年07月03日 22時42分00秒,桃園市蘆竹區海湖里海湖北路前0.0公尺,死亡1;受傷0,自用-小客車
105年07月04日 00時30分00秒,新北市林口區國道1號 40公里800.0公尺處南向輔助,死亡1;受傷0,自用-小貨車(含客、貨兩用);營業用-半聯結車
105年07月04日 05時53分00秒,臺北市萬華區光復橋路前0.0公尺,死亡1;受傷0,普通重型-機車;自用-大貨車
105年07月04日 06時37分00秒,花蓮縣新城鄉北三棧61號前(新城所),死亡1;受傷0,普通重型-機車;自用-小貨車(含客、貨兩用)
105年07月04日 12時00分00秒,宜蘭縣三星鄉萬富五路與照林路三段路口,死亡1;受傷0,普通重型-機車;自用-小客車;乘客-人
105年07月04日 14時55分00秒,桃園市觀音區廣興里中山路一段883號前0.0公尺,死亡1;受傷0,普通重型-機車
105年07月04日 16時27分00秒,臺南市龍崎區182 20公里520.0公尺處西向外側,死亡1;受傷0,普通重型-機車
105年07月04日 22時01分00秒,苗栗縣頭份市中華路522巷口。,死亡1;受傷0,自用-小客車;行人-人
105年07月05日 02時11分00秒,臺南市鹽水區臺19 100公里700.0公尺處南向外側,死亡1;受傷1,普通重型-機車;乘客-人
105年07月05日 11時57分00秒,南投縣草屯鎮,死亡1;受傷1,自用-大貨車;乘客-人
105年07月05日 22時36分00秒,高雄市大寮區鳳屏二路136號前0.0公尺,死亡1;受傷0,普通輕型-機車;自用-小貨車(含客、貨兩用)
105年07月06日 03時00分00秒,苗栗縣頭屋鄉國道1號 122公里900.0公尺處北向外側,死亡1;受傷3,民營客運-大客車;營業用-半聯結車;乘客-人;乘客-人;乘客-人
105年07月06日 09時52分00秒,臺北市士林區德行西路前0.0公尺,死亡1;受傷0,普通重型-機車;計程車-小客車
105年07月06日 12時03分00秒,苗栗縣苗栗市台13 33公里100.0公尺處北向外側,死亡1;受傷0,普通重型-機車
105年07月06日 21時23分00秒,桃園市平鎮區中興路平鎮段315號前0.0公尺,死亡1;受傷0,自用-小客車;行人-人
105年07月06日 23時44分00秒,彰化縣田尾鄉中正路1段 / 彰化縣田尾鄉公所路,死亡1;受傷0,自用-小客車
105年07月07日 05時38分00秒,桃園市大溪區快速路 / 桃園市大溪區產業道路,死亡1;受傷1,普通重型-機車;普通重型-機車
105年07月07日 05時55分00秒,嘉義縣中埔鄉嘉132線4.1公里處,死亡1;受傷1,自用-小客車;自用-小貨車(含客、貨兩用)
105年07月07日 06時35分00秒,宜蘭縣南澳鄉台9 129公里750.0公尺處北向內側,死亡1;受傷1,自用-大貨車;自用-曳引車
105年07月07日 07時10分00秒,高雄市前金區中山一路前0.0公尺,死亡1;受傷0,普通重型-機車
105年07月07日 13時42分00秒,雲林縣二崙鄉永定村永定路前0.0公尺,死亡1;受傷0,普通重型-機車;自用-小貨車(含客、貨兩用)
105年07月07日 23時55分00秒,新竹縣新豐鄉後湖子174之1號旁,死亡1;受傷0,大型重型1(550C.C.以上)-機車
105年07月08日 10時00分00秒,南投縣竹山鎮延和里集山路三段 / 南投縣竹山鎮延和里江西路,死亡1;受傷1,普通重型-機車;普通重型-機車
105年07月08日 18時50分00秒,雲林縣斗南鎮林子116號燈桿前,死亡2;受傷0,自用-小客車;乘客-人
105年07月09日 08時40分00秒,臺南市北區國華街四段5巷前0.0公尺,死亡1;受傷0,普通重型-機車;自用-小客車
105年07月09日 22時02分00秒,臺東縣台東市台9 386公里500.0公尺處南向中內,死亡1;受傷0,普通重型-機車;營業用-曳引車;其他人-人
105年07月10日 04時35分00秒,新竹縣新埔鎮田新路356號前0.0公尺,死亡1;受傷0,自用-小客車;行人-人
105年07月10日 08時54分00秒,新北市貢寮區臺2線道路前0.0公尺,死亡1;受傷0,營業用-曳引車
105年07月10日 10時38分00秒,臺北市大安區仁愛路3段前0.0公尺,死亡1;受傷0,民營公車-大客車;行人-人
105年07月11日 02時18分00秒,桃園市平鎮區湧安里湧光路494巷前0.0公尺,死亡1;受傷1,普通重型-機車;乘客-人
105年07月11日 13時15分00秒,臺北市南港區國道3號 15公里900.0公尺處北向內側,死亡1;受傷0,租賃車-小客車
105年07月11日 14時32分00秒,嘉義縣水上鄉國道3號 301公里700.0公尺處北向內側,死亡1;受傷4,自用-小客車;自用-小客車;乘客-人;乘客-人;乘客-人;乘客-人
105年07月11日 19時11分00秒,南投縣名間鄉139乙 4公里550.0公尺處北向中線,死亡1;受傷0,自用-小客車;行人-人
105年07月11日 20時14分00秒,新北市金山區永興里臺2線道路前0.0公尺,死亡1;受傷0,普通重型-機車
105年07月11日 21時18分00秒,臺中市豐原區社皮里豐原大道一段 / 臺中市豐原區社皮里一心路,死亡1;受傷0,自用-小客車;行人-人
105年07月12日 04時38分00秒,臺南市安南區同安路132號前0.0公尺,死亡1;受傷0,自用-小客車;行人-人;普通重型-機車
105年07月12日 06時08分00秒,桃園市蘆竹區南工路一段16號前0.0公尺,死亡1;受傷0,普通重型-機車
105年07月12日 09時45分00秒,臺中市大里區新仁里新仁路一段197號前0.0公尺,死亡1;受傷0,自用-大貨車;行人-人
105年07月12日 12時57分00秒,宜蘭縣南澳鄉澳花村蘇花公路前0.0公尺,死亡1;受傷0,普通重型-機車;自用-小客車
105年07月12日 19時45分00秒,苗栗縣通霄鎮新埔里中山路 / 苗栗縣通霄鎮新埔里中山路,死亡1;受傷0,自用-小貨車(含客、貨兩用);行人-人
105年07月12日 22時47分00秒,桃園市八德區瑞發里介壽路二段901巷前0.0公尺,死亡1;受傷2,行人-人;大型重型2(250-550C.C.)-機車;普通重型-機車;自用-小客車
105年07月13日 07時40分00秒,彰化縣大城鄉,死亡1;受傷0,營業用-大貨車;自用-小貨車(含客、貨兩用)
105年07月13日 23時30分00秒,新竹縣竹北市福興路一段 / 新竹縣竹北市自強五路,死亡1;受傷0,自用-小貨車(含客、貨兩用);普通重型-機車
105年07月13日 23時40分00秒,彰化縣鹿港鎮,死亡1;受傷0,普通重型-機車;自用-小貨車(含客、貨兩用)
105年07月14日 10時36分00秒,高雄市鳳山區中正路前0.0公尺,死亡1;受傷0,營業用-半聯結車;腳踏自行車-慢車
105年07月14日 10時50分00秒,臺中市大安區海墘里西濱公路 / 臺中市大安區海墘里大安港路,死亡1;受傷0,普通重型-機車;營業用-曳引車
105年07月14日 16時30分00秒,苗栗縣苑裡鎮苗47線與玉山11路口,死亡1;受傷0,自用-小貨車(含客、貨兩用);普通重型-機車
105年07月15日 03時30分00秒,新竹市東區國道1號 96公里300.0公尺處北向輔助,死亡1;受傷0,營業用-大貨車;營業用-全聯結車
105年07月15日 04時30分00秒,彰化縣埔鹽鄉埔港路前0.0公尺,死亡1;受傷0,普通重型-機車
105年07月15日 07時27分00秒,桃園市大溪區產業道路前0.0公尺,死亡1;受傷0,普通重型-機車;自用-小客車
105年07月15日 11時18分00秒,彰化縣秀水鄉番花路 / 彰化縣秀水鄉圳岸巷,死亡1;受傷0,普通重型-機車;自用-小貨車(含客、貨兩用)
105年07月15日 12時55分00秒,桃園市桃園區文中路 / 桃園市桃園區國豐十街,死亡1;受傷0,自用-小客車;普通重型-機車
105年07月15日 14時28分00秒,新北市板橋區萬板大橋路前0.0公尺,死亡1;受傷0,普通重型-機車
105年07月15日 20時02分00秒,桃園市蘆竹區南竹路四段 / 桃園市蘆竹區南竹路,死亡1;受傷0,自用-小客車;行人-人
105年07月15日 20時40分00秒,高雄市岡山區嘉為街前0.0公尺,死亡1;受傷0,自用-小客車;普通重型-機車
105年07月16日 02時15分00秒,宜蘭縣蘇澳鎮中山路152號前0.0公尺,死亡1;受傷1,普通重型-機車;行人-人
105年07月16日 07時49分00秒,臺南市東區長榮路二段前0.0公尺,死亡1;受傷1,普通重型-機車;營業用-小貨車(含客、貨兩用)
105年07月16日 09時35分00秒,高雄市仁武區高楠公路前0.0公尺,死亡1;受傷0,普通重型-機車;自用-小客車
105年07月16日 11時30分00秒,新北市石碇區北宜公路前0.0公尺,死亡1;受傷0,大型重型1(550C.C.以上)-機車;營業用-大貨車
105年07月16日 11時58分00秒,嘉義縣中埔鄉台3 311公里900.0公尺處南向內側,死亡1;受傷0,大型重型1(550C.C.以上)-機車
105年07月16日 12時28分00秒,彰化縣埔鹽鄉彰水路2段前0.0公尺,死亡1;受傷0,普通重型-機車
105年07月16日 14時50分00秒,嘉義縣中埔鄉嘉134線0.7公里,死亡1;受傷1,普通重型-機車;普通重型-機車
105年07月17日 07時50分00秒,臺南市安南區安明路二段前0.0公尺,死亡1;受傷0,普通重型-機車;自用-大貨車
105年07月17日 18時35分00秒,彰化縣芳苑鄉,死亡1;受傷1,普通重型-機車;自用-小客車;乘客-人
105年07月17日 23時10分00秒,臺南市安南區城西街 / 臺南市安南區城南路,死亡1;受傷0,自用-小貨車(含客、貨兩用);普通重型-機車
105年07月18日 02時22分00秒,臺北市文山區興隆路3段192巷8弄前0.0公尺,死亡1;受傷0,普通重型-機車
105年07月19日 11時28分00秒,新北市五股區國道1號 31公里500.0公尺處南向出口專用,死亡1;受傷0,營業用-半聯結車;營業用-大貨車;自用-小貨車(含客、貨兩用)
105年07月19日 15時00分00秒,花蓮縣壽豐鄉台9 222公里800.0公尺處南向外側,死亡1;受傷0,普通重型-機車;自用-小貨車(含客、貨兩用);自用-小貨車(含客、貨兩用)
105年07月20日 20時14分00秒,新北市土城區中華路前0.0公尺,死亡1;受傷0,自用-小客車;行人-人
105年07月21日 19時50分00秒,桃園市中壢區榮民南路 / 桃園市中壢區榮民南路,死亡1;受傷1,普通重型-機車;普通重型-機車
105年07月22日 00時24分00秒,嘉義縣竹崎鄉國道3號高速公路下方西側引道往南離159線300公尺處,死亡1;受傷1,自用-小客車;普通重型-機車;普通重型-機車
105年07月22日 01時45分00秒,臺南市佳里區臺19線122.1公里北上機車道,死亡1;受傷0,自用-小客車;普通重型-機車
105年07月22日 04時07分00秒,臺中市龍井區忠和里西濱快速道路前0.0公尺,死亡2;受傷2,自用-小客車;營業用-半聯結車;乘客-人;乘客-人;乘客-人
105年07月22日 08時50分00秒,嘉義縣義竹鄉(東寮44東4南12電力桿),死亡1;受傷0,營業用-大貨車;普通重型-機車
105年07月22日 15時53分00秒,新竹縣湖口鄉國強街與榮光街口,死亡1;受傷1,自用-小客車;行人-人
105年07月22日 19時19分00秒,雲林縣莿桐鄉154縣道,死亡1;受傷0,自用-小貨車(含客、貨兩用);腳踏自行車-慢車
105年07月23日 09時52分00秒,高雄市岡山區大仁北路前0.0公尺,死亡1;受傷0,腳踏自行車-慢車;自用-小貨車(含客、貨兩用)
105年07月23日 13時08分00秒,宜蘭縣宜蘭市嵐峰路三段438號前0.0公尺,死亡1;受傷0,普通重型-機車;自用-小貨車(含客、貨兩用)
105年07月23日 14時18分00秒,南投縣竹山鎮竹山里集山路三段前0.0公尺,死亡1;受傷0,自用-小客車;普通重型-機車
105年07月23日 16時53分00秒,彰化縣伸港鄉什股六街 / 彰化縣伸港鄉建國十街,死亡1;受傷0,普通輕型-機車;自用-小客車
105年07月24日 00時27分00秒,桃園市楊梅區國道1號 70公里800.0公尺處北向外側,死亡1;受傷2,自用-小客車;自用-小貨車(含客、貨兩用);乘客-人;乘客-人
105年07月24日 06時59分00秒,嘉義縣梅山鄉頂過溪產業道路,死亡1;受傷0,自用-小客車
105年07月24日 07時35分00秒,新北市土城區金城路2段前0.0公尺,死亡1;受傷0,自用-小客車;普通重型-機車
105年07月24日 08時58分00秒,臺北市士林區環河北路3段前0.0公尺,死亡1;受傷0,普通重型-機車
105年07月24日 09時40分00秒,臺南市七股區臺17線與南34-1線路口,死亡1;受傷0,大型重型1(550C.C.以上)-機車
105年07月24日 19時12分00秒,嘉義縣新港鄉嘉67 450.0公尺處北向一般,死亡1;受傷0,腳踏自行車-慢車;自用-小客車
105年07月24日 20時26分00秒,苗栗縣泰安鄉苗62線10.2K(泰安橋30公尺)處,死亡1;受傷0,自用-小客車;行人-人
105年07月25日 02時58分00秒,桃園市蘆竹區坑口里海山路一段前0.0公尺,死亡1;受傷0,普通重型-機車
105年07月26日 09時00分00秒,桃園市蘆竹區中正北路 / 桃園市蘆竹區南竹路二段,死亡1;受傷0,普通重型-機車;營業用-曳引車
105年07月26日 15時00分00秒,彰化縣鹿港鎮東興路 / 彰化縣鹿港鎮中正路,死亡1;受傷0,自用-小客車;普通重型-機車
105年07月26日 19時54分00秒,南投縣國姓鄉永安路南港枝90右12電桿處,死亡1;受傷0,普通重型-機車
105年07月26日 21時42分00秒,臺南市後壁區172線25.3公里處,死亡1;受傷0,腳踏自行車-慢車;自用-小貨車(含客、貨兩用)
105年07月27日 07時11分00秒,花蓮縣豐濱鄉台11 63公里500.0公尺處北向外側,死亡1;受傷0,普通重型-機車
105年07月27日 07時30分00秒,高雄市內門區內東里一八二線路前0.0公尺,死亡1;受傷2,自用-小客車;自用-小貨車(含客、貨兩用);乘客-人
105年07月27日 18時10分00秒,新北市永和區環河東路1段前0.0公尺,死亡1;受傷0,自用-小貨車(含客、貨兩用);普通重型-機車
105年07月27日 23時21分00秒,臺北市松山區敦化北路前0.0公尺,死亡1;受傷0,自用-小客車;普通重型-機車
105年07月28日 04時50分00秒,臺南市安定區178 13公里600.0公尺處東向路緣外,死亡1;受傷1,自用-小客車;行人-人;自用-小客車
105年07月28日 06時05分00秒,臺中市龍井區國道3號 183公里北向交流道,死亡1;受傷0,其他人-人;自用-大貨車;營業用-半聯結車
105年07月28日 07時02分00秒,臺東縣池上鄉 / 臺東縣池上鄉松吉路,死亡1;受傷0,普通重型-機車;拼裝車-其他車;農耕用車(或機械)-其他車;農耕用車(或機械)-其他車;拼裝車-其他車
105年07月29日 06時20分00秒,新北市中和區景平路349號前0.0公尺,死亡1;受傷1,行人-人;普通重型-機車
105年07月29日 10時37分00秒,臺南市北區文成三路 / 臺南市北區文賢三街,死亡1;受傷0,自用-小貨車(含客、貨兩用);普通輕型-機車
105年07月29日 11時29分00秒,彰化縣鹿港鎮,死亡1;受傷0,營業用-曳引車;普通重型-機車
105年07月29日 11時45分00秒,臺中市霧峰區坑口里中正路648-7號前0.0公尺,死亡1;受傷1,普通重型-機車;自用-小客車;自用-小客車;乘客-人
105年07月29日 18時35分00秒,南投縣名間鄉濁水村南雲路71號前0.0公尺,死亡1;受傷0,自用-大貨車;普通重型-機車
105年07月29日 19時27分00秒,高雄市左營區大中地下道路東向西號前0.0公尺,死亡1;受傷2,普通重型-機車;普通重型-機車;普通重型-機車
105年07月29日 20時15分00秒,屏東縣麟洛鄉中山路與大同街口,死亡1;受傷1,自用-小客車;普通重型-機車
105年07月29日 22時20分00秒,臺北市中山區樂群三路前0.0公尺,死亡1;受傷0,自用-小客車;普通重型-機車
105年07月30日 02時22分00秒,新北市土城區學府路1段3號前0.0公尺,死亡1;受傷1,普通重型-機車;行人-人
105年07月30日 04時41分00秒,彰化縣和美鎮美港公路前0.0公尺,死亡1;受傷0,行人-人;自用-小客車
105年07月30日 09時05分00秒,花蓮縣秀林鄉大濁水溪橋往南100公尺處(和平所),死亡2;受傷1,計程車-小客車;腳踏自行車-慢車;腳踏自行車-慢車
105年07月30日 16時32分00秒,嘉義縣民雄鄉國道1號 254公里400.0公尺處南向中線,死亡1;受傷1,自用-小客車;營業用-半聯結車;自用-小客車;乘客-人
105年07月31日 16時52分00秒,彰化縣彰化市彰興路2段前0.0公尺,死亡1;受傷0,拼裝車-其他車
105年08月01日 08時30分00秒,雲林縣林內鄉中正路 / 雲林縣林內鄉成功路,死亡1;受傷0,自用-小客車;行人-人
105年08月01日 10時51分00秒,新竹縣竹北市隘口二路前0.0公尺,死亡1;受傷0,普通重型-機車;營業用-小貨車(含客、貨兩用)
105年08月01日 12時40分00秒,宜蘭縣宜蘭市進士路5之28號前0.0公尺,死亡1;受傷1,普通重型-機車;自用-小客車
105年08月01日 16時30分00秒,南投縣草屯鎮北勢里永安路 / 南投縣草屯鎮北勢里玉屏路,死亡2;受傷3,自用-小客車;自用-小客車;乘客-人;乘客-人;乘客-人
105年08月01日 19時23分00秒,高雄市林園區鳳林路1段前0.0公尺,死亡1;受傷0,自用-小客車;行人-人
105年08月02日 08時03分00秒,新竹縣竹東鎮東寧路三段175號前0.0公尺,死亡1;受傷1,普通重型-機車;行人-人
105年08月02日 09時25分00秒,彰化縣二水鄉員集路5段 / 彰化縣二水鄉坑口巷,死亡1;受傷1,普通重型-機車;大型重型1(550C.C.以上)-機車
105年08月02日 09時30分00秒,雲林縣四湖鄉四湖村中山東路 / 雲林縣四湖鄉四湖村環湖東路,死亡1;受傷0,普通重型-機車;自用-大貨車
105年08月02日 14時31分00秒,臺中市大肚區社腳里沙田路一段925號前0.0公尺,死亡1;受傷3,自用-小客車;乘客-人;乘客-人;乘客-人
105年08月02日 21時10分00秒,花蓮縣壽豐鄉豐山村中興街92號前0.0公尺,死亡1;受傷0,普通重型-機車
105年08月03日 01時29分00秒,臺北市南港區南港路1段177號前0.0公尺,死亡1;受傷0,自用-小客車;行人-人
105年08月03日 07時12分00秒,屏東縣萬丹鄉南北路二段與寶田路535巷口,死亡1;受傷0,自用-小客車;普通重型-機車
105年08月03日 08時53分00秒,新北市新店區國道3號 28公里400.0公尺處北向內側,死亡1;受傷0,營業用-半聯結車
105年08月03日 09時59分00秒,高雄市路竹區路科一路前0.0公尺,死亡1;受傷1,普通重型-機車;普通重型-機車
105年08月03日 11時41分00秒,苗栗縣竹南鎮大埔里仁愛路前0.0公尺,死亡1;受傷0,自用-小客車;普通重型-機車
105年08月03日 11時51分00秒,新北市板橋區館前西路前0.0公尺,死亡1;受傷0,自用-小貨車(含客、貨兩用);行人-人
105年08月03日 16時25分00秒,高雄市大寮區濃一街前0.0公尺,死亡1;受傷0,自用-大貨車;腳踏自行車-慢車
105年08月03日 23時45分00秒,臺南市東區東門路二段448號前0.0公尺,死亡1;受傷1,普通重型-機車;腳踏自行車-慢車
105年08月04日 05時18分00秒,新竹縣竹北市中正西路2003號前0.0公尺,死亡1;受傷0,行人-人;自用-小貨車(含客、貨兩用)
105年08月04日 08時45分00秒,臺南市安南區安通路五段前0.0公尺,死亡1;受傷0,自用-小客車;普通重型-機車
105年08月04日 08時50分00秒,臺北市北投區中央北路1段12號前0.0公尺,死亡1;受傷1,普通重型-機車;行人-人
105年08月04日 09時45分00秒,新北市中和區連城路前0.0公尺,死亡1;受傷0,普通重型-機車
105年08月04日 10時41分00秒,新北市五股區新五路2段129號前0.0公尺,死亡1;受傷0,普通重型-機車;自用-小貨車(含客、貨兩用)
105年08月04日 10時57分00秒,臺南市官田區隆田里中華路一段142號前0.0公尺,死亡1;受傷1,普通重型-機車;普通重型-機車
105年08月04日 11時08分00秒,高雄市仁武區鳳仁路21之號前0.0公尺,死亡1;受傷1,自用-曳引車;普通重型-機車;普通重型-機車
105年08月04日 14時58分00秒,苗栗縣苑裡鎮苗140線與苗121線路口處,死亡1;受傷0,自用-小客車;普通重型-機車
105年08月04日 23時49分00秒,臺中市龍井區國道3號 183公里800.0公尺處北向輔助,死亡1;受傷0,自用-小客車;營業用-半聯結車
105年08月05日 03時25分00秒,嘉義市東區大雅路2段 / 嘉義市東區雅竹路,死亡1;受傷0,普通重型-機車
105年08月05日 06時34分00秒,嘉義縣竹崎鄉白樹腳產業道路,死亡1;受傷0,普通輕型-機車
105年08月05日 10時30分00秒,雲林縣古坑鄉TS12C97號電桿附近(產業道路)(永光所轄),死亡1;受傷0,普通重型-機車
105年08月05日 15時30分00秒,臺南市楠西區臺3線368公里400公尺北向外側路肩,死亡1;受傷1,自用-小貨車(含客、貨兩用);乘客-人
105年08月05日 16時30分00秒,彰化縣彰化市林森路 / 彰化縣彰化市金馬路,死亡1;受傷0,自用-大貨車;普通重型-機車
105年08月06日 04時30分00秒,臺中市后里區后科路三段(后科路三段2號后里污水處理廠前),死亡1;受傷0,自用-小客車
105年08月06日 07時45分00秒,臺中市龍井區麗水里龍港路 / 臺中市龍井區麗水里臨港路一段,死亡1;受傷0,普通重型-機車;營業用-半聯結車
105年08月06日 10時12分00秒,桃園市龍潭區聖亭路 / 桃園市龍潭區梅龍路,死亡1;受傷1,普通重型-機車;普通重型-機車
105年08月06日 17時04分00秒,臺北市萬華區和平西路3段前0.0公尺,死亡1;受傷1,民營公車-大客車;行人-人;行人-人
105年08月06日 22時57分00秒,雲林縣虎尾鎮崛頭86之1號旁路口,死亡1;受傷0,普通重型-機車;自用-小客車
105年08月07日 08時10分00秒,新北市三重區重新橋機車道路前0.0公尺,死亡1;受傷0,普通重型-機車
105年08月07日 10時13分00秒,高雄市旗津區過港隧道旗津往前鎮方向機車道1030公尺處,死亡1;受傷0,普通重型-機車
105年08月07日 13時25分00秒,雲林縣二崙鄉產業道路二崙165電桿前路口,死亡1;受傷0,普通重型-機車;自用-小客車
105年08月07日 17時42分00秒,彰化縣彰化市永芳路前0.0公尺,死亡1;受傷0,自用-小客車;普通輕型-機車
105年08月08日 12時01分00秒,花蓮縣新城鄉康樂加灣1之1號往南100公尺處(加灣所),死亡1;受傷0,普通重型-機車
105年08月08日 13時08分00秒,苗栗縣竹南鎮科專七路與科專三路路口,死亡1;受傷0,自用-小客車
105年08月08日 15時08分00秒,雲林縣北港鎮台19 66公里500.0公尺處南向內側,死亡1;受傷0,普通輕型-機車;自用-小貨車(含客、貨兩用)
105年08月08日 23時48分00秒,南投縣南投市南陽路 / 南投縣南投市復興路,死亡1;受傷0,普通重型-機車;自用-小客車
105年08月09日 03時45分00秒,屏東縣長治鄉德和路與平面道路路口,死亡1;受傷3,自用-小貨車(含客、貨兩用);計程車-小客車;乘客-人;乘客-人;乘客-人
105年08月09日 16時06分00秒,臺中市大里區瑞城里中興路一段 / 臺中市大里區瑞城里中興路一段,死亡1;受傷0,普通重型-機車;民營公車-大客車;自用-小客車
105年08月09日 17時30分00秒,高雄市仁武區澄觀路前0.0公尺,死亡1;受傷5,自用-小客車;普通重型-機車;普通重型-機車;普通重型-機車;普通重型-機車;普通重型-機車;普通重型-機車;普通重型-機車;乘客-人
105年08月10日 00時40分00秒,新北市五股區疏洪一路前0.0公尺,死亡1;受傷1,普通重型-機車;乘客-人
105年08月10日 06時13分00秒,新北市新莊區中正路前0.0公尺,死亡1;受傷0,自用-小客車;普通重型-機車
105年08月10日 07時06分00秒,臺南市安南區安和路六段52-1號前0.0公尺,死亡1;受傷0,營業用-大貨車;普通重型-機車;營業用-大貨車
105年08月10日 18時36分00秒,桃園市大園區大海里10鄰大竹南路69號前0.0公尺,死亡1;受傷0,自用-小客車
105年08月10日 19時15分00秒,雲林縣斗南鎮明昌33西1號電桿附近(斗南所轄),死亡1;受傷0,自用-小貨車(含客、貨兩用);行人-人
105年08月10日 21時16分00秒,高雄市大寮區興隆路490號前0.0公尺,死亡1;受傷1,普通重型-機車;行人-人
105年08月11日 08時25分00秒,臺中市南屯區大業里大墩路690號前0.0公尺,死亡1;受傷0,民營公車-大客車;普通重型-機車;自用-小客車
105年08月11日 10時25分00秒,桃園市觀音區金湖里中山路一段前0.0公尺,死亡1;受傷1,自用-小貨車(含客、貨兩用);乘客-人
105年08月11日 20時55分00秒,彰化縣福興鄉彰鹿路7段前0.0公尺,死亡1;受傷0,自用-小貨車(含客、貨兩用);腳踏自行車-慢車
105年08月12日 01時35分00秒,臺南市南區中華西路 / 臺南市南區新孝路,死亡1;受傷0,行人-人;自用-小客車
105年08月12日 19時12分00秒,臺南市新化區中山路(台20線)與台19甲線路口東南側,死亡1;受傷4,自用-小客車;自用-小客車;自用-小客車;乘客-人;乘客-人
105年08月13日 00時26分00秒,桃園市大園區三塊石45-51號,死亡1;受傷1,普通重型-機車;行人-人
105年08月13日 02時50分00秒,基隆市七堵區明德二路15-53號前0.0公尺,死亡1;受傷1,普通重型-機車;行人-人
105年08月13日 10時55分00秒,新竹縣北埔鄉台三線道路約82.4公里處往南,死亡1;受傷0,普通重型-機車
105年08月13日 12時35分00秒,臺南市北門區北門上臺61線南向交流匝道,死亡1;受傷1,自用-小貨車(含客、貨兩用);乘客-人
105年08月13日 16時51分00秒,臺中市東區新庄里台中路前0.0公尺,死亡1;受傷0,民營客運-大客車;普通輕型-機車
105年08月13日 20時22分00秒,彰化縣田中鎮中州路2段 / 彰化縣田中鎮大新路,死亡1;受傷1,電動自行車-慢車;普通重型-機車
105年08月13日 21時17分00秒,新北市三芝區,死亡1;受傷3,自用-小客車;普通重型-機車;乘客-人;乘客-人
105年08月14日 04時58分00秒,臺南市麻豆區關帝廟62-28號,死亡1;受傷0,腳踏自行車-慢車;自用-小客車
105年08月14日 06時55分00秒,新北市平溪區,死亡1;受傷0,大型重型1(550C.C.以上)-機車
105年08月14日 15時53分00秒,彰化縣二林鎮中央南街前0.0公尺,死亡1;受傷0,普通重型-機車;民營客運-大客車
105年08月14日 19時10分00秒,宜蘭縣南澳鄉台9 125公里700.0公尺處南向內側,死亡4;受傷3,自用-小客車;乘客-人;乘客-人;乘客-人;乘客-人;乘客-人;乘客-人
105年08月15日 06時57分00秒,彰化縣二林鎮二溪路6段前0.0公尺,死亡1;受傷0,電動自行車-慢車;自用-小客車
105年08月15日 07時41分00秒,新竹縣北埔鄉台三線社官橋,死亡1;受傷0,自用-大貨車;普通重型-機車
105年08月15日 09時30分00秒,屏東縣屏東市金城街33之3號前0.0公尺,死亡1;受傷0,普通重型-機車
105年08月15日 10時39分00秒,宜蘭縣宜蘭市思源里金六結路前0.0公尺,死亡1;受傷0,普通重型-機車;自用-大貨車
105年08月15日 11時08分00秒,臺中市烏日區湖日里新興路前0.0公尺,死亡1;受傷0,普通重型-機車;自用-小客車
105年08月15日 12時13分00秒,苗栗縣公館鄉苗119甲線與館信路路口,死亡1;受傷1,自用-小客車;普通重型-機車
105年08月15日 16時40分00秒,高雄市小港區中山四路南下機號前0.0公尺,死亡1;受傷0,普通重型-機車
105年08月16日 06時00分00秒,臺東縣太麻里鄉台九線太麻里街(口),死亡1;受傷2,營業用-曳引車;普通重型-機車;乘客-人
105年08月16日 13時27分00秒,新北市金山區台2甲 3公里600.0公尺處北向一般車道(未劃分,死亡1;受傷1,普通重型-機車;其他人-人
105年08月16日 22時01分00秒,彰化縣芬園鄉彰南路4段前0.0公尺,死亡1;受傷1,自用-小客車;普通輕型-機車;其他人-人
