2023,2,20230215,160002,A2,國道公路警察局,"雲林縣大埤鄉國道1號 243公里700.0公尺處南側向中線",晴,日間自然光線,國道,70,單路部分,直路,路段,快車道,柏油,乾燥,無缺陷,道路工事(程)中,良好,良好,無號誌,無號誌,中央分向島,寛式(50公分以上),車道線(附標記),未繪設快慢車道分隔線,有,車與車,追撞,駕駛人,未注意車前狀態,死亡0;受傷2,1,大客車,民營客運,男,47,戴安全帽或繫安全帶(使用幼童安全椅),未使用,車的狀態,向前直行中,汽車,右前車頭(身),,,駕駛人,未注意車前狀態,否,120.458328,23.671207
2023,1,20230116,175556,A2,雲林縣警察局,雲林縣斗南鎮延平路二段僑真國小前,晴,夜間(或隧道、地下道、涵洞)有照明,村里道路,50,單路部分,直路,路段,快車道,柏油,乾燥,無缺陷,無障礙物,良好,良好,無號誌,無號誌,中央分向島,寛式(50公分以上),車道線(無標記),快慢車道分隔線,有,車與車,同向擦撞,駕駛人,未注意車前狀態,死亡0;受傷2,1,機車,普通重型,男,28,戴安全帽或繫安全帶(使用幼童安全椅),不明,車的狀態,向前直行中,機車,前車頭,,,駕駛人,未注意車前狀態,否,120.474889,23.667526
