2023,1,20230117,111500,A2,雲林縣警察局,雲林縣大埤鄉大埤路541號前,晴,日間自然光線,縣道,50,單路部分,直路,路段,快車道,柏油,乾燥,無缺陷,無障礙物,良好,良好,無號誌,無號誌,行車分向線,附標記,車道線(附標記),快慢車道分隔線,有,車與車,側撞,駕駛人,未依規定讓車,死亡0;受傷1,1,機車,普通重型,男,88,戴安全帽或繫安全帶(使用幼童安全椅),未使用,車的狀態,左轉彎,機車,右側車身,,,駕駛人,未依規定讓車,否,120.434969,23.646415
2023,1,20230130,153058,A2,雲林縣警察局,雲林縣大埤鄉尚義村下崙子產業道路路口,晴,日間自然光線,村里道路,30,交岔路,三岔路,交叉路口,交叉路口內,柏油,乾燥,無缺陷,無障礙物,良好,良好,無號誌,無號誌,無,無分向設施,未繪設車道線,未繪設快慢車道分隔線,無,車與車,側撞,其他,不明原因肇事,死亡0;受傷1,1,慢車,腳踏自行車,女,80,不明,未使用,車的狀態,其他,其他,非汽(機)車,,,其他,不明原因肇事,否,120.439137,23.642772
