2023,1,20230105,134524,A2,國道公路警察局,"高雄市田寮區國道3號 379公里100.0公尺處南側向中線",晴,夜間(或隧道、地下道、涵洞)有照明,國道,110,單路部分,直路,路段,快車道,柏油,乾燥,無缺陷,無障礙物,良好,良好,無號誌,無號誌,無,無分向設施,車道線(附標記),未繪設快慢車道分隔線,有,車與車,追撞,駕駛人,未保持行車安全距離,死亡0;受傷3,1,大貨車,自用,男,40,戴安全帽或繫安全帶(使用幼童安全椅),未使用,車的狀態,急減速或急停止,汽車,前車頭,,,駕駛人,未保持行車安全距離,否,120.420910,22.819058
2023,1,20230109,164000,A2,高雄市政府警察局,高雄市田寮區村田埔金山高幹127號前0.0公尺,晴,日間自然光線,市區道路,50,單路部分,彎曲路及附近,路段,一般車道(未劃分快慢車道),柏油,乾燥,無缺陷,無障礙物,不良,彎道,無號誌,無號誌,雙向禁止超車線,無標記,未繪設車道線,未繪設快慢車道分隔線,有,汽(機)車本身,衝出路外,駕駛人,未依規定減速,死亡0;受傷2,1,機車,普通重型,男,18,戴安全帽或繫安全帶(使用幼童安全椅),未使用,車的狀態,向前直行中,機車,左側車身,機車,左側車身,駕駛人,未依規定減速,否,120.407300,22.817590
