week,a1,a2
202053,0,1
202101,0,3
202102,0,5
202103,0,5
202104,0,2
202105,0,2
202106,0,3
202107,0,4
202108,0,5
202109,0,3
202110,0,7
202111,0,4
202112,0,3
202113,0,4
202114,0,5
202115,0,2
202116,0,2
202117,0,4
202118,0,1
202119,0,6
202120,0,1
202121,0,3
