week,a1,a2
202053,0,2
202101,0,8
202102,0,5
202103,0,5
202104,0,7
202105,0,6
202106,0,3
202107,0,2
202108,0,4
202109,0,3
202110,0,4
202111,0,7
202112,0,2
202113,0,2
202114,0,4
202115,1,6
202116,0,4
202117,0,3
