week,a1,a2
202053,0,1
202102,0,5
202105,0,2
202106,0,1
202107,0,4
202108,0,2
202109,0,1
202110,0,3
202111,0,2
202112,0,5
202113,0,2
202114,0,3
202115,0,4
202116,0,1
202117,0,1
202118,0,1
202120,0,1
202121,0,6
