week,a1,a2
202053,0,1
202101,0,10
202102,0,3
202103,0,1
202104,0,1
202105,0,1
202106,0,4
202107,0,1
202108,0,3
202109,0,2
202110,0,4
202111,0,5
202112,0,1
202113,0,7
202114,0,2
202115,0,5
202116,0,3
202117,0,6
202119,0,1
202120,0,2
202121,0,2
202122,0,1
