2023,1,20230109,092002,A2,嘉義縣警察局,嘉義縣中埔鄉沄水村台3線298公里200公尺處(電線桿:沄水209N4174CB31),晴,日間自然光線,省道,50,單路部分,彎曲路及附近,路段,路肩、路緣,柏油,乾燥,無缺陷,無障礙物,良好,良好,無號誌,無號誌,雙向禁止超車線,附標記,未繪設車道線,未繪設快慢車道分隔線,有,汽(機)車本身,撞護欄(樁),駕駛人,未依規定減速,死亡0;受傷1,1,機車,大型重型1(550C.C.以上),男,49,戴安全帽或繫安全帶(使用幼童安全椅),未使用,車的狀態,向前直行中,機車,右側車身,,,駕駛人,未依規定減速,否,120.548587,23.384218
2023,1,20230120,150300,A2,嘉義縣警察局,嘉義縣中埔鄉沄水村台3線295公里200公尺處,晴,日間自然光線,省道,50,交岔路,三岔路,交叉路口,交叉口附近,柏油,乾燥,無缺陷,無障礙物,良好,良好,無號誌,無號誌,雙向禁止超車線,無標記,未繪設車道線,未繪設快慢車道分隔線,有,車與車,同向擦撞,駕駛人,未注意車前狀態,死亡0;受傷1,1,小貨車(含客、貨兩用),自用,男,49,戴安全帽或繫安全帶(使用幼童安全椅),未使用,車的狀態,向前直行中,汽車,右側車身,,,駕駛人,未注意車前狀態,是,120.526678,23.384519
