2023,1,20230116,125600,A2,嘉義縣警察局,嘉義縣鹿草鄉下麻村163線15.8K,陰,日間自然光線,縣道,50,交岔路,四岔路,交叉路口,交叉路口內,柏油,乾燥,無缺陷,無障礙物,良好,良好,閃光號誌,正常,無,無分向設施,未繪設車道線,未繪設快慢車道分隔線,無,車與車,同向擦撞,駕駛人,未保持行車安全間隔,死亡0;受傷1,1,機車,普通重型,女,22,戴安全帽或繫安全帶(使用幼童安全椅),未使用,車的狀態,向前直行中,機車,左側車身,,,駕駛人,未保持行車安全間隔,否,120.348362,23.409851
2023,1,20230130,084000,A2,嘉義縣警察局,嘉義縣鹿草鄉下麻村下半天自行車道產業道路,晴,日間自然光線,村里道路,30,交岔路,四岔路,交叉路口,交叉路口內,柏油,乾燥,無缺陷,無障礙物,良好,良好,無號誌,無號誌,無,無分向設施,未繪設車道線,未繪設快慢車道分隔線,無,車與車,路口交岔撞,駕駛人,未依規定讓車,死亡0;受傷1,1,機車,普通重型,女,63,不明,未使用,車的狀態,向前直行中,機車,左側車身,機車,前車頭,駕駛人,未依規定讓車,否,120.346007,23.413552
