2023,1,20230103,163300,A2,嘉義縣警察局,"嘉義縣鹿草鄉縣167線 10公里100.0公尺處",晴,日間自然光線,縣道,50,單路部分,直路,路段,路肩、路緣,柏油,乾燥,無缺陷,無障礙物,良好,良好,無號誌,無號誌,雙向禁止超車線,無標記,車道線(無標記),未繪設快慢車道分隔線,有,車與車,側撞,燈光,未依規定使用燈光,死亡0;受傷1,1,小貨車(含客、貨兩用),自用,男,42,戴安全帽或繫安全帶(使用幼童安全椅),未使用,車的狀態,右轉彎,汽車,右側車身,,,燈光,未依規定使用燈光,否,120.314456,23.419295
2023,1,20230105,102938,A2,嘉義縣警察局,嘉義縣鹿草鄉鹿東村鹿環東路與安和街路口,晴,日間自然光線,村里道路,50,交岔路,多岔路,交叉路口,交叉口附近,柏油,乾燥,無缺陷,無障礙物,良好,良好,行車管制號誌,正常,中央分向島,窄式附柵欄,車道線(無標記),未繪設快慢車道分隔線,有,車與車,同向擦撞,駕駛人,左轉彎未依規定,死亡0;受傷1,1,機車,普通重型,男,87,不明,不明,車的狀態,左轉彎,機車,左側車身,機車,左側車身,駕駛人,左轉彎未依規定,否,120.314946,23.413731
